names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Manufacture of other non-metallic mineral products,,0.20963866449128685,,0.020773151447166325,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.3832589869006972,0.03797723572459898,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Electricity, gas, steam and air conditioning supply",,7.157519039386318,,0.7475693962227065,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,13.085293700063932,1.3666977421819468,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of machinery and equipment,,0.019922394953865583,,0.001900544518120226,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.036421892522461835,0.0034745535530956695,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of food products,,1.262838538263168,,0.10521697866193401,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,2.3087068407365057,0.1923564660392174,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of chemicals and chemical products,,0.8827296429714274,,0.10353285658950087,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,1.613796145350395,0.1892775735035103,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of basic metals,,1.8100828688247823,,0.16833113079318798,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,3.3091726099072103,0.3077410305403247,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Waste collection, treatment, and disposal activities",,0.48951311098063854,,0.06289960486519558,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.8949222198314744,0.11499233166547372,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Land transport and transport via pipelines,,50.2805773055498,,6.215516324028161,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,91.92237112208916,11.363135207869956,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of coke and refined petroleum products,,2.3688591497834213,,0.39084563409450923,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,4.330720957698981,0.7145394773484073,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Civil engineering,,1.6353238974368842,,0.15735516864938467,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,2.989680275377873,0.2876749032269192,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.1943759271613516,,0.020867474692074964,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.35535582666736365,0.03814967639231929,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Crop and animal production, hunting and related service activities",,0.4997630880981098,,0.06548225982579771,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.9136611096986182,0.11971391165700992,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of other transport equipment,-0.0037226779678947324,0.003725176694394527,0.0017792106594647777,0.00024170725341369584,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.00681032503896281,0.0004418864110524487,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Forestry and logging,,93.68450125822065,,3.557810942831776,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,171.27292395060581,6.504348903589749,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Unknown,,0.018536515199398144,,0.002226748989282264,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.03388824315032775,0.004070916802420016,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Wholesale trade, except of motor vehicles and motorcycles",,5.86919542882484,,0.6153009651589872,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,10.729995344284898,1.1248861230732368,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of rubber and plastic products,,0.06272380688511923,,0.007963273596419495,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.11467093982725177,0.014558364881701757,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Mining of coal and lignite,,0.12608985210950602,,0.01376083544084257,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1820.7256836891174,6000,54.698955968801435,0.23051601237402722,0.025157400533734716,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
