names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market for electricity, high voltage' (kilowatt hour, PT, None)",,1.5693377786733104e-05,,1.6115923883120947e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.026041419965080227,0.026742588349616504
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,1.1647202925958001e-05,,7.914743988038085e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.019327241524115735,0.013133639864506183
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,2.851145447900494e-05,,2.4609905063128813e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.04731159664879242,0.0408374080939718
"'market for electricity, high voltage' (kilowatt hour, FI, None)",,0.0009776073488476473,,0.0011512586535596112,10,203,304.32952666282654,1450,0.060263141594340305,1.622230973997978,1.9103860553923282
"'market for petroleum' (kilogram, RNA, None)",,6.161416371664591e-05,,3.3989073926458484e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.10224187137703503,0.05640109862717581
"'market for transport, freight train' (ton kilometer, CN, None)",,9.251448845982966e-05,,4.694950224872851e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.15351753329188914,0.07790749205338116
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,5.775538108378359e-05,,4.6315817831271786e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.09583864955558136,0.07685596304129887
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,4.673766814781086e-05,,3.195316076331772e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.07755597685634147,0.05302272652562582
"'market for electricity, high voltage' (kilowatt hour, ES, None)",,0.00023888978328952165,,0.00024939060524093554,10,203,304.32952666282654,1450,0.060263141594340305,0.39641110132890467,0.41383605076499597
"'market for electricity, high voltage' (kilowatt hour, NL, None)",,0.00020621345064464415,,0.0001833256056496872,10,203,304.32952666282654,1450,0.060263141594340305,0.342188351269113,0.3042085108734266
"'market for heat, district or industrial, natural gas' (megajoule, Europe without Switzerland, None)",,2.0122800966033632e-05,,1.5845943231472747e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.03339155648653321,0.026294585400375044
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",0.3607872778913651,0.5084719845122557,0.4817702921321567,0.19219388740555945,10,203,304.32952666282654,1450,0.060263141594340305,843.7528662793935,318.9244409116726
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",,0.0001463332795451515,,8.164794689079555e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.2428238483320202,0.13548571271044327
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",-0.0003512262516883604,0.0003512262516883604,0.0002536904487956053,0.00015237936607312487,10,203,304.32952666282654,1450,0.060263141594340305,0.5828210119754963,0.25285665838475935
"'market for electricity, high voltage' (kilowatt hour, PL, None)",,0.00017864710752217323,,0.00011153227610561148,10,203,304.32952666282654,1450,0.060263141594340305,0.2964450620990378,0.18507544272482168
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,1.3784660284904537e-05,,1.0512093120392455e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.022874114956859704,0.017443652690983694
"'market for electricity, high voltage' (kilowatt hour, RO, None)",,0.00013826637704076916,,0.00012555846702785165,10,203,304.32952666282654,1450,0.060263141594340305,0.22943771828476103,0.20835035098741622
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,0.0009324746055830186,,0.0007472755952463734,10,203,304.32952666282654,1450,0.060263141594340305,1.5473381919912936,1.2400209738095611
"'market for natural gas, high pressure' (cubic meter, RoE, None)",,0.0007947615158972724,,0.00099768966590872,10,203,304.32952666282654,1450,0.060263141594340305,1.318818592709932,1.6555553519340906
"'market for electricity, medium voltage' (kilowatt hour, JP, None)",-2.7455171791007303e-05,2.7455171791007303e-05,3.924866418346059e-05,2.0712378992785608e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.045558812674953195,0.034369895834854454
"'market for natural gas, high pressure' (cubic meter, FR, None)",,0.0028531399370006036,,0.002752132542639948,10,203,304.32952666282654,1450,0.060263141594340305,4.734469298342323,4.566858729612627
"'market for petroleum coke' (kilogram, GLO, None)",,5.620935080831446e-06,,2.2536910005808627e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.009327318377572509,0.003739750270159366
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,0.0018658683088115888,,0.0017846171888499917,10,203,304.32952666282654,1450,0.060263141594340305,3.096201524592977,2.9613743021615
"'market for electricity, high voltage' (kilowatt hour, LV, None)",,0.0006610588362683385,,0.0007994642645664141,10,203,304.32952666282654,1450,0.060263141594340305,1.096953824143849,1.3266222825686487
"'market for electricity, low voltage' (kilowatt hour, CH, None)",,0.0002756764145637851,,0.00037865276446747776,10,203,304.32952666282654,1450,0.060263141594340305,0.4574544361120324,0.6283322681986421
"'market group for electricity, high voltage' (kilowatt hour, RER, None)",-5.633728461647628e-06,1.6320113203692825e-05,2.243613737738899e-05,1.0136502634070185e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.027081417881515742,0.016820401933745465
"'market for biogas' (cubic meter, CH, None)",,0.013256832350907488,,0.019700066465340154,10,203,304.32952666282654,1450,0.060263141594340305,21.998243039079334,32.690075465946684
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-4.126338747380484e-05,4.126338747380484e-05,5.744402433334512e-05,3.0446858168523513e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.06847201520220803,0.05052318442585637
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",4.81825525989979e-05,4.81825525989979e-05,6.394946362999393e-05,3.717333803202192e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.07995360235836597,0.0616850317599657
"'market group for transport, freight, lorry, unspecified' (ton kilometer, GLO, None)",,0.0003480695491896873,,0.0002243724327435527,10,203,304.32952666282654,1450,0.060263141594340305,0.5775828142726245,0.3723211681427258
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,6.393110098366391e-06,,7.712390281705086e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.010608657181202793,0.01279785633085781
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.00013106232768060264,,7.963891965453681e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.21748339733571329,0.1321519548227738
"'market for electricity, high voltage' (kilowatt hour, SI, None)",,1.1864403502197252e-05,,6.2966639052726566e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.019687661791783377,0.010448615420116127
"'market for electricity, high voltage' (kilowatt hour, AU, None)",,9.849697317181707e-05,,0.00010284570001170677,10,203,304.32952666282654,1450,0.060263141594340305,0.16344480318475058,0.17066103308056824
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, UN-OCEANIA, None)",4.069329300220095e-05,4.069329300220095e-05,1.9465295737728286e-05,1.02028401131744e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.06752600665283391,0.0169304816231695
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,6.595902001057184e-05,,3.0357337791477316e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.10945167853108817,0.05037463528839387
"'market for electricity, high voltage' (kilowatt hour, DK, None)",,0.0008101083593422334,,0.0007095829996049788,10,203,304.32952666282654,1450,0.060263141594340305,1.344284977367187,1.1774742916350385
"'market for natural gas, high pressure' (cubic meter, ES, None)",,4.7722909330135534e-06,,4.393155470127403e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.007919087533036528,0.0072899542803457045
"'market for electricity, high voltage' (kilowatt hour, MK, None)",,2.780245072279731e-05,,1.456654536207738e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.04613508354733437,0.02417156652756619
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Gulf Cooperation Council, None)",-6.811403177020905e-05,6.811403177020905e-05,3.121499927308463e-05,1.9942830670289084e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.11302768154490983,0.033092915740327154
"'market for diesel' (kilogram, RoW, None)",,4.6257241199310776e-05,,2.5073903748981235e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.07675876161699324,0.041607362453430545
"'market for natural gas, high pressure' (cubic meter, GB, None)",,1.054868909837886e-05,,9.33552682354555e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.017504379657779998,0.015491271408296956
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, RoW, None)",-3.9697237753812815e-05,3.9697237753812815e-05,1.4061789432735234e-05,8.529384517023808e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.06587316343551036,0.014153567655730807
"'market group for electricity, high voltage' (kilowatt hour, IN, None)",,7.955408994394022e-06,,6.407425433751868e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.013201118932606669,0.010632411892634601
"'market for waste reinforced concrete' (kilogram, CH, None)",,1.7949837301700634e-05,,1.3570439899403768e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.029785764277822542,0.022518639985204907
"'market for electricity, high voltage' (kilowatt hour, LT, None)",,0.0006343892414915253,,0.0006646520061475528,10,203,304.32952666282654,1450,0.060263141594340305,1.0526985893996355,1.1029162910583714
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",,0.0001035631944524523,,5.816500144870918e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.17185163553135865,0.09651836912228257
"'market for electricity, high voltage' (kilowatt hour, GR, None)",,0.00016582752343853317,,0.00018631019459935337,10,203,304.32952666282654,1450,0.060263141594340305,0.2751723840665271,0.3091611052299519
"'market for light fuel oil' (kilogram, CH, None)",,9.147584752409316e-06,,9.282932961782316e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.015179402384937103,0.015403997727616204
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,1.9721174282963715e-05,,1.6246074027224207e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.032725101548333246,0.026958558079471215
"'market for coke' (megajoule, GLO, None)",,5.9578380986184676e-05,,3.117917195750171e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.09886371571405109,0.05173837794150106
"'market for wood chips, wet, measured as dry mass' (kilogram, Europe without Switzerland, None)",,0.00018469978195771315,,0.0001413533706938675,10,203,304.32952666282654,1450,0.060263141594340305,0.3064888040537526,0.23456024188945185
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,8.406007770764969e-06,,3.5791987571353593e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.013948837628396112,0.0059392833868978125
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",1.8085036521015006e-05,4.1735634511877453e-05,7.506781940082464e-05,3.63575557339859e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.06925565678739376,0.0603313315106036
"'market for electricity, high voltage' (kilowatt hour, BG, None)",,0.00010573336511016935,,0.0001591337539048978,10,203,304.32952666282654,1450,0.060263141594340305,0.17545279305534817,0.2640648158970907
"'market for electricity, high voltage' (kilowatt hour, AT, None)",,9.855860032867703e-05,,0.00012356539184397782,10,203,304.32952666282654,1450,0.060263141594340305,0.16354706661680793,0.20504306376151926
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,0.000728615327004758,,0.0007175428131027277,10,203,304.32952666282654,1450,0.060263141594340305,1.2090563281772002,1.1906827193524818
"'market for petroleum' (kilogram, RoW, None)",,9.70891515382537e-05,,6.697547572964238e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.1611086793181256,0.11113837406699766
"'market for electricity, high voltage' (kilowatt hour, CH, None)",,0.20739613366009124,,0.14800787334934745,10,203,304.32952666282654,1450,0.060263141594340305,344.15088256794286,245.60265102947736
"'market for low level radioactive waste' (cubic meter, GLO, None)",,0.0005417463068893257,,0.000491680867304526,10,203,304.32952666282654,1450,0.060263141594340305,0.8989679139797858,0.8158898694898158
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,4.789895812780665e-05,,2.0371609683265593e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.0794830087854317,0.03380442695868152
"'market group for transport, freight train' (ton kilometer, GLO, None)",,6.513432555455521e-05,,3.412358997167996e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.10808318954395897,0.05662431308573651
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.0001401702580492676,0.0001401702580492676,0.0001400343375999522,8.866905670035929e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.23259699766869088,0.14713646576415254
"'market for waste reinforced concrete' (kilogram, Europe without Switzerland, None)",,2.3889965145882168e-05,,1.4127858801206136e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.039642747646143006,0.02344361483227581
"'market for heat, central or small-scale, other than natural gas' (megajoule, CH, None)",,0.000534768872104333,,0.0007177598396369381,10,203,304.32952666282654,1450,0.060263141594340305,0.8873896347855794,1.1910428508167046
"'market for electricity, high voltage' (kilowatt hour, BE, None)",,7.902500287869511e-05,,6.265054477063465e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.13113322801962393,0.10396163079642459
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,6.610747729104271e-06,,3.869635187971502e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.01096980269233944,0.006421230433056155
"'market for electricity, high voltage' (kilowatt hour, IT, None)",,0.000835122433653794,,0.001383779125715685,10,203,304.32952666282654,1450,0.060263141594340305,1.3857930595045937,2.2962279912828913
"'market for diesel, low-sulfur' (kilogram, RoW, None)",,7.221658487943667e-05,,6.165964993130249e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.11983541343655901,0.10231735070561494
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.00020911079451687263,,0.00013270477898836503,10,203,304.32952666282654,1450,0.060263141594340305,0.34699617209553435,0.2202088631250983
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.0001130703754039418,,5.2813315663073985e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.18762774792770007,0.08763784008903051
"'market for natural gas, high pressure' (cubic meter, NL, None)",,0.00030629854859148126,,0.00029349339236615555,10,203,304.32952666282654,1450,0.060263141594340305,0.5082684713872396,0.48701973478548183
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.00017460983671219597,,0.00022808197396994136,10,203,304.32952666282654,1450,0.060263141594340305,0.2897456589428698,0.378476740401735
"'market for electricity, high voltage' (kilowatt hour, BA, None)",,0.0009341052803070883,,0.0013050607355388174,10,203,304.32952666282654,1450,0.060263141594340305,1.5500441158461211,2.165603553037109
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,6.6914508159038e-05,,5.309387751100848e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.1110372051451801,0.08810340136000289
"'market group for electricity, high voltage' (kilowatt hour, RNA, None)",-2.618658583622181e-05,2.618658583622181e-05,2.533595336414274e-05,1.4549133989041968e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.043453734975345465,0.024142674285019965
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",,0.00012967314338524003,,9.331778204085029e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.21517820006486096,0.1548505099004237
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,9.811602067411398e-06,,7.442858108680763e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.016281265476429906,0.012350597582154213
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Asia, without China and GCC, None)",0.00010445891059342599,0.00010445891059342599,4.563648721487881e-05,2.5869660994539857e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.17333797712802346,0.04292783334908223
"'market for petroleum' (kilogram, Europe without Switzerland, None)",,0.0005626306700805587,,0.0004180485539995386,10,203,304.32952666282654,1450,0.060263141594340305,0.9336231985180787,0.6937052117422304
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-4.303060111033857e-05,4.303060111033857e-05,3.50909967608152e-05,2.2549110971475587e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.07140451023943936,0.03741774885097148
"'market for low level radioactive waste for final repository' (cubic meter, GLO, None)",3.3777682216563217e-06,3.3777682216563217e-06,4.13791248513292e-06,2.2428574471857633e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.005605031752897445,0.0037217731897940154
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",,3.989319895316562e-06,,2.8732367596799734e-06,10,203,304.32952666282654,1450,0.060263141594340305,0.006619833931278526,0.004767817746743255
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,1.8952056770024304e-05,,1.7612331154166196e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.0314488363344871,0.02922571025706413
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.0001099975544986826,,4.323159888176218e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.18252874242622155,0.0717380437494854
"'market group for electricity, high voltage' (kilowatt hour, Europe without Switzerland, None)",,1.8675490234643458e-05,,1.2323895349185806e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.030989904841597887,0.020450137551977908
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,2.1366635300262543e-05,,1.541949426520851e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.035455561616902526,0.025586940636126168
"'market for waste polyethylene terephthalate' (kilogram, CH, None)",,3.962285720194823e-05,,1.635261649770262e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.06574973715885643,0.02713535349315144
"'market for waste mineral oil' (kilogram, CH, None)",,8.976310699614041e-05,,3.9792995434464886e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.14895192089449688,0.06603206268655948
"'market for electricity, high voltage' (kilowatt hour, JP, None)",,3.55983291838339e-05,,2.3205235891394677e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.059071479252547236,0.0385065153881291
"'market for petroleum' (kilogram, CH, None)",,7.962583609842712e-05,,3.468536752689804e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.13213024411243984,0.0575565206347549
"'market for electricity, high voltage' (kilowatt hour, HU, None)",,2.728579395257745e-05,,3.2717465698448864e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.045277748936905796,0.054291005800337445
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",,4.7901194966593774e-05,,2.8738365661526084e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.07948672057132262,0.04768813059063135
"'market for transport, freight train' (ton kilometer, Europe without Switzerland, None)",2.9314154830022143e-05,2.9314154830022143e-05,7.017734127270345e-05,4.0828721076609477e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.04864358885792841,0.06775073452268203
"'market for electricity, for reuse in municipal waste incineration only' (kilowatt hour, CH, None)",,0.26721030248048333,,0.21414242680307363,10,203,304.32952666282654,1450,0.060263141594340305,443.4058620428424,355.34560784196674
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.0007590760994207653,0.0007590760994207653,0.0003568819289854634,0.00019299655326115897,10,203,304.32952666282654,1450,0.060263141594340305,1.2596026017535982,0.3202563758794887
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,2.2937424289336277e-05,,1.9639010048088016e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.038062111736123755,0.032588759112970704
"'market group for diesel, low-sulfur' (kilogram, RER, None)",1.2566635459269199e-05,2.8123734097998398e-05,4.1111371517125535e-05,1.7634067609831786e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.046668217676590025,0.029261779494562417
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",,8.592802221324378e-05,,3.1824059921352384e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.14258802302685433,0.052808497996296264
"'market for electricity, high voltage' (kilowatt hour, HR, None)",,6.11880616377833e-05,,4.598061960167766e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.10153480223395764,0.07629973875440306
"'market group for electricity, high voltage' (kilowatt hour, ENTSO-E, None)",,0.008877600814942013,,0.005456762234094286,10,203,304.32952666282654,1450,0.060263141594340305,14.731393983243258,9.054891745980207
"'market for wood chips, wet, measured as dry mass' (kilogram, CH, None)",,0.0003921736492603217,,0.00033333098945608343,10,203,304.32952666282654,1450,0.060263141594340305,0.6507686769804136,0.5531258089727413
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",-3.1460062472033616e-05,3.1460062472033616e-05,6.318771162345972e-05,3.545235707565759e-05,10,203,304.32952666282654,1450,0.060263141594340305,0.05220448459824111,0.05882925472804615
"'market for natural gas, high pressure' (cubic meter, CH, None)",,0.0017382864230965952,,0.0015128428318583159,10,203,304.32952666282654,1450,0.060263141594340305,2.884493534701232,2.5103948978332
