names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,ISIC category
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, RoW, None)",-0.030014097,0.030014097,0.097224662,0.011058361,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.148914874,0.054866033,
"'market for natural gas, high pressure' (cubic meter, CA, None)",-0.029927034,0.029927034,0.015732689,0.001663455,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.148482911,0.008253228,
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,0.029860842,,0.008325215,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.148154499,0.041305535,
"'market for electricity, high voltage' (kilowatt hour, GR, None)",,0.028094967,,0.011771989,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.139393115,0.058406697,
"'market for electricity, high voltage' (kilowatt hour, ZW, None)",,0.02798217,,0.005179028,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.138833473,0.025695736,
"'market for electricity, high voltage' (kilowatt hour, NZ, None)",,0.02613446,,0.002182866,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.129666064,0.010830285,
"'market for electricity, high voltage' (kilowatt hour, SN, None)",,0.025058975,,0.004735491,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.124330047,0.023495128,
"'market group for electricity, medium voltage' (kilowatt hour, BR, None)",,0.024475501,,0.00500319,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.121435142,0.024823316,
"'market for electricity, high voltage' (kilowatt hour, IN-Southern grid, None)",,0.024311088,,0.0057427,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.120619408,0.028492393,
"'market for electricity, high voltage' (kilowatt hour, AO, None)",,0.02427955,,0.005357839,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.120462932,0.026582906,
"'market for electricity, high voltage' (kilowatt hour, BG, None)",,0.023776209,,0.006412762,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.117965607,0.031816904,
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,0.023483679,,0.006573521,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.11651422,0.032614509,
"'market group for heat, district or industrial, natural gas' (megajoule, RER, None)",-0.021945514,0.023471844,0.023773249,0.002185531,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.1164555,0.010843507,
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",,0.023268834,,0.003088084,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.115448267,0.015321522,
"'market for electricity, high voltage' (kilowatt hour, KE, None)",,0.022329043,,0.005168639,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.110785496,0.025644191,
"'market for electricity, high voltage' (kilowatt hour, EG, None)",,0.022310599,,0.003893487,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.110693986,0.019317527,
"'market for electricity, high voltage' (kilowatt hour, ZM, None)",,0.022252438,,0.004381464,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.11040542,0.021738624,
"'market for electricity, high voltage' (kilowatt hour, SD, None)",,0.021858924,,0.003799989,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.108453002,0.018853637,
"'market for electricity, high voltage' (kilowatt hour, HN, None)",,0.021502194,,0.003541848,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.106683086,0.017572871,
"'market for electricity, high voltage' (kilowatt hour, MZ, None)",,0.021400895,,0.005302782,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.106180492,0.026309741,
"'market for electricity, high voltage' (kilowatt hour, TN, None)",,0.021151045,,0.003818539,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.104940862,0.018945673,
"'market for steel, unalloyed' (kilogram, GLO, None)",0.021014208,0.021127304,0.01517709,0.001742574,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.104823071,0.008645777,
"'market for electricity, high voltage' (kilowatt hour, CI, None)",,0.020667376,,0.004063466,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.102541139,0.020160877,
"'market for pig iron' (kilogram, RoW, None)",,0.02003377,,0.001878741,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.099397504,0.009321369,
"'market for electricity, high voltage' (kilowatt hour, NA, None)",,0.019425564,,0.003854752,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.096379891,0.019125343,
"'market for electricity, high voltage' (kilowatt hour, MA, None)",,0.019268463,,0.00356828,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.095600435,0.017704013,
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.019165571,,0.005262766,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.095089937,0.026111202,
"'market for natural gas, high pressure' (cubic meter, PL, None)",,0.018989342,,0.002012392,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.094215577,0.009984478,
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,0.018105912,,0.001768205,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.089832441,0.008772945,
"'market for electricity, high voltage' (kilowatt hour, BW, None)",,0.016858665,,0.004258303,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.083644228,0.021127561,
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.016753341,,0.006299421,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.083121663,0.031254563,
"'market for electricity, high voltage' (kilowatt hour, NI, None)",,0.016710575,,0.003468769,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.08290948,0.017210289,
"'market for natural gas, high pressure' (cubic meter, MX, None)",,0.016045612,,0.001413251,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.079610267,0.007011842,
"'market for electricity, high voltage' (kilowatt hour, BR-South-eastern/Mid-western grid, None)",,0.015801433,,0.004761445,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.078398774,0.023623899,
"'market for heat, district or industrial, natural gas' (megajoule, Europe without Switzerland, None)",,0.015233606,,0.002216158,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.075581501,0.010995463,
"'market for electricity, high voltage' (kilowatt hour, BR-Southern grid, None)",,0.014643943,,0.003486761,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.07265589,0.017299557,
"'market for natural gas, high pressure' (cubic meter, DE, None)",,0.014026851,,0.001603376,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.069594189,0.007955146,
"'market for heat, central or small-scale, other than natural gas' (megajoule, RoW, None)",,0.013573252,,0.001980255,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.067343659,0.009825031,
"'market for electricity, high voltage' (kilowatt hour, BR-Northern grid, None)",,0.01316353,,0.003932464,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.065310824,0.019510911,
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,0.01296621,,0.003950458,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.064331821,0.019600188,
"'market for electricity, high voltage' (kilowatt hour, LY, None)",,0.012492737,,0.002577755,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.061982686,0.012789526,
"'market for electricity, high voltage' (kilowatt hour, DZ, None)",,0.01226843,,0.001903301,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.060869787,0.009443224,
"'market for electricity, high voltage' (kilowatt hour, BR-North-eastern grid, None)",,0.011903308,,0.003027437,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.059058235,0.015020622,
"'market for natural gas, high pressure' (cubic meter, CH, None)",,0.011728579,,0.001464646,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.058191318,0.007266838,
"'market for electricity, high voltage' (kilowatt hour, AT, None)",,0.011189199,,0.001374087,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.055515185,0.00681753,
"'market for heat, district or industrial, natural gas' (megajoule, CA-QC, None)",,0.011182455,,0.000702966,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.055481725,0.003487764,
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.010849758,,0.001051801,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.05383105,0.005218508,
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-0.009231782,0.009231782,0.00582847,0.000638657,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.045803465,0.003168695,
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.008613282,,0.001249401,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.042734779,0.0061989,
"'market for natural gas, high pressure' (cubic meter, FR, None)",,0.008544311,,0.001319112,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.04239258,0.006544771,
"'market for natural gas, high pressure' (cubic meter, RoE, None)",,0.008430985,,0.001015638,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.041830313,0.005039086,
"'market for natural gas, high pressure' (cubic meter, BR, None)",,0.007572797,,0.00126682,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.037572415,0.006285325,
"'market for electricity, high voltage' (kilowatt hour, RS, None)",,0.006969876,,0.003815893,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.034581024,0.018932544,
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",,0.00613471,,0.000589703,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.03043735,0.00292581,
"'market for natural gas, high pressure' (cubic meter, IT, None)",,0.005867185,,0.000885023,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.029110025,0.00439104,
"'market for electricity, high voltage' (kilowatt hour, RO, None)",,0.005725295,,0.002506933,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.028406038,0.012438142,
"'market for electricity, medium voltage' (kilowatt hour, FR, None)",-0.005691307,0.005691307,0.004819211,0.00051303,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.028237407,0.002545397,
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.005319515,0.005319515,0.007442917,0.000894502,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.026392762,0.00443807,
"'market for electricity, high voltage' (kilowatt hour, DE, None)",,0.005286994,,0.000664247,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.026231409,0.00329566,
"'market for aluminium oxide, metallurgical' (kilogram, IAI Area, EU27 & EFTA, None)",,0.005201351,,0.001813678,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.025806491,0.008998559,
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.005147847,,0.00056299,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.025541031,0.002793274,
"'market for natural gas, high pressure' (cubic meter, QA, None)",-0.005015076,0.005015076,0.001684702,0.000179939,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.024882288,0.000892767,
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",-0.004537577,0.004537577,0.005934853,0.000679575,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.022513178,0.00337171,
"'market for electricity, high voltage' (kilowatt hour, ES, None)",,0.004506423,,0.000841279,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.022358607,0.004174004,
"'market for electricity, high voltage' (kilowatt hour, NL, None)",,0.004379122,,0.000557699,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.021727004,0.002767022,
"'market for electricity, medium voltage' (kilowatt hour, FI, None)",0.004209583,0.004209583,0.006290853,0.000641983,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.020885836,0.003185197,
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",-0.004099131,0.004099131,0.004845531,0.000561094,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.020337829,0.002783867,
"'market for electricity, high voltage' (kilowatt hour, GB, None)",,0.003958009,,0.000761795,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.019637653,0.003779644,
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.003907228,0.003907228,0.004389452,0.000483506,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.019385703,0.002398914,
"'market for electricity, high voltage' (kilowatt hour, BY, None)",,0.003905177,,0.000700603,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.019375527,0.00347604,
"'market for electricity, medium voltage' (kilowatt hour, CZ, None)",-0.003867068,0.003867068,0.006374186,0.000672043,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.019186449,0.00333434,
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.0037605,,0.000472508,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.018657712,0.002344347,
"'market for electricity, high voltage' (kilowatt hour, UA, None)",,0.00363712,,0.000583154,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.018045563,0.002893317,
"'market for natural gas, high pressure' (cubic meter, RU, None)",-0.003611671,0.003611671,0.003631588,0.000380554,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.017919297,0.001888118,
"'market for electricity, high voltage' (kilowatt hour, IT, None)",,0.003501887,,0.000582233,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.017374604,0.002888748,
"'market for electricity, high voltage' (kilowatt hour, PL, None)",,0.00348745,,0.00056678,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.017302975,0.002812078,
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,0.003417666,,0.000594019,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.016956742,0.002947224,
"'market group for electricity, high voltage' (kilowatt hour, CN, None)",-0.002853941,0.003396591,0.00403734,0.000375212,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.016852178,0.001861613,
"'market for electricity, high voltage' (kilowatt hour, HU, None)",,0.003360469,,0.000639742,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.016672959,0.003174078,
"'market for electricity, high voltage' (kilowatt hour, BE, None)",,0.00331712,,0.000633071,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.016457883,0.00314098,
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.003185462,,0.00042789,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.015804662,0.002122975,
"'market for natural gas, high pressure' (cubic meter, MY, None)",0.002964366,0.002964366,0.003905471,0.000437102,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.014707695,0.002168681,
"'market group for electricity, high voltage' (kilowatt hour, IN, None)",,0.002935424,,0.000579036,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.014564099,0.002872886,
"'market for electricity, high voltage' (kilowatt hour, FI, None)",,0.00289502,,0.000750249,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.014363635,0.003722359,
"'market group for electricity, high voltage' (kilowatt hour, RAF, None)",,0.002774354,,0.000721657,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.013764951,0.0035805,
"'market group for electricity, high voltage' (kilowatt hour, RER, None)",-0.002594706,0.002594706,0.002379938,0.000227926,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.012873628,0.001130854,
"'market for natural gas, high pressure' (cubic meter, CN, None)",-0.002587977,0.002587977,0.001139322,0.000125861,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.012840242,0.000624459,
"'market for natural gas, high pressure' (cubic meter, IR, None)",-0.002264685,0.002264762,0.001730955,0.000188998,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.011236611,0.000937713,
"'market group for electricity, high voltage' (kilowatt hour, RME, None)",,0.002209201,,0.000355299,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.010960946,0.001762815,
"'market group for electricity, high voltage' (kilowatt hour, RNA, None)",-0.000686446,0.002155443,0.005162567,0.000520398,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.010694226,0.002581953,
"'market for drawing of pipe, steel' (kilogram, GLO, None)",0.000320557,0.002040804,0.002459484,0.000167265,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.010125444,0.000829885,
"'market for natural gas, high pressure' (cubic meter, AE, None)",-0.002009262,0.002009262,0.000776944,8.65E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.009968949,0.00042917,
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",,0.001965185,,0.000281531,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.009750261,0.001396815,
"'market for ferronickel' (kilogram, GLO, None)",-0.000943938,0.001900514,0.00228544,0.000175475,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.009429396,0.000870619,
"'market for natural gas, high pressure' (cubic meter, ID, None)",0.001821128,0.001821128,0.002742199,0.000274644,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.009035522,0.001362646,
"'market for heat, district or industrial, other than natural gas' (megajoule, CA-QC, None)",,0.00181967,,0.000253761,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.009028289,0.001259035,
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,0.001796204,,0.000273162,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.008911862,0.001355293,
"'market for cast iron' (kilogram, GLO, None)",0.001520026,0.001712275,0.001413972,0.000133034,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.008495449,0.000660048,
"'market for natural gas, high pressure' (cubic meter, SA, None)",0.00169548,0.00169548,0.001604501,0.000181565,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.00841212,0.000900834,
"'market for steel, chromium steel 18/8' (kilogram, GLO, None)",0.001640107,0.001647075,0.000911447,0.000109092,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.008171959,0.00054126,
"'market for iron pellet' (kilogram, GLO, None)",0.001628323,0.001628323,0.001081983,0.000114476,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.008078921,0.000567972,
"'market for hot rolling, steel' (kilogram, GLO, None)",-0.001536733,0.001536733,0.001120941,0.000142247,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.007624497,0.000705758,
"'market group for electricity, high voltage' (kilowatt hour, US, None)",,0.001465648,,0.000223871,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.007271809,0.001110735,
"'market for natural gas, high pressure' (cubic meter, ES, None)",,0.00138601,,0.000222071,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.006876685,0.001101805,
"'market for natural gas, high pressure' (cubic meter, NG, None)",-0.001333528,0.001333528,0.000470001,5.66E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.006616296,0.000280821,
"'market group for electricity, low voltage' (kilowatt hour, RNA, None)",-0.000311463,0.001274459,0.004690368,0.000474556,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.006323225,0.002354509,
"'market group for electricity, low voltage' (kilowatt hour, CN-SGCC, None)",,0.001154348,,0.000146784,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.005727295,0.000728268,
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",-0.000474754,0.00114019,0.001449243,0.000113416,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.00565705,0.000562713,
"'market for natural gas, high pressure' (cubic meter, VE, None)",0.001105036,0.001105303,0.000403455,4.71E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.005483958,0.000233687,
"'market group for electricity, high voltage' (kilowatt hour, RLA, None)",,0.001091178,,0.000112128,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.005413877,0.000556323,
"'market group for electricity, high voltage' (kilowatt hour, Europe without Switzerland, None)",,0.000985174,,0.000191033,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.004887939,0.00094781,
"'market group for electricity, medium voltage' (kilowatt hour, UCTE, None)",,0.000900011,,0.000111116,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.004465403,0.000551302,
"'market for heavy fuel oil, burned in refinery furnace' (megajoule, GLO, None)",-3.89E-06,0.000659971,0.000833308,5.86E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.003274445,0.000290744,
"'market for aluminium oxide, non-metallurgical' (kilogram, RoW, None)",,0.000573787,,0.000144359,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.002846843,0.000716237,
"'market for copper, anode' (kilogram, GLO, None)",,0.000565372,,0.000116784,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.002805092,0.000579424,
"'market for steel, low-alloyed, hot rolled' (kilogram, GLO, None)",0.000531048,0.000531048,0.000451525,5.94E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.002634793,0.000294713,
"'market for natural gas, high pressure' (cubic meter, AZ, None)",-0.000484261,0.000484261,0.000164563,1.85E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.00240266,9.18E-05,
"'market for natural gas, high pressure' (cubic meter, CO, None)",-0.000467664,0.000467664,0.000494665,5.37E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.002320314,0.000266432,
"'market for ferromanganese, high-coal, 74.5% Mn' (kilogram, GLO, None)",0.000436714,0.000439707,0.000249716,2.78E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.002181605,0.00013793,
"'market for natural gas, high pressure' (cubic meter, KW, None)",0.000361506,0.00036182,0.000132635,1.58E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.001795169,7.84E-05,
"'market for natural gas, high pressure' (cubic meter, LY, None)",0.000310843,0.000310843,0.000111348,1.16E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.001542247,5.76E-05,
"'market for natural gas, high pressure' (cubic meter, KZ, None)",0.00016419,0.00016419,5.58E-05,6.06E-06,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.000814628,3.01E-05,
"'market for electricity, low voltage' (kilowatt hour, CN-NECG, None)",,0.000131216,,4.66E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.000651028,0.000231206,
"'market for steel, chromium steel 18/8, hot rolled' (kilogram, GLO, None)",0.000113533,0.00011422,8.19E-05,8.90E-06,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.000566702,4.42E-05,
"'market for electricity, low voltage' (kilowatt hour, CN-ECGC, None)",,4.71E-05,,1.44E-05,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.000233687,7.14E-05,
"'market for electricity, low voltage' (kilowatt hour, CN-NCGC, None)",,3.19E-05,,6.96E-06,300,_chromium_production___kilogram__RoW__None_,434,24003.74796,80400,20.15520427,0.000158272,3.45E-05,
