names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Manufacture of paper and paper products,,0.0035170151720751563,,0.00034345442124959785,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.006429766546332532,0.0006278994089859657,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Crop and animal production, hunting and related service activities",,0.4903010560241245,,0.05952327680212653,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.8963627318659917,0.10881976766810089,7,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Construction of buildings,,0.0068333235146597745,,0.0007625576957013808,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.012492603183426916,0.0013940991783030004,7,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of wood and products of wood and cork,,0.00967811138673324,,0.001432487777140492,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.017693411538335996,0.0026188576212634444,7,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.07496931438286057,,0.009394588081507333,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.13705803530440455,0.017175077503975962,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Office administrative, office support, and other business support activities",,2.858933615040371e-05,,3.250416811548272e-06,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,5.226669438939596e-05,5.942374500533808e-06,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of food products,,1.0429701456621605,,0.08608969003062752,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,1.9067459829709326,0.15738817771902333,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Sewerage,,0.004482655074299033,,0.00040724458882231775,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.008195138270748347,0.000744519857115001,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Manufacture of motor vehicles, trailers, and semi-trailers",,0.0014009183863778673,,0.00015981423993014865,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.0025611428254259682,0.0002921705489613032,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Wholesale trade, except of motor vehicles and motorcycles",,5.840475731695962,,0.5868297556575263,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,10.677490325459203,1.0728353864600917,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Manufacture of computer, electronic, and optical products",,0.0033893136515709163,,0.0005215923952796563,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.006196304100400151,0.0009535691971473024,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Specialized construction activities,,0.0011854725948500474,,0.00020982844409014715,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.002167267315899418,0.0003836059397730127,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Water transport,,0.0007023944165998301,,7.75463292927347e-05,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.0012841093658176104,0.00014176930422029387,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
