names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
"Electricity, gas, steam and air conditioning supply",,8.624706242859983,,0.8027454196598021,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,15.767588412069957,1.4675699114214589,450,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
"Waste collection, treatment, and disposal activities",,5.136171725318865,,0.6948794282150106,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,9.389889869650117,1.27037055078592,194,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Unknown,,0.0935589632838525,,0.01173658729128714,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.17104341687474914,0.021456693429361465,149,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Mining of metal ores,,0.19225038432011,,0.025120788760427552,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.3514699337767316,0.045925536082911084,80,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of coke and refined petroleum products,,2.533595874527515,,0.38767240945529635,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,4.631890736584805,0.7087382246864319,69,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of chemicals and chemical products,,1.0242791744252646,,0.11231381634186634,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,1.8725753650754893,0.205330822778275,60,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of other non-metallic mineral products,,0.19793478493918554,,0.02115197943477802,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.36186208938262243,0.038669804679347886,56,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Mining of coal and lignite,,0.37096547341936775,,0.061792743611546054,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.6781947970468665,0.11296878069627268,55,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Civil engineering,,1.5900213305460522,,0.1594417489444814,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,2.906858645442795,0.2914895652403713,46,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of machinery and equipment,,0.02231823463337261,,0.0034441393583846355,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.04080193897320861,0.006296535824831947,26,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Mining support service activities,,0.00030096641727967463,,7.173899348174069e-05,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.0005502233304989156,0.00013115239991538113,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Land transport and transport via pipelines,,57.31159883781319,,6.316293231991513,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,104.77640353958844,11.547374387902627,17,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of rubber and plastic products,,0.040314937273380765,,0.004773495519429938,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.07370330303264862,0.008726849415832709,17,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Extraction of crude petroleum and natural gas,,0.003923574552124244,,0.00041724155061570006,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.007173033712676577,0.0007627961872867948,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of basic metals,,1.6585643924013533,,0.17316085603485892,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,3.032168280044223,0.31657067848538906,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of fabricated metal products,,0.001381775775793458,,0.00016535503993779464,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.002526146525687948,0.0003023001755867296,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Forestry and logging,,89.58139246634349,,3.87366570407193,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,163.77166781288824,7.081790932684981,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of other transport equipment,,0.00285679935762154,,0.00042599887775551586,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.005222767614158794,0.0007788062316920495,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Other mining and quarrying,,0.1635375556584268,,0.019466176008287494,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.2989774718034901,0.03558783831155825,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
Manufacture of electrical equipment,,0.0012562699856066642,,0.00016726934082152235,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7,0,1374,2924.571863412857,8500,54.698955968801435,0.002296698288580135,0.0003057998783686612,9,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_7
