names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Manufacture of other non-metallic mineral products,,0.1996236995978602,,0.028596789923300385,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.36494974366918315,0.05228032129097874,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Electricity, gas, steam and air conditioning supply",,7.490532278875183,,1.0859145686855587,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,13.694104661060711,1.9852564815038338,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of machinery and equipment,,0.022576536634993295,,0.002671546556946613,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.04127416371140656,0.004884090582040321,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of food products,,1.366081925857617,,0.15035556558125557,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,2.4974552103641376,0.27487830968293736,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of chemicals and chemical products,,0.8293894155844453,,0.12096973617331698,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,1.5162801572620563,0.2211554755127581,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of basic metals,,1.9177131356195354,,0.2497062449273362,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,3.5059410214581406,0.45651007501817914,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Waste collection, treatment, and disposal activities",,0.4673497544368484,,0.09776213841958852,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.8544034271941314,0.17872761314740443,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Land transport and transport via pipelines,,49.96193168765461,,7.037978948965352,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,91.33982688106758,12.866751886415518,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of coke and refined petroleum products,,2.556205432432477,,0.4428665801793786,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,4.673225269400857,0.809643570586568,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Civil engineering,,1.657534031449511,,0.23176074918847825,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,3.030284586043866,0.42370232682442294,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.23635401160894806,,0.03168618591086004,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.4320996761688778,0.05792831937950122,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Crop and animal production, hunting and related service activities",,0.5759821670697779,,0.08097272882318404,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,1.0530039502002562,0.14803340829643682,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of other transport equipment,-0.0039409589138201424,0.0039409589138201424,0.0017966388736229324,0.0002573417398148908,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.007204815602089264,0.0004704691986473571,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Forestry and logging,,91.88848454435126,,4.7065554557127935,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,167.98946692284503,8.604470363926625,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Unknown,,0.030665197634435877,,0.020165420188097114,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.0560617603961698,0.036866188450834114,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Wholesale trade, except of motor vehicles and motorcycles",,6.046635635021037,,0.9504152138429057,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,11.05438948134558,1.7375381248318391,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of rubber and plastic products,,0.0583194038451066,,0.009266020804344974,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.10661886102244832,0.016940032291713248,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Mining of coal and lignite,,0.12639456136221452,,0.01938433166088563,150,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1079.1617529392242,3600,54.698955968801435,0.2310730783130596,0.035438211420235954,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
