names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,144
Land transport and transport via pipelines,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,20
Manufacture of other transport equipment,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,15
"Waste collection, treatment, and disposal activities",,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,15
Manufacture of coke and refined petroleum products,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,8
Manufacture of basic metals,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,7
Construction of buildings,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,7
Civil engineering,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,5
Manufacture of wood and products of wood and cork,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,4
Manufacture of chemicals and chemical products,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,4
Extraction of crude petroleum and natural gas,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,3
Mining of metal ores,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,2
"Crop and animal production, hunting and related service activities",,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,2
Manufacture of other non-metallic mineral products,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,2
Mining of coal and lignite,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
Manufacture of machinery and equipment,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
Manufacture of electrical equipment,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
"Wholesale trade, except of motor vehicles and motorcycles",,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
Specialized construction activities,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
Other mining and quarrying,,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
Manufacture of food products,0.0,0.0,,0.0,1,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,2.5468411445617676,23,4.174548348607363,0.0,0.0,1
