names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,0.3581542579707543,,0.03460467235009897,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,8.434261116223428,0.8149137862990994,144
Manufacture of other non-metallic mineral products,,0.0022310739918365015,,0.0001883780249105298,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.05254010024446105,0.004436159602445907,20
Manufacture of basic metals,,0.05300263753191547,,0.00431076928417583,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,1.248171911526521,0.10151534693607747,15
Mining of coal and lignite,,0.006717645763138715,,0.0006347446856656899,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.15819546240667748,0.014947755895385025,15
Manufacture of chemicals and chemical products,,1.2563733546639044,,0.10321380695540357,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,29.58663954671241,2.430606866420213,8
"Waste collection, treatment, and disposal activities",,0.018175408595707654,,0.0015287580000870478,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.4280170864330972,0.036001091343447214,7
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0015379731040501045,,0.00013565874011794532,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.036218100052147,0.003194660433008382,7
Land transport and transport via pipelines,,0.3871291092632489,,0.03237415895916962,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,9.116596886819234,0.7623868877807876,5
"Wholesale trade, except of motor vehicles and motorcycles",,0.05591239923778696,,0.004816761105942203,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,1.316694592653802,0.1134310705453153,4
Mining of metal ores,,0.0046795366107896825,,0.0004364058591682194,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.11019953776886342,0.010277026970806388,4
