names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Crop and animal production, hunting and related service activities",,2.95118715764357,,0.15421486367088047,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,69.49821909542572,3.6316430679129725,4
Manufacture of coke and refined petroleum products,,0.015227666067268775,,0.0018620721031496837,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.3585999857427005,0.043850385652771426,3
Other mining and quarrying,,0.005432331092789595,,0.00046880151253880434,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.12792727682748403,0.011039920035672557,2
Manufacture of wood and products of wood and cork,-0.0005680802755660536,0.0005680802755660536,0.00018236151759003753,2.1211764772269798e-05,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.013377859602304382,0.0004995209713235964,2
Civil engineering,,0.017195606308167303,,0.0013337627248248664,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.4049434857387753,0.031409100514385516,2
Manufacture of food products,0.01618857548040393,0.01879158229687195,0.016267809969352353,0.0016027918413430316,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.44252750972951344,0.03774453215056723,1
Manufacture of electrical equipment,-0.00019466475208645002,0.00019559000615697563,9.813096258698756e-05,1.0844673166239454e-05,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.004605996290532406,0.00025538382741113167,1
Construction of buildings,,0.0007727315492003477,,6.284016709655507e-05,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.018197241868981983,0.0014798382710355389,1
Manufacture of machinery and equipment,-2.105770719265988e-05,2.8517347739647937e-05,3.0384582101904475e-05,2.80673133114254e-06,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.000671561908941412,6.609639395066073e-05,1
Manufacture of other transport equipment,-0.00018915266746735344,0.00018915266746735344,7.52444912537144e-05,9.090561631881872e-06,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.004454401847094923,0.00021407583126562931,1
Extraction of crude petroleum and natural gas,,0.026954213657171773,,0.004630471010064903,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,0.6347512869318621,0.1090440800879137,1
Specialized construction activities,4.135625474176327e-10,1.0502880051838697e-08,1.0110019548626193e-07,1.0789775962554914e-08,300,_market_for_inorganic_phosphorus_fertiliser__as_P2O5___kilogram__IS__None_,0,249,1907.495367050171,6900,4.246421269574393,2.4733485881610076e-07,2.540910399037339e-07,1
