names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Mining of metal ores,,0.0014063555184225336,,0.00016505221844864094,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0011937349403418574,0.00014009871441616743,74
Manufacture of basic metals,,0.033595233722568014,,0.0027586501300745315,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.028516121135972586,0.002341582199743025,18
"Electricity, gas, steam and air conditioning supply",,0.06418407656088625,,0.008771942825782255,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.054480374130609396,0.007445752164831543,12
Manufacture of food products,,0.1429738688095444,,0.009595619668029493,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.12135829135526464,0.008144901002562033,10
Manufacture of electrical equipment,-1.9327788818032225e-05,1.9372025138255887e-05,1.0257364869749516e-05,1.1393787217082198e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,1.64432556133854e-05,9.671211671361341e-07,9
Manufacture of other non-metallic mineral products,,0.0010603346481521637,,9.115255295523342e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0009000274122535465,7.737160763309316e-05,9
"Manufacture of motor vehicles, trailers, and semi-trailers",0.00029689480579486645,0.0002993963638788114,0.00017217232213521757,1.821434876542675e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.00025413197153329104,1.546060313486811e-05,8
Manufacture of chemicals and chemical products,,0.01305326093670539,,0.0010769648984560887,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.011079797008243488,0.0009141434096627177,6
"Crop and animal production, hunting and related service activities",,0.051456800300196955,,0.005035318385162562,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.04367727763847219,0.004274051200692455,4
Sewerage,0.0004330299653287667,0.0004330299653287667,6.104500432268309e-05,6.732883580555117e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.00036756210862512836,5.71496913410473e-06,4
"Wholesale trade, except of motor vehicles and motorcycles",,0.10327145251537741,,0.009185682619711203,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.08765830516720201,0.007796940496482428,4
Manufacture of coke and refined petroleum products,,0.0471883223785241,,0.004981705961406867,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.040054131733733914,0.004228544198632711,4
Land transport and transport via pipelines,,0.08007965711562609,,0.007940681746105363,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.06797277321224088,0.006740165716484796,2
Unknown,,0.013396963363104027,,0.002166377639700648,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.011371536607582167,0.0018388527286377174,2
Civil engineering,,0.009028750134745774,,0.000374585085413399,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.007663733929491434,0.0003179532477609033,2
Manufacture of machinery and equipment,,0.0008559225434253618,,5.164087410315757e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0007265194560897272,4.383352214942072e-05,2
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0020959045488011456,,8.982834570694805e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0017790341480166622,7.624760133466779e-05,1
"Waste collection, treatment, and disposal activities",,0.023952738001342098,,0.0014360129612251233,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.02033143106028297,0.0012189086074913648,1
Mining of coal and lignite,,0.00320556322292529,,0.00030343688806699784,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0027209285081577004,0.00025756162700628604,1
Construction of buildings,,0.000919916941201108,,4.464286534246532e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,174,1732.8701059818268,6300,117.8113726,0.0007808388281193051,3.789351092108855e-05,1
