names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,3.057531425080525e-07,,1.0428235124033767e-22,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.5169935669437535e-06,5.1739666411832505e-22,240
Land transport and transport via pipelines,,3.887282495895761e-08,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.928674384437969e-07,0.0,29
"Waste collection, treatment, and disposal activities",,1.2149896200241983e-07,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,6.028168418356003e-07,0.0,26
Manufacture of other non-metallic mineral products,,2.999026804673122e-09,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.487966511958643e-08,0.0,22
Manufacture of machinery and equipment,,1.2609113753114798e-10,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,6.256009109647464e-10,0.0,19
Manufacture of basic metals,,1.3036736354147642e-06,,1.2513882148840738e-21,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,6.4681739722962584e-06,6.208759969420009e-21,19
Manufacture of other transport equipment,-9.749120029785749e-11,9.749120029785749e-11,,2.545955840828601e-26,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,4.837023831458404e-10,1.2631754495076516e-25,16
Manufacture of chemicals and chemical products,,2.433627995420312e-08,,6.517646952521223e-24,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.2074440128737537e-07,3.2337291507395903e-23,13
Civil engineering,,7.56608701616794e-09,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,3.753912465563993e-08,0.0,7
Construction of buildings,,2.8840278313661355e-10,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.4309097957853199e-09,0.0,6
Manufacture of coke and refined petroleum products,,9.933023292774124e-09,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,4.928267396317589e-08,0.0,6
Other mining and quarrying,,1.6886129827753393e-08,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,8.378049726375025e-08,0.0,5
Wholesale and retail trade and repair of motor vehicles and motorcycles,,6.322468474688019e-11,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,3.136891390430701e-10,0.0,5
Extraction of crude petroleum and natural gas,,4.1325639206964606e-09,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,2.0503707112397972e-08,0.0,3
Mining of metal ores,,2.275648351239093e-08,,1.3035293905042429e-23,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.1290624459779496e-07,6.467458301479172e-23,3
Manufacture of electrical equipment,,1.333795296432072e-09,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,6.617622529436478e-09,0.0,2
Mining of coal and lignite,,6.3582786443324365e-09,,1.6294117381303038e-24,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,3.1546585984914705e-08,8.084322876848967e-24,2
Manufacture of wood and products of wood and cork,,3.044320351364149e-11,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.5104388955262282e-10,0.0,2
Water transport,5.002220859751105e-12,5.002220859751105e-12,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,2.4818508167825055e-11,0.0,2
Manufacture of rubber and plastic products,7.898037779341394e-11,7.898037779341394e-11,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,3.918609766185503e-10,0.0,1
Specialized construction activities,,8.591053794286079e-12,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,4.26244951476058e-11,0.0,1
"Wholesale trade, except of motor vehicles and motorcycles",,5.552199411340554e-08,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,2.7547225583039404e-07,0.0,1
Unknown,3.093235297531768e-10,3.093235297531768e-10,,2.0367646726628809e-25,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,1.5347080356747132e-09,1.0105403596061212e-24,1
Manufacture of food products,9.527667543807185e-11,9.527667543807185e-11,,0.0,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,4.72715022759043e-10,0.0,1
Manufacture of fabricated metal products,4.972259641059888e-11,4.972259641059888e-11,,1.2729779204143005e-26,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,2.4669855644944854e-10,6.315877247538258e-26,1
Forestry and logging,,1.2903254760961624e-09,,8.147058690651523e-25,1,_chromium_production___kilogram__RoW__None_,0,434,8.484299421310425,27,20.155203632408618,6.401947108196813e-09,4.042161438424485e-24,1
