names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
"Crop and animal production, hunting and related service activities",,0.6087413198529746,,0.20086001644649318,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,1.1128938552322307,0.367209963863035,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of chemicals and chemical products,,0.7823733068781398,,0.34484153607070583,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,1.4303258499565896,0.6304353162926777,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.18171706539400034,,0.09122204521367314,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.3322130416851942,0.1667710902301377,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
"Wholesale trade, except of motor vehicles and motorcycles",,6.019303004439879,,2.3150876524551496,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,11.004420281573747,4.232416526881432,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Civil engineering,,1.132322685066076,,0.44082480207047914,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,2.070099264256373,0.8059108154128422,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of other transport equipment,-0.0032585267500390815,0.0032585267500390815,0.0016182048414441275,0.0010044630834397648,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.005957200996482716,0.0018363478162410978,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of electrical equipment,-0.0011386121863342425,0.0011386121863342425,0.0009249236368574146,0.000580731697713732,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.0020815976578852278,0.0010616869873073319,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Mining of coal and lignite,,0.164902212953141,,0.0804203032621228,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.3014723225196401,0.1470234702614653,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Unknown,,0.02524828532598527,,0.014390375445509678,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.046158623832575706,0.026308318304498344,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Mining of metal ores,,0.15380964738087818,,0.06723965223288171,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.281193022164091,0.12292675617288398,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Sewerage,0.0037648094373466277,0.0037648094373466277,0.0014733813868292713,0.0008634254628855577,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.006882781162210768,0.0015785044661145423,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
