names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Land transport and transport via pipelines,,54.25443172247177,,20.980851732638445,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,99.18732590328926,38.35695098934843,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Construction of buildings,,0.006054781696207101,,0.0037019265205260046,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.011069282016389048,0.006767819339435778,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Forestry and logging,,82.88125952482385,,23.94752515733,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,151.52256209807135,43.7805891048248,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Other mining and quarrying,,0.11371614862942714,,0.04963763524108317,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.2078945504815252,0.0907469518602785,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of other non-metallic mineral products,,0.20792109420721244,,0.08821620054467508,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.3801189447305065,0.1612758396979109,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
"Electricity, gas, steam and air conditioning supply",,7.32356259262397,,2.720847830435399,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,13.388852607719057,4.974222601227133,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of machinery and equipment,,0.022243870037421055,,0.007399196851527489,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.04066598647716102,0.013527126286921745,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of basic metals,,1.9963489652490702,,0.4218040126576695,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,3.64970213761982,0.7711372277347546,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of coke and refined petroleum products,,2.610550388513111,,1.3131541587696738,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,4.772578090890962,2.4006932774341356,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
"Waste collection, treatment, and disposal activities",,0.5840968709319032,,0.5845302313078039,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,1.067839158146005,1.0686314225836442,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of food products,,0.9586422975506858,,0.3708654782018233,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,1.7525787843143938,0.6780119869442359,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
Manufacture of rubber and plastic products,,0.08756947674778424,,0.08677029717111791,10,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4,0,188,68.92990517616272,240,54.698955968801435,0.16009350671652875,0.1586324558381132,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e_4
