names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market group for heat, district or industrial, natural gas' (megajoule, RER, None)",-0.07352149469141285,0.07439422218912775,0.05941377260974371,0.007316834374530388,300,195,11808.716458797455,38100,54.698955968801435,0.1360066583931874,0.01337655215705338
"'market for diesel' (kilogram, BR, None)",-0.3830126052119345,0.3830126052119345,0.49658412755873427,0.05811272516261319,300,195,11808.716458797455,38100,54.698955968801435,0.7002192243493511,0.10624101344047382
"'market group for diesel, low-sulfur' (kilogram, RER, None)",-0.021524493589984164,2.3359277084963677,3.6848715660190154,0.29332037719452253,300,195,11808.716458797455,38100,54.698955968801435,4.270516076812704,0.5362449282611962
"'market for waste mineral oil' (kilogram, Europe without Switzerland, None)",,0.32944441194859003,,0.020599538085493595,300,195,11808.716458797455,38100,54.698955968801435,0.6022864716768904,0.03765983778052898
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,0.04222672442527493,,0.004472037334187019,300,195,11808.716458797455,38100,54.698955968801435,0.07719841023905416,0.008175727040819076
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",,0.3326832938575537,,0.03898403336360822,300,195,11808.716458797455,38100,54.698955968801435,0.6082077582016479,0.0712701598652879
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.5559569720121857,,0.10319469339258032,300,195,11808.716458797455,38100,54.698955968801435,1.0163941197146178,0.18865934744977458
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.01052926254589017,,0.0024612340453744183,300,195,11808.716458797455,38100,54.698955968801435,0.01924947626403643,0.004499599675683442
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,18.91936883180343,,3.599961337869196,300,195,11808.716458797455,38100,54.698955968801435,34.58817174242675,6.581407769322874
"'market for electricity, high voltage' (kilowatt hour, GB, None)",,0.16238981538740035,,0.045053337525588495,300,195,11808.716458797455,38100,54.698955968801435,0.29687918628652143,0.08236599168599397
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.11530944196654505,0.11530944196654505,0.13243868457124738,0.014303125132197763,300,195,11808.716458797455,38100,54.698955968801435,0.21080739097161916,0.02614880828869168
"'market for electricity, high voltage' (kilowatt hour, KR, None)",,0.0544936555237028,,0.008934028371063281,300,195,11808.716458797455,38100,54.698955968801435,0.09962467209572384,0.016333087556842894
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.4428719689520965,,0.08486392288195775,300,195,11808.716458797455,38100,54.698955968801435,0.809653422278657,0.155147244364886
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.498510349108498,0.498510349108498,0.23756951308641305,0.025908749969792942,300,195,11808.716458797455,38100,54.698955968801435,0.9113708667361633,0.047366077671702686
