names,mu_star,score,mu_star_local_relative
"'market for land tenure, arable land, measured as carbon net primary productivity, perennial crop' (kilogram, MY, None)",0.1394533121852728,22.223942712254033,0.6274913231682324
"'market for diesel' (kilogram, RoW, None)",0.2202569891133681,22.223942712254033,0.9910797195851341
"'market for concrete, 30MPa' (cubic meter, CH, None)",0.0,22.223942712254033,0.0
"'market for land tenure, arable land, measured as carbon net primary productivity, perennial crop' (kilogram, ID, None)",3.979039320256561e-13,22.223942712254033,1.7904290754234906e-12
"'market for polyethylene, high density, granulate' (kilogram, GLO, None)",0.018989832758010472,22.223942712254033,0.085447631880097
"'market for iron pellet' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",0.014171976675792841,22.223942712254033,0.06376895791752817
"'market for synthetic rubber' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market for petroleum' (kilogram, RoW, None)",0.058382216841993184,22.223942712254033,0.26269963704415905
"'market for electricity, high voltage' (kilowatt hour, GB, None)",0.02032148918471588,22.223942712254033,0.09143962188811276
"'market for electricity, high voltage' (kilowatt hour, VN, None)",0.02030063566537965,22.223942712254033,0.0913457883158874
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.0,22.223942712254033,0.0
"'market for hard coal' (kilogram, RNA, None)",0.0013074281429092949,22.223942712254033,0.005882971171395225
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",0.0058486246868714176,22.223942712254033,0.026316773592322804
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",0.10799205500530906,22.223942712254033,0.4859266260876539
"'market for electricity, high voltage' (kilowatt hour, CH, None)",0.0009839224153402881,22.223942712254033,0.004427308097756049
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",0.0,22.223942712254033,0.0
"'market for petroleum' (kilogram, RNA, None)",0.0003112133114075988,22.223942712254033,0.0014003514832496363
"'market for cottonseed oil, crude' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market for aluminium, primary, ingot' (kilogram, RoW, None)",0.006533543048407253,22.223942712254033,0.029398667612676715
"'market for transport, freight train' (ton kilometer, Europe without Switzerland, None)",0.0,22.223942712254033,0.0
"'market for bitumen adhesive compound, hot' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",0.0,22.223942712254033,0.0
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",0.001952546020255852,22.223942712254033,0.008785776878281998
"'market for palm fruit bunch' (kilogram, RoW, None)",0.0,22.223942712254033,0.0
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, Europe without Switzerland, None)",0.3365722185632496,22.223942712254033,1.5144577311102743
"'market for waste mineral oil' (kilogram, Europe without Switzerland, None)",0.0,22.223942712254033,0.0
"'market for transport, freight, lorry, unspecified' (ton kilometer, BR, None)",0.013797355992898552,22.223942712254033,0.06208329535195771
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",0.04513128830187174,22.223942712254033,0.20307507486953183
"'market for pipeline, petroleum' (kilometer, GLO, None)",0.0,22.223942712254033,0.0
"'market group for electricity, low voltage' (kilowatt hour, IN, None)",0.008170812341069755,22.223942712254033,0.03676580905045467
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",13.507958838116076,22.223942712254033,60.78110897337734
"'market for hot rolling, steel' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market for maintenance, lorry 28 metric ton' (unit, GLO, None)",0.0,22.223942712254033,0.0
"'market for seed-cotton' (kilogram, GLO, None)",0.0,22.223942712254033,0.0
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",0.0024780859874669048,22.223942712254033,0.011150523647185771
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",10.230469933869971,22.223942712254033,46.03355069048574
"'market for kerosene' (kilogram, RoW, None)",0.006636174808636319,22.223942712254033,0.029860474779649277
"'market for land tenure, arable land, measured as carbon net primary productivity, annual crop' (kilogram, BR-MT, None)",0.030345585888075455,22.223942712254033,0.1365445649360104
"'market for building, hall, steel construction' (square meter, GLO, None)",0.0,22.223942712254033,0.0
"'market for electricity, high voltage' (kilowatt hour, KZ, None)",0.004734983799726145,22.223942712254033,0.021305777561761476
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",0.0,22.223942712254033,0.0
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",0.0,22.223942712254033,0.0
"'market for pig iron' (kilogram, RoW, None)",0.01511974463478083,22.223942712254033,0.06803358355690853
"'market for chemical, organic' (kilogram, GLO, None)",0.013082237763882176,22.223942712254033,0.058865512448737445
"'market for building machine' (unit, GLO, None)",0.0,22.223942712254033,0.0
"'market for road' (meter-year, GLO, None)",0.0,22.223942712254033,0.0
