scenario,method,iteration,score,category,runtime,runs
fu,climate change,0,10.033333333830038,M0,1.625239372253418,902
fu,climate change,1,10.033333333830038,M0,1.625239372253418,902
fu,climate change,2,10.025000000372529,M0,1.625239372253418,902
fu,climate change,3,10.025000000372529,M0,1.625239372253418,902
fu,climate change,4,10.025000000372529,M0,1.625239372253418,902
fu,climate change,5,10.0375049749529,M0,1.625239372253418,902
fu,climate change,6,10.012501657918126,M0,1.625239372253418,902
fu,climate change,7,10.012498341255883,M0,1.625239372253418,902
fu,climate change,8,10.049993368617407,M0,1.625239372253418,902
fu,climate change,9,10.050006635266385,M0,1.625239372253418,902
fu,climate change,10,10.000000002394241,M0,1.625239372253418,902
fu,climate change,11,9.999999998801893,M0,1.625239372253418,902
fu,climate change,12,9.999999998801895,M0,1.625239372253418,902
fu,climate change,13,10.0199973469659,M0,1.625239372253418,902
fu,climate change,14,10.025000000372529,M0,1.625239372253418,902
fu,climate change,15,10.025000000372529,M0,1.625239372253418,902
fu,climate change,16,10.025000000372529,M0,1.625239372253418,902
fu,climate change,17,10.025000000372529,M0,1.625239372253418,902
fu,climate change,18,10.025000000372529,M0,1.625239372253418,902
fu,climate change,19,10.025000000372529,M0,1.625239372253418,902
fu,climate change,20,9.999999998801893,M0,1.625239372253418,902
fu,climate change,21,9.999999998801895,M0,1.625239372253418,902
fu,climate change,22,10.0199973469659,M0,1.625239372253418,902
fu,climate change,23,10.025000000372529,M0,1.625239372253418,902
fu,climate change,24,10.025000000372529,M0,1.625239372253418,902
fu,climate change,25,10.025000000372529,M0,1.625239372253418,902
fu,climate change,26,10.01666666691502,M0,1.625239372253418,902
fu,climate change,27,10.01666666691502,M0,1.625239372253418,902
fu,climate change,28,10.050000000745058,M0,1.625239372253418,902
fu,climate change,29,10.050000000745058,M0,1.625239372253418,902
fu,climate change,30,10.050000000745058,M0,1.625239372253418,902
fu,climate change,31,10.000000004788124,M0,1.625239372253418,902
fu,climate change,32,9.999999999998886,M0,1.625239372253418,902
fu,climate change,33,10.03332891160965,M0,1.625239372253418,902
fu,climate change,34,10.033337756048194,M0,1.625239372253418,902
fu,climate change,35,10.0,M0,1.625239372253418,902
fu,climate change,36,10.0,M0,1.625239372253418,902
fu,climate change,37,10.050000000745058,M0,1.625239372253418,902
fu,climate change,38,9.999999999999721,M0,1.625239372253418,902
fu,climate change,39,10.000000004788124,M0,1.625239372253418,902
fu,climate change,40,10.033335543740087,M0,1.625239372253418,902
fu,climate change,41,10.024996684904503,M0,1.625239372253418,902
fu,climate change,42,10.025003318233415,M0,1.625239372253418,902
fu,climate change,43,10.025003318233415,M0,1.625239372253418,902
fu,climate change,44,10.025003318233415,M0,1.625239372253418,902
fu,climate change,45,10.025003318233415,M0,1.625239372253418,902
fu,climate change,46,10.024996684904503,M0,1.625239372253418,902
fu,climate change,47,10.025001658703925,M0,1.625239372253418,902
fu,climate change,48,10.024995024310726,M0,1.625239372253418,902
fu,climate change,49,10.024995024310726,M0,1.625239372253418,902
fu,climate change,50,10.037492538063741,M0,1.625239372253418,902
fu,climate change,51,10.012497512686236,M0,1.625239372253418,902
fu,climate change,52,10.012500834145007,M0,1.625239372253418,902
fu,climate change,53,10.01666666691502,M0,1.625239372253418,902
fu,climate change,54,10.050000000745058,M0,1.625239372253418,902
fu,climate change,55,10.050000000745058,M0,1.625239372253418,902
fu,climate change,56,10.050000000745058,M0,1.625239372253418,902
fu,climate change,57,10.050000000745058,M0,1.625239372253418,902
fu,climate change,58,10.03000199044344,M0,1.625239372253418,902
fu,climate change,59,10.016663350249155,M0,1.625239372253418,902
fu,climate change,60,10.050000000745058,M0,1.625239372253418,902
fu,climate change,61,10.050000000745058,M0,1.625239372253418,902
fu,climate change,62,10.000000004788124,M0,1.625239372253418,902
fu,climate change,63,9.999999999999721,M0,1.625239372253418,902
fu,climate change,64,10.050000000745058,M0,1.625239372253418,902
fu,climate change,65,10.024995024310726,M0,1.625239372253418,902
fu,climate change,66,10.025001658703925,M0,1.625239372253418,902
fu,climate change,67,10.025001658703925,M0,1.625239372253418,902
fu,climate change,68,10.037502488054368,M0,1.625239372253418,902
fu,climate change,69,10.01250083413967,M0,1.625239372253418,902
fu,climate change,70,10.012500824566379,M0,1.625239372253418,902
fu,climate change,71,10.024996684904503,M0,1.625239372253418,902
fu,climate change,72,10.025003318233415,M0,1.625239372253418,902
fu,climate change,73,10.025003318233415,M0,1.625239372253418,902
fu,climate change,74,10.037502488057685,M0,1.625239372253418,902
fu,climate change,75,10.012500824566379,M0,1.625239372253418,902
fu,climate change,76,10.01250083413967,M0,1.625239372253418,902
fu,climate change,77,10.0,M0,1.625239372253418,902
fu,climate change,78,10.050000000745058,M0,1.625239372253418,902
fu,climate change,79,10.050000000745058,M0,1.625239372253418,902
fu,climate change,80,10.025000000372529,M0,1.625239372253418,902
fu,climate change,81,10.025000000372529,M0,1.625239372253418,902
fu,climate change,82,10.025000000372529,M0,1.625239372253418,902
fu,climate change,83,9.999999998801893,M0,1.625239372253418,902
fu,climate change,84,9.999999998801895,M0,1.625239372253418,902
fu,climate change,85,10.049993366218043,M0,1.625239372253418,902
fu,climate change,86,9.999999999999863,M0,1.625239372253418,902
fu,climate change,87,9.999999995213866,M0,1.625239372253418,902
fu,climate change,88,10.049996679293363,M0,1.625239372253418,902
fu,climate change,89,10.049990049689487,M0,1.625239372253418,902
fu,climate change,90,9.999999998934477,M0,1.625239372253418,902
fu,climate change,91,10.000000002396451,M0,1.625239372253418,902
fu,climate change,92,10.01250082935196,M0,1.625239372253418,902
fu,climate change,93,10.012497512155363,M0,1.625239372253418,902
fu,climate change,94,10.037492537532867,M0,1.625239372253418,902
fu,climate change,95,10.000000002394238,M0,1.625239372253418,902
fu,climate change,96,10.000000002394241,M0,1.625239372253418,902
fu,climate change,97,10.033337756045805,M0,1.625239372253418,902
fu,climate change,98,10.01666666691502,M0,1.625239372253418,902
fu,climate change,99,10.01666666691502,M0,1.625239372253418,902
fu,climate change,100,10.050000000745058,M0,1.625239372253418,902
fu,climate change,101,10.030003979243213,M0,1.625239372253418,902
fu,climate change,102,10.029996019253828,M0,1.625239372253418,902
fu,climate change,103,10.050000000745058,M0,1.625239372253418,902
fu,climate change,104,10.024995024310726,M0,1.625239372253418,902
fu,climate change,105,10.025001658703925,M0,1.625239372253418,902
fu,climate change,106,10.025001658703925,M0,1.625239372253418,902
fu,climate change,107,10.019998673631523,M0,1.625239372253418,902
fu,climate change,108,9.999999999999725,M0,1.625239372253418,902
fu,climate change,109,10.00000000478812,M0,1.625239372253418,902
fu,climate change,110,10.025003318233415,M0,1.625239372253418,902
fu,climate change,111,10.025003318233415,M0,1.625239372253418,902
fu,climate change,112,10.024996684904503,M0,1.625239372253418,902
fu,climate change,113,10.020000000298024,M0,1.625239372253418,902
fu,climate change,114,10.0,M0,1.625239372253418,902
fu,climate change,115,10.0,M0,1.625239372253418,902
fu,climate change,116,10.00000000149626,M0,1.625239372253418,902
fu,climate change,117,10.000000001497197,M0,1.625239372253418,902
fu,climate change,118,10.020000000298024,M0,1.625239372253418,902
fu,climate change,119,10.0,M0,1.625239372253418,902
fu,climate change,120,10.020000000298024,M0,1.625239372253418,902
fu,climate change,121,10.020000000298024,M0,1.625239372253418,902
fu,climate change,122,10.024995025542797,M0,1.625239372253418,902
fu,climate change,123,10.024995025542797,M0,1.625239372253418,902
fu,climate change,124,10.025001658704092,M0,1.625239372253418,902
fu,climate change,125,9.999999999250901,M0,1.625239372253418,902
fu,climate change,126,10.020000000298024,M0,1.625239372253418,902
fu,climate change,127,10.020000000298024,M0,1.625239372253418,902
fu,climate change,128,10.029996020074917,M0,1.625239372253418,902
fu,climate change,129,10.0499933674157,M0,1.625239372253418,902
fu,climate change,130,10.05000663407352,M0,1.625239372253418,902
fu,climate change,131,10.024996683707627,M0,1.625239372253418,902
fu,climate change,132,10.024996683707627,M0,1.625239372253418,902
fu,climate change,133,10.025003317036537,M0,1.625239372253418,902
fu,climate change,134,10.025000000372529,M0,1.625239372253418,902
fu,climate change,135,10.025000000372529,M0,1.625239372253418,902
fu,climate change,136,10.025000000372529,M0,1.625239372253418,902
fu,climate change,137,10.012500829351437,M0,1.625239372253418,902
