scenario,method,iteration,score,names,runtime
fu,climate change,0,9.999999905005097,Baseline,0.22268271446228027
fu,climate change,0,9.999999810010195,pr1_1,0.2187504768371582
fu,climate change,0,14.949999809265137,pr2_0,0.24999737739562988
fu,climate change,0,10.0,pr1_0,0.2500002384185791
fu,climate change,0,5.050000000745058,pr2_1,0.3125426769256592
