names,mu,mu_star,sigma,mu_star_conf,index
M1 mix,,1.950761613240541,,1.596224217892626,10
M0 mix,,3.8738956376218923,,2.011324486672497,10
M1 mix,,7.211575068044592,,1.1793957425396107,110
M0 mix,,2.528154506037004,,0.5319957778179845,110
M1 mix,,6.847625933904323,,0.849157731807118,210
M0 mix,,2.704760488880174,,0.46330689401243985,210
M1 mix,,6.632671370478674,,0.6251813057283294,310
M0 mix,,2.9611691524266295,,0.3282757404666425,310
M1 mix,,6.79576923553587,,0.6332467826902006,410
M0 mix,,2.776922427502284,,0.27092507718691083,410
M1 mix,,6.756083646432417,,0.553679350986079,510
M0 mix,,2.970340090171719,,0.2821599207478206,510
M1 mix,,6.8234332354962675,,0.49163266676573936,610
M0 mix,,3.067453098075119,,0.2712569425179129,610
M1 mix,,6.854781014810958,,0.43690476108643084,710
M0 mix,,2.906846024861768,,0.22632870187916615,710
M1 mix,,7.04934884034412,,0.4388026778376778,810
M0 mix,,3.012929014925778,,0.20857342626398978,810
M1 mix,,6.796384702255121,,0.37713384374919134,910
M0 mix,,3.064929923330702,,0.2097774402965888,910
