names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Manufacture of food products,,1.2789323036027744,,0.08430114382543807,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,2.338129276785899,0.15411837818901114,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of coke and refined petroleum products,,2.579006118599282,,0.3071287828631503,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,4.714909220699324,0.5614892961363411,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Electricity, gas, steam and air conditioning supply",,8.200532245384723,,0.6603781155269193,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,14.99211840544461,1.2072956491227695,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Land transport and transport via pipelines,,55.581551293999674,,4.829003538803522,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,101.61355058714767,8.828328536211613,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of basic metals,,1.8740716519747165,,0.1762946446419514,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,3.426156164742208,0.3222998346485888,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of rubber and plastic products,,0.0636282086770746,,0.006369924159807421,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,0.1163243567452478,0.011645421831160041,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of chemicals and chemical products,,0.8928754708762218,,0.07825178130949716,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,1.63234463082895,0.14305900345543981,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Forestry and logging,,96.47845219238815,,3.2243320256550554,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,176.3807928023643,5.894686596018603,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of other non-metallic mineral products,,0.20472003992237747,,0.017932389401872435,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,0.3742668142315977,0.032783787339744665,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Mining of coal and lignite,,0.1514908641272261,,0.014678979030427716,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,0.27695384938175366,0.02683594004755803,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Sewerage,0.00394434119486438,0.00394434119486438,0.001191022219849797,0.00010987207424854112,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,0.007210999049258104,0.0002008668580643636,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Waste collection, treatment, and disposal activities",,0.44103191294034555,,0.044522245585061994,400,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2952.402577638626,9600,54.698955968801435,0.8062894531147838,0.08139505552986438,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
