names,mu_star,score,mu_star_local_relative
"'market for chemical, organic' (kilogram, GLO, None)",29.51384547591617,316.271599298352,9.331803912015049
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, BR, None)",1.4692506356516617,316.271599298352,0.4645534530799451
"'market for concrete, 30MPa' (cubic meter, RoW, None)",1.9887831927193247,316.271599298352,0.628821303313809
"'market for benzene' (kilogram, GLO, None)",0.1964312270799553,316.271599298352,0.06210839908348952
"'market for lime, hydrated, loose weight' (kilogram, RoW, None)",0.02372182207582796,316.271599298352,0.007500459139693473
"'market for cast iron' (kilogram, GLO, None)",0.04525836813098749,316.271599298352,0.014309969099784206
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",0.6819146484724143,316.271599298352,0.2156104594864796
"'market for electricity, high voltage' (kilowatt hour, IR, None)",0.010186041854893801,316.271599298352,0.0032206628345673523
"'market for steel, low-alloyed, hot rolled' (kilogram, GLO, None)",0.07192826914990746,316.271599298352,0.02274256345162835
"'market for chemical factory, organics' (unit, GLO, None)",0.03225830017791509,316.271599298352,0.010199556409579638
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",0.11853706587639579,316.271599298352,0.03747951638382013
"'market for road' (meter-year, GLO, None)",1.8923435922493326,316.271599298352,0.5983286505799109
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",1.157303461763533,316.271599298352,0.3659207669392411
"'market for hard coal' (kilogram, Europe, without Russia and Turkey, None)",0.07993625022159279,316.271599298352,0.025274558448792502
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",0.5729660178542844,316.271599298352,0.18116265232964596
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",1.9114886289790576,316.271599298352,0.6043820037017841
"'market for maintenance, light commercial vehicle' (unit, GLO, None)",0.5501897540834335,316.271599298352,0.17396116353919497
"'market for explosive, tovex' (kilogram, GLO, None)",0.10189278124248347,316.271599298352,0.03221686090958924
"'transport, freight, lorry, all sizes, EURO6 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",2.9040371531364855,316.271599298352,0.9182099055302743
"'market group for transport, freight, lorry, unspecified' (ton kilometer, GLO, None)",0.08975775309633605,316.271599298352,0.02837995991276595
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.255157240561374,316.271599298352,0.0806766213366739
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",0.027545858079122354,316.271599298352,0.008709557905367663
"'market for electricity, high voltage' (kilowatt hour, JP, None)",0.9995023482902923,316.271599298352,0.3160265893326137
"'market for oxygen, liquid' (kilogram, RoW, None)",0.5004633551871933,316.271599298352,0.15823847487332737
"'market for electricity, high voltage' (kilowatt hour, BD, None)",0.0779125432315908,316.271599298352,0.024634694801695646
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",2.7753347777511834,316.271599298352,0.8775162815467019
"'market for clinker' (kilogram, RoW, None)",1.0991820120044764,316.271599298352,0.347543698025055
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",0.3079443504196888,316.271599298352,0.09736705765009025
"'market for natural gas, high pressure' (cubic meter, RoW, None)",0.33768876882894006,316.271599298352,0.10677176502035024
"'market for diesel, low-sulfur' (kilogram, ZA, None)",0.05039105026158097,316.271599298352,0.015932840752496725
"'market for transport, freight, lorry, unspecified' (ton kilometer, BR, None)",0.18104364063384537,316.271599298352,0.05724309139217381
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.2711778009254573,316.271599298352,0.08574206521453864
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",0.09687151615021605,316.271599298352,0.030629217534905235
"'market for electricity, high voltage' (kilowatt hour, PL, None)",0.12788417044468758,316.271599298352,0.0404349207226948
"'market for light commercial vehicle' (unit, GLO, None)",0.2091069297844399,316.271599298352,0.0661162526917824
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",0.5182765151712658,316.271599298352,0.16387070995975023
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",0.25961845895774616,316.271599298352,0.08208718694113201
"'market for electricity, high voltage' (kilowatt hour, MX, None)",1.0117254262931965,316.271599298352,0.31989133027995803
"'market for building machine' (unit, GLO, None)",0.023424257867318943,316.271599298352,0.00740637411619811
"'market for reinforcing steel' (kilogram, GLO, None)",2.1382682144656684,316.271599298352,0.6760860662827181
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",0.16950103790361482,316.271599298352,0.053593505796806475
"'market group for electricity, low voltage' (kilowatt hour, CN-SGCC, None)",0.30136777180530316,316.271599298352,0.09528764911989791
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",0.8299984230165904,316.271599298352,0.2624321705957603
"'market for clay pit infrastructure' (unit, GLO, None)",0.009365781990851474,316.271599298352,0.0029613098399064114
"'market for electricity, high voltage' (kilowatt hour, IN-Southern grid, None)",0.20197773094379556,316.271599298352,0.06386211452178533
"'market for aluminium, primary, ingot' (kilogram, RoW, None)",0.0042636689554740315,316.271599298352,0.0013481036441251677
"'market for fatty acid methyl ester' (kilogram, BR, None)",0.038900705984730166,316.271599298352,0.012299778440755135
"'market for clay brick' (kilogram, GLO, None)",0.02238489298508739,316.271599298352,0.007077743633872987
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",3.774797689338513,316.271599298352,1.1935304016272392
"'market for diesel' (kilogram, IN, None)",0.00012010281352559105,316.271599298352,3.7974580642725726e-05
"'market group for diesel' (kilogram, RER, None)",0.09428869590496447,316.271599298352,0.02981257125652249
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",0.24380468739022376,316.271599298352,0.07708712635946574
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",1.1036058193169822,316.271599298352,0.34894243484566106
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",0.0008883444016873909,316.271599298352,0.0002808802319456383
"'market for ammonia, anhydrous, liquid' (kilogram, RoW, None)",0.34874163688712656,316.271599298352,0.11026650437813869
