names,mu_star,score,mu_star_local_relative
"'market for nickel smelter slag' (kilogram, GLO, None)",73.79183612468478,73338.0271417976,0.10061879082458783
"'market for powder coat, steel' (square meter, GLO, None)",9.608235198204056,73338.0271417976,0.013101300338536142
"'market for hard coal' (kilogram, CN, None)",1076.3589420904682,73338.0271417976,1.4676682534823984
"'market for argon, crude, liquid' (kilogram, GLO, None)",102.06464165220677,73338.0271417976,0.13917014900723582
"'market group for cement, unspecified' (kilogram, GLO, None)",70.47186203821184,73338.0271417976,0.09609184318792202
"'market for aluminium oxide, metallurgical' (kilogram, RoW, None)",29.526837823468668,73338.0271417976,0.04026129277568255
"'market for clay brick' (kilogram, GLO, None)",5.309869854245335,73338.0271417976,0.007240268195350835
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",6317.836534466565,73338.0271417976,8.614680242558414
"'market group for transport, freight, inland waterways, barge' (ton kilometer, GLO, None)",2.421472641923174,73338.0271417976,0.003301796811688573
"'market for electricity, high voltage' (kilowatt hour, SA, None)",425.1455244739409,73338.0271417976,0.5797067920192761
"'market group for electricity, high voltage' (kilowatt hour, RME, None)",20.910648770135595,73338.0271417976,0.028512696052902096
"'market for electricity, high voltage' (kilowatt hour, GR, None)",57.580884301009064,73338.0271417976,0.07851436225531071
"'market for injection moulding' (kilogram, GLO, None)",61.13584746286506,73338.0271417976,0.08336172903132522
"'market for electricity, high voltage' (kilowatt hour, AU, None)",340.7376285853243,73338.0271417976,0.4646124825890324
"'market group for electricity, high voltage' (kilowatt hour, RLA, None)",48.59677854953043,73338.0271417976,0.06626409305443891
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",415.2338064157884,73338.0271417976,0.5661916779039368
"'market for basic oxygen furnace slag' (kilogram, RoW, None)",341.6330735061056,73338.0271417976,0.4658334656938138
"'market for aluminium, wrought alloy' (kilogram, GLO, None)",75.13202766556788,73338.0271417976,0.10244620777744895
"'market for transport, freight, lorry, unspecified' (ton kilometer, BR, None)",31.89935744246759,73338.0271417976,0.043496339737624554
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",155.15149199275766,73338.0271417976,0.21155667535584965
"'market group for electricity, medium voltage' (kilowatt hour, Canada without Quebec, None)",66.58606976833107,73338.0271417976,0.09079337468348889
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",439.2817042336319,73338.0271417976,0.598982167033604
"'market for electricity, high voltage' (kilowatt hour, KW, None)",6.998837591781921,73338.0271417976,0.009543258612956426
"'market for electricity, medium voltage' (kilowatt hour, PH, None)",155.13260294846987,73338.0271417976,0.21153091921674425
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",1588.4038414071256,73338.0271417976,2.165866608786706
"'market group for electricity, high voltage' (kilowatt hour, US, None)",103.84610304576927,73338.0271417976,0.1415992590651299
"'market for coke' (megajoule, GLO, None)",833.4163754641559,73338.0271417976,1.1364041384052532
"'market for electricity, high voltage' (kilowatt hour, KR, None)",677.421696000587,73338.0271417976,0.9236977355428524
"'market for pitch' (kilogram, RoW, None)",14.792014625461888,73338.0271417976,0.020169638047205476
"'market for steel, low-alloyed' (kilogram, GLO, None)",10414.521242312532,73338.0271417976,14.200710938373437
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",466.13941097167844,73338.0271417976,0.6356039685529136
"'market group for diesel' (kilogram, RER, None)",18.610309370320465,73338.0271417976,0.025376070362975275
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",1367.8243686321803,73338.0271417976,1.8650956699278525
"'market for electricity, high voltage' (kilowatt hour, PL, None)",190.80642627054476,73338.0271417976,0.26017392846091203
"'market for steel, unalloyed' (kilogram, GLO, None)",32.14193506862648,73338.0271417976,0.04382710623846029
"'market for electronics, for control units' (kilogram, GLO, None)",8.688616372877732,73338.0271417976,0.01184735492826725
"'market for electricity, high voltage' (kilowatt hour, IL, None)",18.54888056638447,73338.0271417976,0.025292309173412287
"'market for aluminium, cast alloy' (kilogram, GLO, None)",1356.3611847578795,73338.0271417976,1.8494650560143682
"'market for transport, freight train' (ton kilometer, CN, None)",566.2114195533941,73338.0271417976,0.7720570645548396
"'market for polyethylene, high density, granulate' (kilogram, GLO, None)",214.21481804568612,73338.0271417976,0.2920924197094995
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",11370.673321395365,73338.0271417976,15.504471233471275
"'market for hard coal' (kilogram, RNA, None)",70.4380571280708,73338.0271417976,0.09604574853354075
"'market for natural gas, high pressure' (cubic meter, US, None)",67.10927936509688,73338.0271417976,0.09150679665181398
"'market for oxygen, liquid' (kilogram, RoW, None)",1073.524917548988,73338.0271417976,1.4638039219044563
"'market for refractory, basic, packed' (kilogram, GLO, None)",13.657276395897497,73338.0271417976,0.018622366769549755
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",21.543069181469036,73338.0271417976,0.029375032327793527
"'market for railway track' (meter-year, GLO, None)",151.01575357594265,73338.0271417976,0.20591739301080014
"'market for electricity, high voltage' (kilowatt hour, IR, None)",371.5495543385041,73338.0271417976,0.5066260558388358
"'market for electricity, high voltage' (kilowatt hour, GB, None)",231.05310857421864,73338.0271417976,0.3150522553974381
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",854.3014002940472,73338.0271417976,1.164881894957813
"'market group for electricity, high voltage' (kilowatt hour, RNA, None)",211.31959181893762,73338.0271417976,0.2881446366294466
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",1.310985600364802,73338.0271417976,0.001787593219313137
"'market for transport, freight train' (ton kilometer, RoW, None)",406.4693685622842,73338.0271417976,0.5542409366649362
"'market for chemical factory' (kilogram, GLO, None)",20.240393186169968,73338.0271417976,0.027598769662886585
"'market for electricity, high voltage' (kilowatt hour, UZ, None)",208.49771729634813,73338.0271417976,0.284296872198678
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",119.15262056214851,73338.0271417976,0.1624704470598443
"'market group for heat, district or industrial, natural gas' (megajoule, RER, None)",498.7724964172594,73338.0271417976,0.6801007824397741
"'market for petroleum' (kilogram, Europe without Switzerland, None)",86.74574439326534,73338.0271417976,0.11828208062584529
