names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of basic metals,,1.7478402372894817,,0.16134779896518683,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,1.5037636797374516,0.13881644026326595,76
Mining of coal and lignite,,0.13510975075995577,,0.012866274900506326,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.11624239540696131,0.011069568302708992,20
"Electricity, gas, steam and air conditioning supply",,8.94891616318455,,1.0145690743468403,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,7.699247798575292,0.8728899198210522,15
Manufacture of chemicals and chemical products,,0.8771650849458018,,0.08847612445730155,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.7546736639504706,0.07612090604410597,11
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.17176291858553994,,0.014986617730157418,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.14777714403416442,0.012893816576547626,11
Land transport and transport via pipelines,,59.027782853753294,,5.845567654812278,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,50.784868123048035,5.029265340856697,8
Manufacture of other non-metallic mineral products,,0.17661072964965466,,0.018850194395824645,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.1519479841652683,0.016217865388194964,6
"Crop and animal production, hunting and related service activities",,0.46745538894057814,,0.04940893279565147,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.40217773958362213,0.042509239121254795,6
Manufacture of food products,,1.2015383495540468,,0.08710338574779741,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,1.0337499339602434,0.07493986296643702,6
"Waste collection, treatment, and disposal activities",,0.47222522483003565,,0.05529264982769374,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.40628149335690616,0.04757132648248793,5
"Wholesale trade, except of motor vehicles and motorcycles",,6.5627799631136225,,0.5741074743067203,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,5.64632277944546,0.4939364306357152,4
Manufacture of coke and refined petroleum products,,2.6407974085050707,,0.3549541056649437,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,2.272024149422875,0.3053866598816766,4
Other mining and quarrying,,0.15942776066897546,,0.016603696686223177,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.13716452506418278,0.01428507908985976,2
Forestry and logging,,91.07109361829764,,2.8551380550671324,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,78.35350161611098,2.456433269040876,2
Sewerage,0.0035404832101148184,0.0036192745569913966,0.0014101534426700093,0.00012557238891319961,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.0031138621881378003,0.00010803687522285866,2
Unknown,,0.036506818591188435,,0.026035225683934602,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.03140883628204335,0.022399545417253287,2
Manufacture of electrical equipment,-0.0009458445075130158,0.00098592875735952,0.0008252958259346513,9.510703877887452e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.0008482490701925478,8.182584858261606e-05,2
Civil engineering,,1.5993383438959805,,0.1466610835556196,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,1.3759992829160934,0.12618064624939368,1
Manufacture of machinery and equipment,,0.0193638239959879,,0.0015708450507184934,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.0166597693569246,0.001351484926007328,1
Construction of buildings,,0.0048094478857491595,,0.00043576786689562873,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.004137834165778983,0.0003749152108149914,1
Mining of metal ores,,0.15699918860181528,,0.01717123135397018,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.13507509012024085,0.014773360571280113,1
Manufacture of other transport equipment,-0.0034381807046890444,0.0034778043298042786,0.001767437827497407,0.00019749360341632762,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.0029921475228786324,0.0001699146761024924,1
Manufacture of rubber and plastic products,,0.05773912763613852,,0.007422916275151048,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2130.1113374233246,7200,116.23104486701291,0.04967616672654143,0.006386345647708892,1
