names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,8.623213780007552,,1.1232104906817946,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,7.319508795883049,0.9533973383837773,76
"Wholesale trade, except of motor vehicles and motorcycles",,6.029009703464088,,0.5858046068176148,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,5.117510788991596,0.49723943783133107,20
Manufacture of basic metals,,1.912314112285414,,0.18280088158452976,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,1.6231999255099196,0.1551640368414906,15
"Crop and animal production, hunting and related service activities",,0.497884486577176,,0.05429286762894303,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,0.4226115659203991,0.046084572678124484,11
Manufacture of other transport equipment,-0.0034198172312935988,0.0034316651936027137,0.0015754475876946891,0.00018743718478735205,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,0.00291284713679901,0.00015909939817418953,11
Manufacture of food products,,1.2188025967505156,,0.08569777927280224,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,1.034537303023083,0.07274151669870473,8
"Waste collection, treatment, and disposal activities",,0.4965130674657781,,0.06611763520235815,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,0.4214474855085239,0.05612160672029905,6
Mining of metal ores,,0.15655295577833886,,0.017209483283837708,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,0.1328844171180965,0.014607658754871097,6
Forestry and logging,,89.81265593669345,,3.3388541662147704,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,76.23428363035084,2.8340677920382453,6
Manufacture of other non-metallic mineral products,,0.19189642470457116,,0.022573626921232028,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2050.590029478073,7200,117.8113726,0.16288446562464645,0.01916082159391803,5
