names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of wood and products of wood and cork,,0.002312808880271359,,0.00024688085268517165,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.0019631456872367843,0.00020955604474908872,224
"Electricity, gas, steam and air conditioning supply",,0.09863019178248367,,0.0145669117213376,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.0837187358111501,0.01236460572511622,40
"Waste collection, treatment, and disposal activities",,0.037968519409375914,,0.002338005912002971,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.03222822939028886,0.0019845332928435564,38
Land transport and transport via pipelines,,0.025399488072984804,,0.0024503930825580575,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.021559453482663866,0.002079929151558037,29
"Crop and animal production, hunting and related service activities",,0.020643048636932455,,0.002086814535933084,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.017522118774577843,0.0017713184133915135,27
Manufacture of chemicals and chemical products,,0.015147387760851167,,0.0026647101265614946,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.012857322197815704,0.002261844563689851,27
Manufacture of coke and refined petroleum products,,0.048839881201099514,,0.00555692233921636,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.041455998791325104,0.00471679619427196,25
"Wholesale trade, except of motor vehicles and motorcycles",,0.10425592699455992,,0.009050617825482039,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.08849394136891664,0.007682295542223433,21
Manufacture of machinery and equipment,,0.0008681490235628323,,6.318251151647556e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.0007368974695765765,5.3630231209508516e-05,13
Unknown,,0.004690848475838751,,0.0005567413043527286,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.003981660150727037,0.0004725700856088053,8
Civil engineering,,0.005967232403047917,,0.00029826859152179023,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.0050650733213237495,0.00025317470201666274,7
Mining of coal and lignite,,0.0056694435637475084,,0.0009505995079302774,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,510,2559.2381682395935,9000,117.8113726,0.004812305839943595,0.0008068826353104363,6
