names,mu_star,mu_star_conf,score,mu_star_local_relative,mu_star_local_relative_conf
"'market for chemical factory' (kilogram, GLO, None)",0.007922018447440449,4.5823026973751033e-07,6.47825636612877,0.12228627580810655,7.073358074146983e-06
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",0.003717098271993047,1.7809113269428438e-07,6.47825636612877,0.05737806690435568,2.749059664038995e-06
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",0.0016437504762801592,0.0006988412347193025,6.47825636612877,0.025373347138196382,0.010787489645719456
"'market for transport, freight train' (ton kilometer, RoW, None)",0.005027120010460795,0.001275777049582546,6.47825636612877,0.07759989303209476,0.019693216468753546
"'market for road' (meter-year, GLO, None)",0.0029283999892293355,3.173031286903297e-06,6.47825636612877,0.045203521190367274,4.897971163187254e-05
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",0.0003428880371286083,0.00013745905727872827,6.47825636612877,0.005292906265972752,0.002121852694768702
"'market for fertilising, by broadcaster' (hectare, GLO, None)",0.001312558826787713,0.0005242470990542808,6.47825636612877,0.020260989263258544,0.00809241051026137
"'market for wood chips, dry, measured as dry mass' (kilogram, RoW, None)",0.0030507721820768113,0.0011498110495105187,6.47825636612877,0.04709248923873431,0.0177487735052019
"'market for coke' (megajoule, GLO, None)",0.00014922425130983185,7.295527371321042e-05,6.47825636612877,0.0023034631986786317,0.0011261560146747713
"'market for ammonium nitrate' (kilogram, RoW, None)",0.0014266336537012592,2.962904646415991e-07,6.47825636612877,0.022021877077300304,4.573614378565482e-06
"'market for building, hall, steel construction' (square meter, GLO, None)",0.0005030518213791524,6.860788859980889e-08,6.47825636612877,0.007765234855621537,1.0590486810389553e-06
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",0.0028282303380716915,0.0008260673640496354,6.47825636612877,0.04365727717814547,0.012751384282485114
"'market for heavy fuel oil' (kilogram, RoW, None)",0.013399986394411598,0.0033515481698443163,6.47825636612877,0.20684557135578543,0.051735343284154564
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",0.002577724709049134,0.0009738450219312626,6.47825636612877,0.03979040907560613,0.015032517499970536
"'market for palm fruit bunch' (kilogram, RoW, None)",1.1269830521488653,0.14638412098500175,6.47825636612877,17.39639477747806,2.259622230302024
"'market for aluminium, wrought alloy' (kilogram, GLO, None)",0.00894461007446785,0.0026904022613567697,6.47825636612877,0.13807125820512883,0.04152972820624079
"'market for potassium chloride' (kilogram, RoW, None)",0.030382851946920076,8.20830031271679e-08,6.47825636612877,0.468997369504783,1.2670539492128569e-06
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",0.005752682354305572,0.002447845924846965,6.47825636612877,0.08879985646111777,0.03778556738886411
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",0.011645900248821839,0.004204128968496704,6.47825636612877,0.17976905498386617,0.06489599563360561
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",0.05147983026973819,0.01930104870068378,6.47825636612877,0.794655650537355,0.29793585819786816
"'market for transport, freight train' (ton kilometer, CN, None)",0.0036662147930288658,0.0017292608860279188,6.47825636612877,0.05659261668305504,0.02669330740088136
"'market for ferronickel' (kilogram, GLO, None)",0.00046266431568695585,6.192609890647623e-07,6.47825636612877,0.007141803126316094,9.559068892403465e-06
"'market for inorganic phosphorus fertiliser, as P2O5' (kilogram, RoW, None)",0.0019280541903460514,0.0007195426293408066,6.47825636612877,0.02976193101012154,0.011107041596916388
"'market for railway track' (meter-year, GLO, None)",0.0022366039955322493,2.825673949524304e-06,6.47825636612877,0.0345247836628729,4.3617816119445264e-05
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",0.0029395804354233946,0.0006771210316558849,6.47825636612877,0.04537610537910848,0.01045221111032557
"'market for diesel' (kilogram, RoW, None)",0.0033126360563394464,0.0011425933042346563,6.47825636612877,0.05113468608095526,0.01763735856778757
"'market for electricity, high voltage' (kilowatt hour, JP, None)",0.001462405285573221,0.0006260037165393393,6.47825636612877,0.02257405701354043,0.009663151335170489
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",0.005628910952032971,0.0028783287095500865,6.47825636612877,0.086889289862986,0.04443060828218037
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",0.00034482153774701975,0.00015152764461928256,6.47825636612877,0.005322752269420849,0.0023390189590448605
"'market for land tenure, arable land, measured as carbon net primary productivity, perennial crop' (kilogram, MY, None)",1.0173651409098698,0.32869027553631674,6.47825636612877,15.70430503845311,5.073746035350761
"'market for salt tailing from potash mine' (kilogram, GLO, None)",0.0006090427331190362,1.5643480215979878e-07,6.47825636612877,0.00940133731513598,2.41476708111939e-06
