scenario,method,iteration,score,names,runtime
fu,climate change,0,9.999999905005097,Baseline,0.2644381523132324
fu,climate change,0,9.999999810010195,pr1_1,0.2694828510284424
fu,climate change,0,14.949999809265137,pr2_0,0.30884647369384766
fu,climate change,0,10.0,pr1_0,0.2989163398742676
fu,climate change,0,5.050000000745058,pr2_1,0.3228492736816406
