names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,ISIC category
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.003454043,,0.000689767,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.120337029,0.024031132,
"'market for inorganic nitrogen fertiliser, as N' (kilogram, RoW, None)",,0.003384848,,0.000874158,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.117926315,0.030455216,
"'market for application of plant protection product, by field sprayer' (hectare, GLO, None)",,0.003353985,,0.000693869,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.116851077,0.024174033,
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.003249414,0.003249414,0.004063736,0.000483904,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.113207888,0.016858973,
"'market for inorganic nitrogen fertiliser, as N' (kilogram, IN, None)",,0.003208992,,0.000693447,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.111799587,0.024159343,
"'market for electricity, high voltage' (kilowatt hour, CU, None)",,0.003063446,,0.000815866,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.106728854,0.028424326,
"'market for electricity, high voltage' (kilowatt hour, CL, None)",,0.002928901,,0.000649487,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.102041358,0.02262779,
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, BR, None)",,0.002877303,,0.000744112,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.100243713,0.025924474,
"'market for electricity, high voltage' (kilowatt hour, VE, None)",,0.002739179,,0.000593242,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.095431555,0.020668245,
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,0.002662084,,0.000612666,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.092745593,0.021344971,
"'market for irrigation' (cubic meter, RoW, None)",,0.002602468,,0.000479658,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.090668606,0.01671103,
"'market for electricity, high voltage' (kilowatt hour, CA-SK, None)",,0.002559347,,0.000622737,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.089166296,0.021695827,
"'market for electricity, high voltage' (kilowatt hour, CN-SWG, None)",,0.002548894,,0.000411616,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.088802116,0.014340501,
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,0.002439878,,0.000618466,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.085004059,0.021547025,
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.002408853,,0.000660979,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.083923152,0.023028143,
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.002356422,,0.000424532,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.082096497,0.014790474,
"'market group for electricity, medium voltage' (kilowatt hour, BR, None)",,0.002306825,,0.000455656,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.080368574,0.015874831,
"'market for natural gas, high pressure' (cubic meter, TR, None)",,0.002245855,,0.000331891,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.078244415,0.011562892,
"'market for electricity, high voltage' (kilowatt hour, AR, None)",,0.002159906,,0.000449926,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.075249974,0.015675194,
"'market for natural gas, high pressure' (cubic meter, IT, None)",,0.002109554,,0.000274942,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.07349575,0.009578839,
"'market for electricity, high voltage' (kilowatt hour, IN-Southern grid, None)",,0.001937752,,0.000544048,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.067510261,0.018954342,
"'market for combine harvesting' (hectare, GLO, None)",,0.00193075,,0.000307064,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.067266315,0.010697965,
"'market for natural gas, high pressure' (cubic meter, CA, None)",-0.001877049,0.001877049,0.001264232,0.000144079,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.065395411,0.005019651,
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,0.001830457,,0.000251231,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.063772154,0.008752759,
"'market for irrigation' (cubic meter, US, None)",,0.001769644,,0.000379349,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.06165348,0.013216317,
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.001763471,,0.000405681,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.061438404,0.014133721,
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.001615123,,0.000354658,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.05627004,0.012356098,
"'market for tillage, harrowing, by rotary harrow' (hectare, GLO, None)",,0.001612406,,0.000360875,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.056175379,0.012572693,
"'market for electricity, high voltage' (kilowatt hour, IN-North-eastern grid, None)",,0.001487872,,0.000374851,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.051836664,0.013059609,
"'market for electricity, high voltage' (kilowatt hour, MA, None)",,0.001474449,,0.000348569,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.051369025,0.012143976,
"'market for land tenure, arable land, measured as carbon net primary productivity, annual crop' (kilogram, BR-MT, None)",,0.001470865,,0.000347079,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.051244163,0.012092033,
"'market group for electricity, low voltage' (kilowatt hour, US, None)",,0.00146047,,0.000348786,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.050882004,0.012151534,
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.001424923,,0.00010602,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.049643558,0.003693684,
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,0.001417477,,0.000440063,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.049384142,0.015331575,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, IAI Area, Asia, without China and GCC, None)",0.00137533,0.00137533,0.002393225,0.000262781,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.047915769,0.009155142,
"'market for inorganic phosphorus fertiliser, as P2O5' (kilogram, RoW, None)",,0.001361514,,0.000234108,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.047434448,0.008156195,
"'market for electricity, high voltage' (kilowatt hour, EG, None)",,0.001279096,,0.000228929,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.04456302,0.007975756,
"'market for natural gas, high pressure' (cubic meter, MX, None)",,0.001249168,,0.000133779,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.04352036,0.004660787,
"'market for heat, central or small-scale, other than natural gas' (megajoule, RoW, None)",,0.001186056,,0.000154292,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.041321572,0.005375469,
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.001166017,,0.000234546,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.040623431,0.008171456,
"'market for electricity, high voltage' (kilowatt hour, BR-South-eastern/Mid-western grid, None)",,0.001120889,,0.000314615,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.039051184,0.01096101,
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.001007697,,0.000103764,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.035107645,0.003615089,
"'market for fertilising, by broadcaster' (hectare, GLO, None)",,0.001006093,,0.000208661,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.035051741,0.007269656,
"'market for electricity, high voltage' (kilowatt hour, BR-Southern grid, None)",,0.000981859,,0.000209131,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.034207441,0.007285998,
"'market for land tenure, arable land, measured as carbon net primary productivity, annual crop' (kilogram, BR-GO, None)",,0.000912554,,0.000210152,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.031792889,0.0073216,
"'market for inorganic nitrogen fertiliser, as N' (kilogram, CN, None)",,0.000909124,,0.000230183,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.031673385,0.008019455,
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,0.000902666,,0.00011865,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.03144842,0.004133702,
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.00090036,,0.000127464,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.031368061,0.004440796,
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,0.000900179,,0.000202854,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.031361756,0.007067335,
"'market for drying of bread grain, seed and legumes' (litre, GLO, None)",-0.000879653,0.000879653,0.000682422,8.01E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.030646652,0.002790106,
"'market for tillage, cultivating, chiselling' (hectare, GLO, None)",,0.000875939,,0.000115089,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.030517256,0.00400963,
"'market group for electricity, low voltage' (kilowatt hour, RNA, None)",0.000809582,0.000810478,0.000624044,6.71E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.028236618,0.002338287,
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,0.000716953,,0.000211421,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.024978273,0.007365808,
"'market for tillage, ploughing' (hectare, GLO, None)",,0.000702413,,9.47E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.024471685,0.003299825,
"'market for electricity, high voltage' (kilowatt hour, DZ, None)",,0.000698236,,0.00010949,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.024326187,0.003814581,
"'market for heat, district or industrial, natural gas' (megajoule, CA-QC, None)",,0.000697964,,4.42E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.024316681,0.001539518,
"'market for electricity, high voltage' (kilowatt hour, LY, None)",,0.000681097,,0.000193543,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.02372907,0.006742928,
"'market for electricity, high voltage' (kilowatt hour, BR-North-eastern grid, None)",,0.000646636,,0.000135528,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.02252847,0.004721716,
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.000635899,0.000635899,0.001207773,0.0001369,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.022154386,0.004769509,
"'market group for electricity, high voltage' (kilowatt hour, RNA, None)",-0.000634361,0.000634361,0.000340074,3.19E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.022100795,0.001109904,
"'market for sowing' (hectare, GLO, None)",,0.000532084,,8.65E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.018537532,0.003014928,
"'market for natural gas, high pressure' (cubic meter, QA, None)",-0.000437315,0.000437315,0.000232713,2.57E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.015235834,0.000894278,
"'market for inorganic nitrogen fertiliser, as N' (kilogram, US, None)",,0.000403834,,0.00010379,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.014069358,0.003616006,
"'market for transport, freight train' (ton kilometer, IN, None)",0.000342771,0.000351201,0.000446195,5.10E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.012235665,0.001776991,
"'market group for electricity, high voltage' (kilowatt hour, IN, None)",,0.000298168,,5.27E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.010388001,0.001836025,
"'market group for electricity, low voltage' (kilowatt hour, CN-SGCC, None)",,0.000259924,,3.87E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.00905563,0.001348989,
"'market group for electricity, high voltage' (kilowatt hour, CN, None)",-0.000224696,0.000258416,0.00033624,3.73E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.009003069,0.001299109,
"'market for inorganic potassium fertiliser, as K2O' (kilogram, RoW, None)",,0.000257037,,6.56E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.008955048,0.00228697,
"'market for natural gas, high pressure' (cubic meter, RU, None)",-0.000240253,0.000240253,0.000239205,2.54E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.008370285,0.000883748,
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",6.07E-05,0.000233823,0.000343598,2.89E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.008146284,0.001007609,
"'market for natural gas, high pressure' (cubic meter, MY, None)",0.000229667,0.000229667,0.00027867,3.14E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.008001481,0.001094047,
"'market for natural gas, high pressure' (cubic meter, CN, None)",-0.000184311,0.000184311,0.000112708,1.24E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.006421309,0.000432933,
"'market for natural gas, high pressure' (cubic meter, IR, None)",-0.000182597,0.000182597,0.000130273,1.38E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.0063616,0.000480828,
"'market for natural gas, high pressure' (cubic meter, AE, None)",-0.000171914,0.000171914,8.94E-05,1.02E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.005989403,0.000355169,
"'market for electricity, low voltage' (kilowatt hour, US-SERC, None)",,0.000135566,,5.16E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.004723065,0.001797025,
"'market group for electricity, high voltage' (kilowatt hour, US, None)",,0.000133449,,1.88E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.004649275,0.000655509,
"'market for natural gas, high pressure' (cubic meter, ID, None)",0.000129978,0.000129978,0.000164634,1.82E-05,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.00452835,0.000634899,
"'market for natural gas, high pressure' (cubic meter, VE, None)",9.80E-05,9.80E-05,5.08E-05,5.78E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.003412683,0.000201449,
"'market for natural gas, high pressure' (cubic meter, SA, None)",9.62E-05,9.62E-05,7.72E-05,8.00E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.003350031,0.000278662,
"'market for potato starch' (kilogram, GLO, None)",-7.09E-05,7.95E-05,6.35E-05,5.71E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.002769083,0.000199076,
"'market for natural gas, high pressure' (cubic meter, KZ, None)",1.37E-05,1.37E-05,7.24E-06,8.80E-07,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.000476931,3.07E-05,
"'market for electricity, low voltage' (kilowatt hour, CN-ECGC, None)",,9.82E-06,,2.44E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.000341998,8.52E-05,
"'market for electricity, low voltage' (kilowatt hour, CN-NCGC, None)",,7.87E-06,,1.74E-06,300,_market_for_ascorbic_acid___kilogram__GLO__None_,304,16009.74791,62700,2.870307461,0.000274018,6.06E-05,
