names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
"Electricity, gas, steam and air conditioning supply",,9.970629319561834,,2.0707892572649387,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,354.0348627567291,1200,117.8113726,8.463214628196118,1.7577159246720624,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Land transport and transport via pipelines,,68.67483573710341,,15.436649456681236,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,354.0348627567291,1200,117.8113726,58.29219558477787,13.102851716270758,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
"Wholesale trade, except of motor vehicles and motorcycles",,5.778722904249411,,1.2807668827591054,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,354.0348627567291,1200,117.8113726,4.905063727480424,1.0871334867709586,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
Forestry and logging,,92.31622646479666,,8.304780988503731,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,354.0348627567291,1200,117.8113726,78.35935056816125,7.049218428767998,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,12
