names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Land transport and transport via pipelines,,54.37781484706851,,6.6109049877995885,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,46.15667710764666,5.611431937258991,76
"Electricity, gas, steam and air conditioning supply",,8.912850818598026,,1.1177741851249656,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,7.565356910711373,0.9487829234619797,20
"Wholesale trade, except of motor vehicles and motorcycles",,6.359377831765757,,0.8634309854385848,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,5.397932042908528,0.7328927304583367,15
Manufacture of food products,,1.2650983370128637,,0.11373276375673734,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,1.073833798124226,0.09653801771997804,11
Manufacture of basic metals,,1.6830722496864892,,0.19417683916696143,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,1.4286161111125948,0.16482011446063183,11
Manufacture of rubber and plastic products,,0.05815638199673257,,0.008376912204185434,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.04936397965091918,0.007110444449728306,8
"Crop and animal production, hunting and related service activities",,0.505913443449511,,0.07431119446533618,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.429426660843022,0.06307641853697932,6
Construction of buildings,,0.0048706966013256905,,0.0005709224369497153,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.004134317845411208,0.0004846072364237231,6
Mining of coal and lignite,,0.12331450627313552,,0.014991031149044029,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.10467113959517312,0.012724604440305137,6
Manufacture of coke and refined petroleum products,,2.309381477109924,,0.35017904676303435,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,1.9602364577746412,0.2972370485419795,5
Manufacture of chemicals and chemical products,,0.9938354030276139,,0.10975084775313015,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.8435818895022482,0.09315810972321202,4
"Waste collection, treatment, and disposal activities",,0.44099422830508733,,0.07832776926969164,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.37432229043148196,0.06648574542598244,4
Manufacture of other transport equipment,-0.0034062348158313627,0.0034145158328980035,0.0016618760240843357,0.00022359628045852875,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.0028982905109604024,0.00018979176247924367,2
Civil engineering,,1.610239959947092,,0.1856648040626206,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,1.3667950083344433,0.15759497573549244,2
Sewerage,0.003678914740489072,0.003678914740489072,0.0010632938611092118,0.00015450950758105756,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.003122716134527977,0.0001311499086812758,2
Manufacture of machinery and equipment,,0.019762431274366197,,0.0018494648195556658,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.016774637998204764,0.0015698525352345024,2
Other mining and quarrying,,0.1616604597793905,,0.02010101046937185,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.13721974051543348,0.017062028924507963,2
Unknown,,0.020418881760508694,,0.005491521711981651,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.0173318426819761,0.004661283194303137,1
Manufacture of other non-metallic mineral products,,0.19908949594334868,,0.0271206257395804,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1395.6088325977325,4800,117.8113726,0.1689900487105849,0.023020380071168443,1
