names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market for electricity, medium voltage' (kilowatt hour, US-RFC, None)",-0.074703958,0.074850459,0.125027703,0.015907422,200,195,7889.489012,25400,117.8113726,0.063534154,0.01350245
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.023339964,,0.003166415,200,195,7889.489012,25400,117.8113726,0.0198113,0.002687699
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",,0.092511548,,0.020256435,200,195,7889.489012,25400,117.8113726,0.078525142,0.017193955
"'market for electricity, high voltage' (kilowatt hour, US-RFC, None)",,0.028791817,,0.0126569,200,195,7889.489012,25400,117.8113726,0.024438911,0.01074336
"'market for electricity, high voltage' (kilowatt hour, SA, None)",,0.092585036,,0.01270044,200,195,7889.489012,25400,117.8113726,0.07858752,0.010780317
"'market for electricity, high voltage' (kilowatt hour, IR, None)",,0.067455736,,0.013802141,200,195,7889.489012,25400,117.8113726,0.057257406,0.011715457
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,52.86006658,,6.52822683,200,195,7889.489012,25400,117.8113726,44.86839039,5.541253519
"'market for waste wood, untreated' (kilogram, CH, None)",,0.050665182,,0.003850129,200,195,7889.489012,25400,117.8113726,0.043005341,0.003268045
"'market for railway track' (meter-year, GLO, None)",0.066567947,0.066571536,0.032692713,0.004529952,200,195,7889.489012,25400,117.8113726,0.056506884,0.003845089
"'market for electricity, medium voltage' (kilowatt hour, JP, None)",-0.060967885,0.060967885,0.08789689,0.012062184,200,195,7889.489012,25400,117.8113726,0.051750424,0.010238556
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",6.909808107,7.495055484,6.793686263,0.804571769,200,195,7889.489012,25400,117.8113726,6.361911688,0.682932174
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",-0.124468164,0.124468164,0.146358077,0.018482213,200,195,7889.489012,25400,117.8113726,0.105650381,0.01568797
"'market for natural gas, high pressure' (cubic meter, DE, None)",,0.261345429,,0.054449481,200,195,7889.489012,25400,117.8113726,0.221833787,0.046217509
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.042079721,,0.013061485,200,195,7889.489012,25400,117.8113726,0.035717877,0.011086778
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,27.62187566,,6.417622443,200,195,7889.489012,25400,117.8113726,23.44584826,5.447370913
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,0.121159456,,0.020018687,200,195,7889.489012,25400,117.8113726,0.102841902,0.016992152
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,0.017118443,,0.005584202,200,195,7889.489012,25400,117.8113726,0.014530382,0.004739952
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,0.006431018,,0.001328661,200,195,7889.489012,25400,117.8113726,0.005458741,0.001127787
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.014228667,,0.002170835,200,195,7889.489012,25400,117.8113726,0.012077498,0.001842636
"'market for petrol, unleaded' (kilogram, IN, None)",-0.00054273,0.000728201,0.001151924,0.000124914,200,195,7889.489012,25400,117.8113726,0.000618107,0.000106029
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.129519826,,0.022537529,200,195,7889.489012,25400,117.8113726,0.109938305,0.019130181
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",,0.035500453,,0.011102568,200,195,7889.489012,25400,117.8113726,0.030133299,0.00942402
