names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market group for heat, district or industrial, natural gas' (megajoule, RER, None)",-0.076473855,0.076672406,0.060657163,0.008439125,200,195,7889.489012,25400,117.8113726,0.065080649,0.007163251
"'market for diesel' (kilogram, BR, None)",-0.320917186,0.320917186,0.413212367,0.058910707,200,195,7889.489012,25400,117.8113726,0.272399157,0.050004262
"'market group for diesel, low-sulfur' (kilogram, RER, None)",-0.3862695,2.46582161,3.928728978,0.456019452,200,195,7889.489012,25400,117.8113726,2.093025109,0.387075918
"'market for waste mineral oil' (kilogram, Europe without Switzerland, None)",,0.317161879,,0.026238668,200,195,7889.489012,25400,117.8113726,0.269211598,0.022271762
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,0.038894493,,0.004853043,200,195,7889.489012,25400,117.8113726,0.03301421,0.004119333
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",,0.356543699,,0.054176812,200,195,7889.489012,25400,117.8113726,0.302639458,0.045986063
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.588859015,,0.133157294,200,195,7889.489012,25400,117.8113726,0.499832064,0.113025841
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.012603434,,0.004009588,200,195,7889.489012,25400,117.8113726,0.010697978,0.003403396
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,17.54406807,,4.257039683,200,195,7889.489012,25400,117.8113726,14.89165917,3.613436962
"'market for electricity, high voltage' (kilowatt hour, GB, None)",,0.106357588,,0.021286184,200,195,7889.489012,25400,117.8113726,0.090277862,0.018068021
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.122617062,0.122617062,0.125555933,0.017644052,200,195,7889.489012,25400,117.8113726,0.104079139,0.014976527
"'market for electricity, high voltage' (kilowatt hour, KR, None)",,0.044392615,,0.009605087,200,195,7889.489012,25400,117.8113726,0.037681095,0.008152937
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.376941663,,0.047626421,200,195,7889.489012,25400,117.8113726,0.319953545,0.040425997
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.498438872,0.498438872,0.225661783,0.030692701,200,195,7889.489012,25400,117.8113726,0.423082136,0.026052409
"'market for heat, central or small-scale, other than natural gas' (megajoule, CH, None)",,0.04299204,,0.011443045,200,195,7889.489012,25400,117.8113726,0.036492266,0.009713022
"'market for petrol, unleaded' (kilogram, BR, None)",-0.013798551,0.013798551,0.014583228,0.001946018,200,195,7889.489012,25400,117.8113726,0.01171241,0.001651809
"'market group for transport, freight train' (ton kilometer, GLO, None)",,0.104451885,,0.01558565,200,195,7889.489012,25400,117.8113726,0.088660274,0.013229326
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",,0.045998076,,0.004713426,200,195,7889.489012,25400,117.8113726,0.039043834,0.004000824
"'market for heavy fuel oil' (kilogram, RoW, None)",,0.43242123,,0.033774639,200,195,7889.489012,25400,117.8113726,0.367045405,0.028668403
"'market for petroleum' (kilogram, RoW, None)",,0.770632011,,0.091488317,200,195,7889.489012,25400,117.8113726,0.654123616,0.077656609
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",,0.039786848,,0.011814468,200,195,7889.489012,25400,117.8113726,0.033771653,0.010028292
"'market for natural gas, high pressure' (cubic meter, RU, None)",-0.001843676,0.001844175,0.001839479,0.000282657,200,195,7889.489012,25400,117.8113726,0.001565362,0.000239924
"'market for electricity, medium voltage' (kilowatt hour, US-MRO, None)",-0.061008997,0.061008997,0.106302854,0.013924704,200,195,7889.489012,25400,117.8113726,0.051785321,0.011819491
"'market for transport, freight train' (ton kilometer, CN, None)",,0.128015645,,0.016493103,200,195,7889.489012,25400,117.8113726,0.108661534,0.013999585
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.074232192,,0.007698624,200,195,7889.489012,25400,117.8113726,0.06300936,0.006534704
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.025407008,,0.00674886,200,195,7889.489012,25400,117.8113726,0.021565836,0.00572853
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",,0.127773662,,0.01925202,200,195,7889.489012,25400,117.8113726,0.108456136,0.016341394
"'market for petrol, two-stroke blend' (kilogram, GLO, None)",,1.635841507,,0.165522992,200,195,7889.489012,25400,117.8113726,1.388525973,0.140498313
"'market for diesel' (kilogram, RoW, None)",,0.228171823,,0.022054326,200,195,7889.489012,25400,117.8113726,0.193675549,0.018720032
"'market for petrol, unleaded' (kilogram, RER, None)",0.149881313,0.192095255,0.25281929,0.028816678,200,195,7889.489012,25400,117.8113726,0.163053236,0.024460014
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,0.080297758,,0.01572648,200,195,7889.489012,25400,117.8113726,0.068157901,0.013348864
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.144073739,,0.024452506,200,195,7889.489012,25400,117.8113726,0.122291877,0.020755641
"'market for basic oxygen furnace slag' (kilogram, RoW, None)",0.076173694,0.076173694,0.02610983,0.00368933,200,195,7889.489012,25400,117.8113726,0.064657335,0.003131557
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,0.020229412,,0.006042425,200,195,7889.489012,25400,117.8113726,0.017171018,0.005128898
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,0.050007264,,0.007516519,200,195,7889.489012,25400,117.8113726,0.04244689,0.00638013
"'market for waste mineral oil' (kilogram, RoW, None)",,0.071418598,,0.007210249,200,195,7889.489012,25400,117.8113726,0.06062114,0.006120163
"'market for electricity, high voltage' (kilowatt hour, ID, None)",,0.074608573,,0.014811148,200,195,7889.489012,25400,117.8113726,0.063328838,0.012571917
"'market for petroleum' (kilogram, RNA, None)",,0.236946721,,0.028072938,200,195,7889.489012,25400,117.8113726,0.20112381,0.023828717
"'market for diesel, low-sulfur' (kilogram, RoW, None)",,0.208201866,,0.022405955,200,195,7889.489012,25400,117.8113726,0.17672476,0.019018499
"'market for petroleum' (kilogram, Europe without Switzerland, None)",,4.54284011,,0.657776812,200,195,7889.489012,25400,117.8113726,3.856028505,0.558330489
"'market for pitch' (kilogram, RoW, None)",0.194428883,0.194567084,0.111677462,0.014604659,200,195,7889.489012,25400,117.8113726,0.16515136,0.012396646
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",-0.066456923,0.066456923,0.068785406,0.009280042,200,195,7889.489012,25400,117.8113726,0.056409599,0.007877034
"'market group for diesel' (kilogram, GLO, None)",,1.096846404,,0.130442911,200,195,7889.489012,25400,117.8113726,0.931019119,0.110721833
"'market for biogas' (cubic meter, CH, None)",,0.228536148,,0.078863283,200,195,7889.489012,25400,117.8113726,0.193984794,0.066940297
"'market for road' (meter-year, GLO, None)",-2.064440814,2.064440814,1.071812265,0.134589671,200,195,7889.489012,25400,117.8113726,1.752327274,0.114241663
"'market for natural gas, high pressure' (cubic meter, US, None)",,0.019572941,,0.002806984,200,195,7889.489012,25400,117.8113726,0.016613796,0.002382609
"'market for electricity, high voltage' (kilowatt hour, PL, None)",,0.106758291,,0.025356128,200,195,7889.489012,25400,117.8113726,0.090617984,0.021522649
"'market for petroleum' (kilogram, CH, None)",,2.784232055,,0.64845999,200,195,7889.489012,25400,117.8113726,2.363296508,0.550422235
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",,0.048498064,,0.009677743,200,195,7889.489012,25400,117.8113726,0.04116586,0.008214609
"'market for transport, freight train' (ton kilometer, RoW, None)",,0.141864681,,0.011940757,200,195,7889.489012,25400,117.8113726,0.120416797,0.010135487
"'market for petrol, unleaded' (kilogram, ZA, None)",,0.038943115,,0.006114581,200,195,7889.489012,25400,117.8113726,0.03305548,0.005190145
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",0.056265267,0.104522416,0.137393776,0.015592376,200,195,7889.489012,25400,117.8113726,0.088720141,0.013235035
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,1.046528233,,0.159580433,200,195,7889.489012,25400,117.8113726,0.888308327,0.135454184
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.01463252,,0.002676997,200,195,7889.489012,25400,117.8113726,0.012420295,0.002272274
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.010646034,,0.002027299,200,195,7889.489012,25400,117.8113726,0.009036508,0.001720801
"'market for road maintenance' (meter-year, RER, None)",0.986753974,1.083859972,0.915958197,0.105173906,200,195,7889.489012,25400,117.8113726,0.919996048,0.089273135
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,0.07187719,,0.010085702,200,195,7889.489012,25400,117.8113726,0.0610104,0.00856089
"'market group for electricity, high voltage' (kilowatt hour, ENTSO-E, None)",,0.269033681,,0.087575848,200,195,7889.489012,25400,117.8113726,0.228359687,0.074335649
"'market for diesel' (kilogram, IN, None)",-0.010011388,0.014759432,0.033422241,0.004403437,200,195,7889.489012,25400,117.8113726,0.01252802,0.003737701
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, CH, None)",-104.0483561,104.0483561,36.78858198,5.097806196,200,195,7889.489012,25400,117.8113726,88.3177522,4.32709176
"'market for electricity, high voltage' (kilowatt hour, AU, None)",,0.183990422,,0.036502624,200,195,7889.489012,25400,117.8113726,0.156173736,0.030983956
"'market for petrol, unleaded' (kilogram, RoW, None)",,0.332850501,,0.062131412,200,195,7889.489012,25400,117.8113726,0.282528328,0.052738043
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",,0.015887651,,0.002339975,200,195,7889.489012,25400,117.8113726,0.013485669,0.001986204
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",,0.396334046,,0.047265379,200,195,7889.489012,25400,117.8113726,0.336414081,0.040119538
"'market for waste mineral oil' (kilogram, CH, None)",,0.052222439,,0.0038176,200,195,7889.489012,25400,117.8113726,0.044327163,0.003240435
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.39572141,0.39572141,0.255980594,0.031006094,200,195,7889.489012,25400,117.8113726,0.335894067,0.026318422
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.309370996,,0.048695823,200,195,7889.489012,25400,117.8113726,0.262598584,0.04133372
"'market for chemical factory, organics' (unit, GLO, None)",-0.010747949,0.011080858,0.008899837,0.001294988,200,195,7889.489012,25400,117.8113726,0.009405593,0.001099205
"'market for electricity, high voltage' (kilowatt hour, IQ, None)",,0.06939931,,0.02018137,200,195,7889.489012,25400,117.8113726,0.05890714,0.017130239
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",-1.142312818,1.254960958,1.037924808,0.119877288,200,195,7889.489012,25400,117.8113726,1.065229044,0.101753579
"'market group for transport, freight, lorry, unspecified' (ton kilometer, GLO, None)",,0.486718823,,0.062733788,200,195,7889.489012,25400,117.8113726,0.413133989,0.053249348
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.422533511,,0.093011264,200,195,7889.489012,25400,117.8113726,0.358652566,0.078949308
"'transport, freight, lorry, all sizes, EURO6 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,31.75663288,,6.872675915,200,195,7889.489012,25400,117.8113726,26.9554901,5.833626893
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.106821998,0.106821998,0.058626177,0.008498545,200,195,7889.489012,25400,117.8113726,0.09067206,0.007213688
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.021172204,0.021172204,0.023311484,0.003488188,200,195,7889.489012,25400,117.8113726,0.017971273,0.002960825
"'market group for transport, freight, light commercial vehicle' (ton kilometer, GLO, None)",,0.027129857,,0.001438962,200,195,7889.489012,25400,117.8113726,0.023028216,0.001221412
"'market for electricity, high voltage' (kilowatt hour, DE, None)",,0.119288847,,0.025580507,200,195,7889.489012,25400,117.8113726,0.101254102,0.021713105
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-0.245601391,0.245601391,0.245219249,0.033862446,200,195,7889.489012,25400,117.8113726,0.208470019,0.028742935
"'market for electricity, high voltage' (kilowatt hour, CH, None)",,6.858304378,,1.08920109,200,195,7889.489012,25400,117.8113726,5.821428124,0.924529666
"'market for diesel, low-sulfur' (kilogram, CH, None)",0.875607092,2.191500628,3.573932823,0.453014437,200,195,7889.489012,25400,117.8113726,1.860177485,0.384525218
"'market group for diesel' (kilogram, RER, None)",0.060429041,0.15496079,0.224218735,0.022656552,200,195,7889.489012,25400,117.8113726,0.131532964,0.01923121
"'market for transport, freight train' (ton kilometer, CH, None)",0.612800195,0.612800195,0.035001343,0.004741142,200,195,7889.489012,25400,117.8113726,0.520153685,0.00402435
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",0.002807525,0.003640393,0.004208583,0.000502905,200,195,7889.489012,25400,117.8113726,0.003090018,0.000426873
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,9.689838271,,2.628321294,200,195,7889.489012,25400,117.8113726,8.224875118,2.230957195
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, Europe without Switzerland, None)",,2.83323744,,0.438819374,200,195,7889.489012,25400,117.8113726,2.404892989,0.372476242
"'market for electricity, high voltage' (kilowatt hour, US-TRE, None)",,0.033201619,,0.008960023,200,195,7889.489012,25400,117.8113726,0.028182015,0.007605397
"'market for electricity, high voltage' (kilowatt hour, JP, None)",,0.036001442,,0.009196956,200,195,7889.489012,25400,117.8113726,0.030558546,0.007806509
"'market for pipeline, petroleum' (kilometer, GLO, None)",-0.002018866,0.003167641,0.003928313,0.000412152,200,195,7889.489012,25400,117.8113726,0.00268874,0.00034984
"'market for electricity, high voltage' (kilowatt hour, CN-CSG, None)",,0.082185153,,0.015796264,200,195,7889.489012,25400,117.8113726,0.069759948,0.013408098
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,0.019087632,,0.004506477,200,195,7889.489012,25400,117.8113726,0.016201858,0.003825163
"'market group for electricity, high voltage' (kilowatt hour, CN, None)",-0.003397059,0.005458042,0.007004797,0.000826648,200,195,7889.489012,25400,117.8113726,0.004632865,0.000701671
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-0.071389548,0.071389548,0.098213063,0.013427293,200,195,7889.489012,25400,117.8113726,0.060596482,0.011397281
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.150232431,0.150232431,0.226977774,0.029556562,200,195,7889.489012,25400,117.8113726,0.127519464,0.025088038
"'market for kerosene' (kilogram, RoW, None)",,0.017869806,,0.002103289,200,195,7889.489012,25400,117.8113726,0.01516815,0.001785303
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",,0.155470338,,0.01652767,200,195,7889.489012,25400,117.8113726,0.131965476,0.014028926
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",,0.749773627,,0.136400162,200,195,7889.489012,25400,117.8113726,0.636418718,0.115778434
"'market for heat, district or industrial, natural gas' (megajoule, Europe without Switzerland, None)",,0.036675664,,0.007434444,200,195,7889.489012,25400,117.8113726,0.031130835,0.006310464
"'market for electricity, high voltage' (kilowatt hour, UA, None)",,0.100672683,,0.022742638,200,195,7889.489012,25400,117.8113726,0.085452432,0.01930428
"'market for heavy fuel oil, burned in refinery furnace' (megajoule, GLO, None)",-0.000626694,0.007855873,0.012360748,0.001379375,200,195,7889.489012,25400,117.8113726,0.006668179,0.001170833
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.391347442,,0.123591878,200,195,7889.489012,25400,117.8113726,0.332181379,0.104906577
"'market group for electricity, high voltage' (kilowatt hour, UCTE, None)",,0.009282871,,0.00435068,200,195,7889.489012,25400,117.8113726,0.007879435,0.00369292
"'market for electricity, high voltage' (kilowatt hour, KZ, None)",,0.101611015,,0.018329933,200,195,7889.489012,25400,117.8113726,0.086248902,0.015558712
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",,0.162012857,,0.074537117,200,195,7889.489012,25400,117.8113726,0.13751886,0.063268185
"'market for coke' (megajoule, GLO, None)",,0.148196491,,0.015052938,200,195,7889.489012,25400,117.8113726,0.125791329,0.012777152
