names,mu_star,mu_star_conf,score,mu_star_local_relative,mu_star_local_relative_conf
"'market for waste graphical paper' (kilogram, RoW, None)",0.0018202647119792692,0.0005564741934416928,1.0646383108373958,0.1709749398880388,0.05226884922110268
"'market for chemical factory' (kilogram, GLO, None)",0.000995680048847425,5.32094222127425e-09,1.0646383108373958,0.09352284608885326,4.997887232790862e-07
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",0.0002445373043236665,2.1942123099611407e-08,1.0646383108373958,0.0229690498486124,2.0609931914203556e-06
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",0.00016095487367544513,6.657183020382375e-05,1.0646383108373958,0.015118268057519497,0.006252999683193947
"'market for transport, freight train' (ton kilometer, RoW, None)",0.0016438009784580654,0.00024355340050323472,1.0646383108373958,0.15439994613430047,0.02287663312732629
"'market for sodium hydroxide, without water, in 50% solution state' (kilogram, GLO, None)",0.001441135478575073,0.0007553808314767805,1.0646383108373958,0.135363856805185,0.07095187386997491
"'market for road' (meter-year, GLO, None)",0.0008311501280615308,8.785496379527565e-07,1.0646383108373958,0.07806877881444883,8.25209490405929e-05
"'market for electricity, high voltage' (kilowatt hour, RO, None)",0.0016476551921366762,0.0006338291272708275,1.0646383108373958,0.1547619670797593,0.0595346908728361
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",8.341758520079561e-05,3.067659176835605e-05,1.0646383108373958,0.00783529808683882,0.002881409719722301
"'market for wood chips, dry, measured as dry mass' (kilogram, RoW, None)",0.00016097205151003325,8.83455511136558e-05,1.0646383108373958,0.01511988154769858,0.008298175090483757
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",1.810198141146692e-05,1.1396970457408399e-05,1.0646383108373958,0.0017002940085096817,0.001070501628712202
"'market for electricity, high voltage' (kilowatt hour, BG, None)",0.0011205157499822652,0.0004458267663855807,1.0646383108373958,0.1052484903629777,0.041875889853608
"'market for coke' (megajoule, GLO, None)",0.00014329071567696915,4.5818566787223106e-05,1.0646383108373958,0.01345909819497884,0.004303674432980372
"'market for building, hall, steel construction' (square meter, GLO, None)",0.0004311382824955468,2.361252227157325e-08,1.0646383108373958,0.04049622093313861,2.217891468981679e-06
