names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Mining of metal ores,,0.018350572989577537,,0.00197885412962922,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.015576232230043245,0.0016796800563116604,72
Manufacture of basic metals,,0.20034658803657382,,0.016286260576923842,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.1700570866929818,0.013824013944918459,19
"Electricity, gas, steam and air conditioning supply",,0.21444741509814544,,0.01645633924953786,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.18202607300591409,0.01396837918645713,13
Manufacture of electrical equipment,-0.0001837728826911459,0.0001844502030972503,0.0001132780121174324,1.2124574572862338e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.0001565640048380612,1.029151456712791e-05,7
Manufacture of other non-metallic mineral products,,0.02772275875020373,,0.002524089789047184,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.023531479294727892,0.0021424839837976594,7
Manufacture of chemicals and chemical products,,0.111048149740089,,0.009327194161218055,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.09425927844600038,0.007917057543235902,6
"Wholesale trade, except of motor vehicles and motorcycles",,0.7514811613155993,,0.07036139688455595,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.6378680977320176,0.05972377312286399,5
Manufacture of coke and refined petroleum products,,0.33123380385153783,,0.04402897175812003,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.28115605186619974,0.03737242915215813,4
Other mining and quarrying,,0.024056908783703312,,0.0021411142286266263,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.02041985272965346,0.0018174087792833561,4
Land transport and transport via pipelines,,7.565507648788129,,0.6422191336747434,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,6.421712506885885,0.5451249056024863,2
Civil engineering,,0.2955372844497699,,0.02434731096582708,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.25085632900076227,0.020666350309398805,2
Manufacture of rubber and plastic products,,0.008032094237606055,,0.0010289169786503105,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.006817757963721454,0.0008733596391782558,2
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.02948313656064735,,0.0024264135957979514,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.02502571348587051,0.0020595750157637598,1
"Waste collection, treatment, and disposal activities",,0.009868594630996711,,0.0006786103500964627,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.008376606106189032,0.0005760142973637358,1
Mining of coal and lignite,,0.013637940160553355,,0.0012140928702488278,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.011576081204704812,0.001030539618930497,1
Construction of buildings,,0.00039222315333620265,,2.7991775548315818e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.00033292469536697566,2.3759824650677074e-05,1
Specialized construction activities,4.947930058711959e-05,0.00016365884892754676,0.00024885409095813465,2.2022500657611076e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.0001389160021785085,1.8693017636237162e-05,1
Manufacture of machinery and equipment,0.0013598968692891654,0.0013777646875330976,0.0007883141956468114,8.515719338483728e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,149,1183.5638136863708,5700,117.8113726,0.001169466628838087,7.228265956459731e-05,1
