names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Crop and animal production, hunting and related service activities",,0.47914419864731084,,0.04443068811560669,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.40670453800256534,0.03771341181675247,380
"Electricity, gas, steam and air conditioning supply",,8.888523889916774,,0.848865793830016,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,7.544707861180436,0.720529584789861,90
Manufacture of basic metals,,1.5784373001361016,,0.14393441406448176,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,1.3398004499067364,0.12217361608473591,88
Land transport and transport via pipelines,,52.85290134151283,,5.915410010723648,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,44.86230843007158,5.02108572387828,50
Manufacture of wood and products of wood and cork,,0.011343792651029843,,0.0019164221926818222,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.009628775559338354,0.0016266869236712571,43
"Waste collection, treatment, and disposal activities",,5.198757882433522,,0.6887146691204211,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,4.412781014006725,0.5845909897500177,42
Manufacture of chemicals and chemical products,,0.918272029533656,,0.09325839106860725,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.7794426032632914,0.07915907353464384,40
Manufacture of rubber and plastic products,,0.03996050472473548,,0.004409565043524888,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.03391905538730264,0.003742902697939442,34
Manufacture of electrical equipment,,0.0011611986400604127,,0.00013117446983879917,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0009856422299763723,0.0001113427905505951,32
Civil engineering,,1.609185564916226,,0.13904568338573778,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,1.3659000225553999,0.11802399065312119,16
Mining of metal ores,,0.17013618226774205,,0.021377617778476847,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.14441405656599748,0.018145631704894378,14
Sewerage,,0.004533670626372686,,0.0003233572997833104,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0038482453147928833,0.0002744703610925508,12
Manufacture of food products,,1.0928285968488793,,0.08909606604000454,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.9276087467033547,0.07562603174356408,9
Forestry and logging,,89.01731967024034,,3.2566084693972184,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,75.55919068397336,2.7642564529438465,9
Manufacture of other non-metallic mineral products,,0.20621267984731415,,0.021536701967482575,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.17503631041415618,0.018280664669450237,8
Manufacture of coke and refined petroleum products,,2.695607241281292,,0.33323448249512694,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,2.2880704823239553,0.28285425688617005,8
Other mining and quarrying,,0.16168176221598002,,0.018143198726801226,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.13723782233225593,0.015400209951209096,8
Manufacture of machinery and equipment,,0.021135505916410228,,0.001595255264946654,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.017940123648478933,0.0013540757821088778,7
Water transport,,0.0005983419242718014,,5.820524171541154e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.000507881294536247,4.940545248804913e-05,7
Manufacture of other transport equipment,,0.002720159384494932,,0.00020680432008514474,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0023089106972130568,0.00017553850322014222,6
Manufacture of paper and paper products,,0.003351789837467503,,0.0003370197524002185,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0028450477772190078,0.00028606724882536383,6
Repair and installation of machinery and equipment,,0.0015250669985634692,,0.00014770336787240282,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0012944989646640184,0.00012537275868425188,4
"Water collection, treatment, and supply",,0.10848274625446921,,0.012345306397303753,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.09208172679796892,0.010478874937837498,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.09443128541496902,,0.010603292075348991,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.08015464324958474,0.009000227941787847,4
Mining of coal and lignite,,0.3459173420544588,,0.05943952359019692,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.2936196518386535,0.050453128826543285,4
Manufacture of fabricated metal products,,0.0013818493768819893,,0.00013212390398348856,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0011729337723393855,0.00011214868400870203,3
Construction of buildings,,0.006282285388938039,,0.0006968558665809546,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.005332494860464803,0.000591501356110127,3
Specialized construction activities,,0.001127271289302018,,0.00016086625262748972,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0009568442030884361,0.00013654560597784745,2
"Manufacture of computer, electronic, and optical products",0.00023822997241679567,0.0002527446545425013,0.00021682092984159817,1.9691931768488475e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0002145333247246296,1.6714796996167477e-05,2
"Wholesale trade, except of motor vehicles and motorcycles",,6.198114231473944,,0.624672014072537,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,5.26104916247614,0.5302306562486626,2
Extraction of crude petroleum and natural gas,,0.004047023790376676,,0.0005208071650601592,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0034351724295050576,0.00044206866753724526,1
Mining support service activities,,0.00032893200718239675,,7.412694004488913e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0002792022535033233,6.29200207152914e-05,1
"Manufacture of motor vehicles, trailers, and semi-trailers",0.0013717516668239683,0.001461729047955013,0.0014134520753612597,0.0001583648257601195,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_cutoff5e-6,0,940,3526.3863112926483,10200,117.8113726,0.0012407367945011219,0.00013442235861032612,1
