names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of chemicals and chemical products,,0.01600355871379677,,0.0013526530927263523,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.39072276594504357,0.03302467702377497,98
Manufacture of basic metals,,0.015586027407654919,,0.001311814163294309,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.3805288465973583,0.03202760507551099,16
Land transport and transport via pipelines,,0.0951035914846993,,0.009310965607236045,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,2.3219297020589598,0.22732482822974193,14
Mining of coal and lignite,,0.00393989320684813,,0.0018435043471892376,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.09619147833541906,0.04500868403379034,14
"Electricity, gas, steam and air conditioning supply",,0.22545879461169493,,0.021525677046195894,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,5.504518426977893,0.5255438633832479,8
Manufacture of other non-metallic mineral products,,0.0015472692852488512,,0.00013845591497587315,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.037776181261049924,0.0033803655192133496,7
Unknown,,0.6152530035610602,,0.050616504656626475,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,15.021243687513612,1.235788930174473,6
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0005789248521740945,,4.655038605910525e-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.0141343012239384,0.0011365156914219933,5
"Wholesale trade, except of motor vehicles and motorcycles",,0.021665177363182967,,0.0020381461213213503,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.5289497277086875,0.04976081283947813,4
Construction of buildings,,0.00045512885089646593,,2.098818771796453e-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.01111185372353143,0.0005124211998089611,3
"Crop and animal production, hunting and related service activities",,1.4779838245760295,,0.018785914445740924,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,36.08459457598825,0.45865326483408414,3
Manufacture of coke and refined petroleum products,,0.00872304461882589,,0.0009897890400135763,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.21297088865561947,0.02416544459469436,3
"Waste collection, treatment, and disposal activities",-5.0564622893363394e-05,6.694032596594122e-05,7.112616292742292e-05,6.8412911196092764e-06,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.0016343308249387612,0.00016702836142217222,2
Manufacture of machinery and equipment,,0.003567639665811187,,0.00018734931967797407,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.08710300396619021,0.0045740854076032865,2
Other mining and quarrying,,0.016340456360233905,,0.0009851257398486115,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.3989480352498521,0.024051591321714756,1
Sewerage,0.008490678556283106,0.008490678556283106,0.0010787338540097064,0.00012307547214987722,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.2072977310603526,0.003004855967250266,1
Manufacture of electrical equipment,-1.0783606854149533e-05,1.0883193889947597e-05,5.965980209355288e-06,6.298630328338419e-07,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.00026571037698824943,1.5377943790914865e-05,1
Civil engineering,,0.007623847147388217,,0.00040135679650114305,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.18613426537446967,0.009799022858870368,1
Mining of metal ores,,0.002085662423007672,,0.00020401409378109728,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.05092091111226749,0.0049809515770514725,1
Extraction of crude petroleum and natural gas,,0.00037169564591262076,,3.422023340835249e-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.009074853503396409,0.0008354781888024424,1
Manufacture of wood and products of wood and cork,,0.00046951666808505495,,4.951351631030102e-05,300,_soybean_oil_refinery_operation___kilogram__US__None_,0,192,1764.6232306957245,6600,4.095885909050849,0.011463128576104733,0.0012088597536588836,1
