names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market for electricity, high voltage' (kilowatt hour, UA, None)",,0.104348661,,0.066416489,10,205,313.1945128,1270,117.8113726,0.088572655,0.056375279
"'market for petrol, unleaded' (kilogram, RER, None)",0.010393064,0.156332096,0.221712485,0.08303826,10,205,313.1945128,1270,117.8113726,0.132696948,0.070484078
"'market for electricity, high voltage' (kilowatt hour, IN-Southern grid, None)",,0.010545821,,0.004740191,10,205,313.1945128,1270,117.8113726,0.008951446,0.004023543
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,0.041739878,,0.027500935,10,205,313.1945128,1270,117.8113726,0.035429414,0.023343192
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.010116594,,0.008238854,10,205,313.1945128,1270,117.8113726,0.008587112,0.006993259
"'market for electricity, high voltage' (kilowatt hour, RS, None)",,0.046562137,,0.033548617,10,205,313.1945128,1270,117.8113726,0.039522617,0.028476552
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",,0.456560788,,0.230390284,10,205,313.1945128,1270,117.8113726,0.387535412,0.195558611
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.071735881,0.071735881,0.062633163,0.038523699,10,205,313.1945128,1270,117.8113726,0.060890455,0.032699473
"'market for transport, freight train' (ton kilometer, RoW, None)",,0.233786667,,0.080685601,10,205,313.1945128,1270,117.8113726,0.19844151,0.068487107
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-0.06720396,0.06720396,0.097458476,0.061182132,10,205,313.1945128,1270,117.8113726,0.057043695,0.05193228
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",5.15710692,5.15710692,3.438804615,2.045300633,10,205,313.1945128,1270,117.8113726,4.377427073,1.736080811
"'market group for electricity, low voltage' (kilowatt hour, CN-SGCC, None)",,0.0083356,,0.006815398,10,205,313.1945128,1270,117.8113726,0.007075378,0.005785009
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,3.839543861,,1.891734775,10,205,313.1945128,1270,117.8113726,3.25906046,1.605731886
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.463710422,0.463710422,0.199577259,0.11439886,10,205,313.1945128,1270,117.8113726,0.393604125,0.09710341
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.015876618,,0.005368223,10,205,313.1945128,1270,117.8113726,0.013476304,0.004556625
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",,0.018977837,,0.011378411,10,205,313.1945128,1270,117.8113726,0.016108663,0.00965816
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,0.197350643,,0.214009077,10,205,313.1945128,1270,117.8113726,0.167514085,0.181654005
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.013050562,,0.010450141,10,205,313.1945128,1270,117.8113726,0.011077506,0.008870231
"'market for diesel' (kilogram, BR, None)",-0.39026419,0.39026419,0.491103965,0.295059783,10,205,313.1945128,1270,117.8113726,0.331261899,0.250451019
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",,0.941372526,,0.61921235,10,205,313.1945128,1270,117.8113726,0.79905064,0.525596414
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",0.00329466,0.003910744,0.004399151,0.002050128,10,205,313.1945128,1270,117.8113726,0.003319496,0.001740178
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,43.49018215,,42.60966857,10,205,313.1945128,1270,117.8113726,36.91509673,36.16770404
"'market group for diesel' (kilogram, GLO, None)",,1.493046986,,0.522392668,10,205,313.1945128,1270,117.8113726,1.267319914,0.443414466
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",,0.008107436,,0.006192939,10,205,313.1945128,1270,117.8113726,0.006881709,0.005256656
"'market for electricity, high voltage' (kilowatt hour, CN-CSG, None)",,0.122911416,,0.095663063,10,205,313.1945128,1270,117.8113726,0.10432899,0.081200194
"'market for petrol, two-stroke blend' (kilogram, GLO, None)",,1.374437836,,0.458692431,10,205,313.1945128,1270,117.8113726,1.166642749,0.389344781
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.020536619,,0.006780607,10,205,313.1945128,1270,117.8113726,0.017431779,0.005755477
"'market for heat, central or small-scale, other than natural gas' (megajoule, CH, None)",,0.023918259,,0.011298419,10,205,313.1945128,1270,117.8113726,0.020302165,0.009590262
"'market for electricity, high voltage' (kilowatt hour, ID, None)",,0.071388862,,0.021341677,10,205,313.1945128,1270,117.8113726,0.060595901,0.018115124
"'market for heavy fuel oil' (kilogram, RoW, None)",,0.433062105,,0.215424772,10,205,313.1945128,1270,117.8113726,0.367589389,0.182855667
"'market for electricity, high voltage' (kilowatt hour, KR, None)",,0.060717057,,0.036957465,10,205,313.1945128,1270,117.8113726,0.051537518,0.031370031
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.376856847,,0.152998659,10,205,313.1945128,1270,117.8113726,0.319881552,0.129867479
"'market for natural gas, high pressure' (cubic meter, RU, None)",-0.002021692,0.002021692,0.00166934,0.001019691,10,205,313.1945128,1270,117.8113726,0.001716041,0.000865528
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",,0.680133314,,0.333481382,10,205,313.1945128,1270,117.8113726,0.577307012,0.283063829
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.104736705,,0.074603446,10,205,313.1945128,1270,117.8113726,0.088902033,0.063324486
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",,0.068073489,,0.049794151,10,205,313.1945128,1270,117.8113726,0.057781764,0.042265997
"'market for petrol, unleaded' (kilogram, RoW, None)",,0.327684724,,0.146276819,10,205,313.1945128,1270,117.8113726,0.278143542,0.124161883
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.08481189,,0.063735377,10,205,313.1945128,1270,117.8113726,0.071989561,0.054099511
"'market for coke' (megajoule, GLO, None)",,0.164660562,,0.067009135,10,205,313.1945128,1270,117.8113726,0.139766271,0.056878325
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, Europe without Switzerland, None)",,2.356158159,,1.509331844,10,205,313.1945128,1270,117.8113726,1.999941183,1.281142737
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",-0.03168767,0.03168767,0.017101968,0.010776334,10,205,313.1945128,1270,117.8113726,0.026896953,0.009147108
"'market for petroleum' (kilogram, RNA, None)",,0.310130908,,0.108428433,10,205,313.1945128,1270,117.8113726,0.263243608,0.092035625
"'market for electricity, high voltage' (kilowatt hour, IT, None)",,0.029024923,,0.010987633,10,205,313.1945128,1270,117.8113726,0.024636775,0.009326462
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.5530605,,0.3930202,10,205,313.1945128,1270,117.8113726,0.469445766,0.33360124
"'market for electricity, high voltage' (kilowatt hour, ES, None)",,0.095428281,,0.097450626,10,205,313.1945128,1270,117.8113726,0.081000908,0.082717504
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.492859336,0.492859336,0.321163325,0.190728472,10,205,313.1945128,1270,117.8113726,0.418346146,0.161893091
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.015562307,,0.010030337,10,205,313.1945128,1270,117.8113726,0.013209512,0.008513895
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,1.025960556,,0.424687473,10,205,313.1945128,1270,117.8113726,0.870850185,0.36048088
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.29409961,,0.098121085,10,205,313.1945128,1270,117.8113726,0.24963601,0.083286599
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.036536714,0.036536714,0.031077673,0.018789345,10,205,313.1945128,1270,117.8113726,0.031012893,0.015948668
"'market for petrol, unleaded' (kilogram, ZA, None)",,0.022864652,,0.010189184,10,205,313.1945128,1270,117.8113726,0.019407848,0.008648727
"'market for petroleum' (kilogram, RoW, None)",,0.51090895,,0.244824835,10,205,313.1945128,1270,117.8113726,0.433666919,0.207810867
"'market for electricity, high voltage' (kilowatt hour, IQ, None)",,0.02669735,,0.015532414,10,205,313.1945128,1270,117.8113726,0.022661098,0.013184138
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.021023063,,0.0098825,10,205,313.1945128,1270,117.8113726,0.01784468,0.008388409
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.070334899,,0.031106418,10,205,313.1945128,1270,117.8113726,0.059701281,0.026403578
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.029769762,,0.027680924,10,205,313.1945128,1270,117.8113726,0.025269005,0.02349597
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.106612294,0.106612294,0.062693798,0.04074306,10,205,313.1945128,1270,117.8113726,0.09049406,0.0345833
"'market group for electricity, high voltage' (kilowatt hour, UCTE, None)",,0.003512615,,0.003824068,10,205,313.1945128,1270,117.8113726,0.002981559,0.003245924
"'market group for electricity, medium voltage' (kilowatt hour, BR, None)",,0.003173798,,0.002719993,10,205,313.1945128,1270,117.8113726,0.002693966,0.002308769
"'market for electricity, high voltage' (kilowatt hour, CH, None)",,3.879284526,,2.241624714,10,205,313.1945128,1270,117.8113726,3.292792911,1.902723536
