names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of chemicals and chemical products,,0.0015542152181320043,,0.0001359990351377445,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.0013192403957544624,0.00011543795147816188,88
"Waste collection, treatment, and disposal activities",,0.14709268051206545,,0.030807635989926797,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.12485439840471348,0.02614996779175697,18
Mining of metal ores,,0.0012354542905194496,,0.00012784470335409028,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.0010486715019560426,0.00010851643651428799,10
"Electricity, gas, steam and air conditioning supply",,4.3558908036011905,,0.37175710440360793,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,3.697343225420659,0.3155528165059406,8
Manufacture of basic metals,,0.01770064177328894,,0.001611973417386399,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.01502456119697984,0.001368266392124523,8
Construction of buildings,,2.1399674558937347e-05,,1.8422309438079157e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,1.8164353819723978e-05,1.5637123166901425e-06,7
"Wholesale trade, except of motor vehicles and motorcycles",,0.009996032180701107,,0.001654836205520306,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.00848477694478632,0.0014046489477199302,5
Forestry and logging,,0.012326752310201828,,0.0020201857598605077,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.010463125959880233,0.0017147629428947912,4
Manufacture of coke and refined petroleum products,,0.001106549538988509,,0.00011340640337910538,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.0009392552811904927,9.626099830289676e-05,4
Manufacture of other non-metallic mineral products,,0.00202266565406326,,0.000303151602010575,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.001716867913024604,0.0002573194720681618,4
Civil engineering,,0.0014116982214407922,,0.00011668770448869777,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.001198269904072735,9.904621422660325e-05,3
Land transport and transport via pipelines,,0.022650747328687024,,0.0030447722637107,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.01922628251314256,0.0025844468123196285,2
Mining of coal and lignite,,0.004629373132608278,,0.0011150440000594097,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.003929478988693387,0.0009464655028214225,2
Manufacture of rubber and plastic products,0.0002235916475379159,0.00022553758727148358,0.0002459705558429515,3.072873856110949e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.0001914395718291492,2.608299851105333e-05,1
Other mining and quarrying,,0.0003767051455463622,,3.582554315160543e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,5,165,1207.5753860473633,4800,117.8113726,0.0003197527855187405,3.0409240093689758e-05,1
