names,mu,mu_star,sigma,mu_star_conf,index
M0,0.13763259071051853,8.101386409583645,8.883076009105814,1.2776613847982636,10
M1,10.940416556252936,10.940416556252936,8.046123009662681,4.917323193177722,10
M0,-0.23553840691481143,6.809232825202128,7.39806169266968,0.4578993688622469,110
M1,10.932465625543758,10.932465625543758,7.721825627386143,1.401714588857592,110
M0,-0.4103062428032592,6.710498946001274,7.3183278771650695,0.3739215930894917,210
M1,10.539427462657851,10.539427462657851,7.0122811686985,0.8622655237847621,210
M0,-0.0880479392223207,6.778548118268751,7.376878717631449,0.35019193384682096,310
M1,10.463044410910992,10.463044410910992,7.068175099611562,0.8044739897947004,310
M0,-0.28470085266765616,6.714731942508982,7.336635507233827,0.29385598177084993,410
M1,10.786552558945921,10.786552558945921,7.349129048568571,0.6653017896118263,410
M0,0.24974770853614503,6.643876349843846,7.302103215963446,0.2667921151299707,510
M1,10.608128583114366,10.608128583114366,7.260033669758399,0.6453805087959392,510
M0,0.017565170613220837,6.612548405372007,7.2574784449565755,0.19418366962350764,610
M1,10.182276480619336,10.182276480619336,7.116945821464968,0.5464145050109602,610
M0,0.13445141023218654,6.683435945673343,7.288391132443549,0.21279694332754032,710
M1,10.279355353848695,10.279355353848695,7.176008412978922,0.5880790598471541,710
M0,-0.34590765976098636,6.751290308609129,7.357334204442465,0.2021329183159245,810
M1,10.55700094311749,10.55700094311749,7.298894792152814,0.5158441465997702,810
M0,0.27441881013369207,6.801977074242893,7.397753352325354,0.15911075200335248,910
M1,10.526851936706738,10.526851936706738,7.260532412351802,0.386218694672022,910
