names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of chemicals and chemical products,,0.17291379608061247,,0.012087152690925638,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.8615820019524464,0.06022696539781918,240
Manufacture of other non-metallic mineral products,,0.019515886256996868,,0.00185542665655383,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.09724230646894509,0.009245081939467189,29
Land transport and transport via pipelines,,0.1272607151352479,,0.012916463291807376,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.6341052258491282,0.06435919257658614,26
"Electricity, gas, steam and air conditioning supply",,3.523650481390894,,0.325002472079118,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,17.55738353301852,1.6193981445117127,22
Civil engineering,,0.027584185048084745,,0.002491888432078282,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.13744442557305175,0.012416396335149753,19
Mining of coal and lignite,,0.2310634792032686,,0.03466318944101069,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,1.1513259178997977,0.17271716213274116,19
Manufacture of basic metals,,4.76217590691772,,0.38713328142050335,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,23.72861590303097,1.928978920069497,16
"Waste collection, treatment, and disposal activities",,0.7741403489763573,,0.08084593602501514,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,3.857328951081882,0.4028331167842649,13
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0007058286332815942,,4.867610307805024e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.00351695041507622,0.00024253966593665226,7
Manufacture of food products,0.0004230462820748914,0.0004230462820748914,0.000677099910732849,7.37968549093776e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.0021079235485565264,0.00036770947970498426,6
Manufacture of fabricated metal products,0.00028083309974938776,0.0003901003958444296,0.00045285360355962705,3.964515234860487e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.0019437632371299852,0.00019754091635520193,6
"Wholesale trade, except of motor vehicles and motorcycles",,0.22791406868012398,,0.02172731117662222,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,1.1356332693951288,0.1082612300748445,5
Manufacture of coke and refined petroleum products,,0.03043042147944404,,0.002811271586981427,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.1516264407629634,0.014007794963996312,5
Mining of metal ores,,0.10865233667838192,,0.007086638360476004,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.5413847817471379,0.03531077452539084,3
Manufacture of rubber and plastic products,0.0003323646264746492,0.00033358746601095784,0.0001891635899340343,2.190039472262053e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.0016621748137318822,0.00010912365789406101,3
Manufacture of electrical equipment,,0.004367595215906636,,0.0007845060533888397,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.021762528584384527,0.0039089784120375035,2
Other mining and quarrying,,0.04162476732213833,,0.0029330640876991877,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.2074047946035104,0.014614653577766392,2
Specialized construction activities,,4.60142926773403e-05,,4.649936099351479e-06,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.00022927659505483352,2.3169355738176365e-05,2
Forestry and logging,,0.004209008555608928,,0.0004335303722432757,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.020972334768972874,0.0021601628932512397,2
Construction of buildings,,0.0019551902609090703,,0.00013898090236800107,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.00974217660692974,0.0006925037030564953,1
Manufacture of machinery and equipment,,0.0005262696622785908,,3.7047206611054227e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.002622257329782058,0.0001845960655667825,1
Manufacture of other transport equipment,-0.0004700544831900703,0.00047018686693342553,0.0002460465465682222,3.0538871987592e-05,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.002342812148519308,0.00015216681988852095,1
Extraction of crude petroleum and natural gas,,0.012271238617106106,,0.001375969716819786,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.06114421505866114,0.006856079561695854,1
Water transport,3.0457309233950848e-05,9.179449749211698e-05,0.00010923413704559458,7.727274599879465e-06,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.00045738679451931,3.8502889129197214e-05,1
Manufacture of wood and products of wood and cork,,0.0013109634391087368,,0.00015027726541290228,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.006532171116220217,0.0007487903806242598,1
Unknown,0.0014799407305793836,0.0014799407305793836,0.0009377319487286414,0.00010440216585596676,300,_chromium_production___kilogram__RoW__None_,0,434,2350.328746318817,8100,20.069337067019674,0.007374138595795466,0.0005202073466967318,1
