names,mu,mu_star,sigma,mu_star_conf,index
M0,1.3437782689758868,6.964999122509193,7.58773655792585,1.424785104082075,10
M1,7.86515097421146,7.86515097421146,6.296715605102319,3.672918268063798,10
M0,-0.010178427182481251,7.304005825167458,7.67348707919394,0.42932829848240484,110
M1,11.090977678890088,11.090977678890088,7.390365944816407,1.2928687255859919,110
M0,-0.20936918860718723,6.891105079784518,7.265517895111609,0.3108639515363745,210
M1,10.177983366764966,10.177983366764966,7.552245464413803,0.9399447453043596,210
M0,0.3683240235904817,7.103512265046209,7.456314517377712,0.2427341909609835,310
M1,9.711969276383172,9.711969276383172,7.014601555061351,0.7645407016267138,310
M0,0.24393296614273202,7.116330573524821,7.470676924814958,0.20346322732595631,410
M1,11.147760310751595,11.147760310751595,7.385220449529254,0.7748526003787494,410
M0,0.21034875301801448,6.9917740375257065,7.351691362850966,0.17865236815389823,510
M1,10.086466334288778,10.086466334288778,7.202237884524577,0.628572816306703,510
M0,-0.36531460978136954,6.94830172285308,7.3032759316216955,0.1847441577363531,610
M1,10.527611655427657,10.527611655427657,7.316988241638518,0.5539244927254293,610
M0,0.2838508981855576,7.176243218887205,7.5214425942165715,0.1644370124001965,710
M1,10.606180716753622,10.606180716753622,7.29596054981628,0.517636525899871,710
M0,0.042826646906731165,7.080020361751883,7.436475430259466,0.14952211920503794,810
M1,10.076115843584338,10.076115843584338,7.446459311667447,0.5381791516578137,810
M0,0.06682995663756677,7.01397871120578,7.373107359776061,0.12527926496452854,910
M1,10.39017684911382,10.39017684911382,7.338669143358116,0.4442569993892184,910
