names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Manufacture of other non-metallic mineral products,,0.18222175175089436,,0.03954902330907771,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.33313570345808413,0.07230306796282407,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Electricity, gas, steam and air conditioning supply",,7.822475083499201,,1.9187253087736893,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,14.300958665391887,3.507791464736676,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of machinery and equipment,,0.022163132361705317,,0.004432115216716882,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.04051838279024278,0.00810274188641703,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of food products,,1.2625390092062678,,0.25506047102401863,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,2.3081592451716633,0.46629860937290485,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of chemicals and chemical products,,1.0606178241603406,,0.2938388800874303,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,1.9390092651225073,0.5371928492657644,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of basic metals,,1.5741381742431415,,0.3839267082808389,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,2.877821242403567,0.7018903770298992,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Waste collection, treatment, and disposal activities",,0.42970980234706396,,0.10002942288019472,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.7855905012010777,0.18287263643066307,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Land transport and transport via pipelines,,61.93374088387131,,13.588218392568043,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,113.22655028223274,24.84182403832047,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of coke and refined petroleum products,,2.4715723288067233,,0.8689496463098001,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,4.518500006136187,1.5886037144939689,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Civil engineering,,1.6447430520601478,,0.4379565491416001,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,3.0069002651499557,0.8006671085119006,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.21099726596997256,,0.056055635742356225,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.3857427664438765,0.10248026630403805,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Crop and animal production, hunting and related service activities",,0.5374936265003547,,0.18196746437840125,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.9826396445426201,0.33267081821852285,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of other transport equipment,-0.004179363068224369,0.0043450082481379226,0.0023216412761799974,0.0005723649928843079,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.007943493931796759,0.0010463910741016096,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Forestry and logging,,100.71192208774293,,10.612242548705666,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,184.12037360491092,19.401179347478873,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Unknown,,0.01885042402829484,,0.0045672189674165,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.03446212764837144,0.008349737004160552,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Wholesale trade, except of motor vehicles and motorcycles",,5.943959244467577,,1.4726896354883503,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,10.86667768916435,2.692354194709541,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of rubber and plastic products,,0.06290581197634189,,0.02018817756542293,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.11500367943443268,0.036907793225409324,2,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Mining of coal and lignite,,0.15784019813680747,,0.04051890763667971,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.2885616285379095,0.07407619929672958,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Other mining and quarrying,,0.1708278540312763,,0.0386996721231477,50,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,373.25305438041687,1200,54.698955968801435,0.31230551114853294,0.07075029392740288,1,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
