names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market for electricity, medium voltage' (kilowatt hour, US-MRO, None)",-0.060014774,0.060014774,0.103549636,0.019489629,100,195,3999.132419,12700,117.8113726,0.05094141,0.016543079
"'market for transport, freight train' (ton kilometer, CN, None)",,0.139097029,,0.031475484,100,195,3999.132419,12700,117.8113726,0.118067574,0.026716847
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.072959469,,0.011905301,100,195,3999.132419,12700,117.8113726,0.061929054,0.010105392
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.02169977,,0.006671261,100,195,3999.132419,12700,117.8113726,0.018419079,0.005662663
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",,0.138509731,,0.032826875,100,195,3999.132419,12700,117.8113726,0.117569066,0.027863927
"'market for petrol, two-stroke blend' (kilogram, GLO, None)",,1.626381909,,0.197437612,100,195,3999.132419,12700,117.8113726,1.380496528,0.167587905
"'market for diesel' (kilogram, RoW, None)",,0.200964262,,0.024730769,100,195,3999.132419,12700,117.8113726,0.170581378,0.020991835
"'market for petrol, unleaded' (kilogram, RER, None)",0.19033766,0.218428159,0.263764095,0.044565188,100,195,3999.132419,12700,117.8113726,0.185404986,0.037827577
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,0.049785536,,0.014403298,100,195,3999.132419,12700,117.8113726,0.042258684,0.012225728
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.123153116,,0.029848524,100,195,3999.132419,12700,117.8113726,0.104534149,0.02533586
"'market for basic oxygen furnace slag' (kilogram, RoW, None)",0.077204303,0.077204303,0.029895322,0.005908458,100,195,3999.132419,12700,117.8113726,0.065532131,0.005015185
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,0.016675942,,0.00463645,100,195,3999.132419,12700,117.8113726,0.014154781,0.003935486
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,0.050794085,,0.011040761,100,195,3999.132419,12700,117.8113726,0.043114755,0.009371558
"'market for waste mineral oil' (kilogram, RoW, None)",,0.06494921,,0.010893311,100,195,3999.132419,12700,117.8113726,0.05512983,0.0092464
"'market for electricity, high voltage' (kilowatt hour, ID, None)",,0.087902002,,0.01901967,100,195,3999.132419,12700,117.8113726,0.074612493,0.016144172
"'market for petroleum' (kilogram, RNA, None)",,0.238710219,,0.039520179,100,195,3999.132419,12700,117.8113726,0.202620693,0.0335453
"'market for diesel, low-sulfur' (kilogram, RoW, None)",,0.208921112,,0.039527814,100,195,3999.132419,12700,117.8113726,0.177335267,0.033551781
"'market for petroleum' (kilogram, Europe without Switzerland, None)",,4.628581879,,0.904687584,100,195,3999.132419,12700,117.8113726,3.928807361,0.767911929
"'market for pitch' (kilogram, RoW, None)",0.178776606,0.178776606,0.101470259,0.02002222,100,195,3999.132419,12700,117.8113726,0.151748174,0.016995151
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",-0.080347851,0.080347851,0.100595035,0.01775292,100,195,3999.132419,12700,117.8113726,0.06820042,0.015068935
"'market group for diesel' (kilogram, GLO, None)",,1.16740108,,0.207801077,100,195,3999.132419,12700,117.8113726,0.990906951,0.176384565
"'market for biogas' (cubic meter, CH, None)",,0.255958339,,0.110146049,100,195,3999.132419,12700,117.8113726,0.217261147,0.093493562
"'market for road' (meter-year, GLO, None)",-1.888671398,1.910460545,0.918120157,0.168250188,100,195,3999.132419,12700,117.8113726,1.62162659,0.142813197
"'market for natural gas, high pressure' (cubic meter, US, None)",,0.016847074,,0.003940268,100,195,3999.132419,12700,117.8113726,0.014300041,0.003344556
"'market for electricity, high voltage' (kilowatt hour, PL, None)",,0.103329505,,0.031925097,100,195,3999.132419,12700,117.8113726,0.087707581,0.027098485
"'market for petroleum' (kilogram, CH, None)",,3.45744147,,0.90557503,100,195,3999.132419,12700,117.8113726,2.934726414,0.768665206
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",,0.051691156,,0.023206161,100,195,3999.132419,12700,117.8113726,0.043876202,0.019697726
"'market for transport, freight train' (ton kilometer, RoW, None)",,0.150739724,,0.016914891,100,195,3999.132419,12700,117.8113726,0.127950061,0.014357605
"'market for petrol, unleaded' (kilogram, ZA, None)",,0.039657228,,0.009516748,100,195,3999.132419,12700,117.8113726,0.03366163,0.008077954
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",0.035779464,0.087355442,0.116748344,0.018611011,100,195,3999.132419,12700,117.8113726,0.074148565,0.015797296
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.955637987,,0.187861268,100,195,3999.132419,12700,117.8113726,0.811159369,0.159459366
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.014553693,,0.003827654,100,195,3999.132419,12700,117.8113726,0.012353386,0.003248968
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.008575936,,0.002230687,100,195,3999.132419,12700,117.8113726,0.007279378,0.001893439
"'market for road maintenance' (meter-year, RER, None)",1.010897583,1.088237511,1.045064833,0.175031787,100,195,3999.132419,12700,117.8113726,0.923711766,0.148569517
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,0.069548421,,0.013186407,100,195,3999.132419,12700,117.8113726,0.059033708,0.011192813
"'market group for electricity, high voltage' (kilowatt hour, ENTSO-E, None)",,0.167547079,,0.066548899,100,195,3999.132419,12700,117.8113726,0.142216388,0.05648767
"'market for diesel' (kilogram, IN, None)",-0.00660378,0.012658601,0.023355928,0.003993486,100,195,3999.132419,12700,117.8113726,0.010744804,0.003389729
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, CH, None)",-97.9551223,97.9551223,31.97473926,6.493398715,100,195,3999.132419,12700,117.8113726,83.14572706,5.511690911
"'market for electricity, high voltage' (kilowatt hour, AU, None)",,0.213369229,,0.071055053,100,195,3999.132419,12700,117.8113726,0.181110893,0.060312559
"'market for petrol, unleaded' (kilogram, RoW, None)",,0.23995543,,0.064861915,100,195,3999.132419,12700,117.8113726,0.203677645,0.055055733
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",,0.016574829,,0.003243649,100,195,3999.132419,12700,117.8113726,0.014068955,0.002753256
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",,0.395323327,,0.085141838,100,195,3999.132419,12700,117.8113726,0.335556168,0.072269625
"'market for waste mineral oil' (kilogram, CH, None)",,0.047882023,,0.005272907,100,195,3999.132419,12700,117.8113726,0.040642955,0.00447572
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.378754392,0.378754392,0.25296379,0.053524876,100,195,3999.132419,12700,117.8113726,0.321492216,0.04543269
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.282223846,,0.054444617,100,195,3999.132419,12700,117.8113726,0.23955569,0.04621338
"'market for chemical factory, organics' (unit, GLO, None)",-0.010028646,0.010581331,0.00982816,0.001741877,100,195,3999.132419,12700,117.8113726,0.008981587,0.00147853
"'market for electricity, high voltage' (kilowatt hour, IQ, None)",,0.073145705,,0.018873277,100,195,3999.132419,12700,117.8113726,0.062087134,0.016019911
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",-1.234314717,1.300501681,1.039283653,0.18633857,100,195,3999.132419,12700,117.8113726,1.103884669,0.158166878
"'market group for transport, freight, lorry, unspecified' (ton kilometer, GLO, None)",,0.435277524,,0.087177093,100,195,3999.132419,12700,117.8113726,0.369469869,0.073997179
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.367063904,,0.098508492,100,195,3999.132419,12700,117.8113726,0.31156916,0.083615435
"'transport, freight, lorry, all sizes, EURO6 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,38.46107343,,10.68533813,100,195,3999.132419,12700,117.8113726,32.64631638,9.069869826
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.108751868,0.108751868,0.054697447,0.01140366,100,195,3999.132419,12700,117.8113726,0.092310162,0.009679592
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.018497849,0.018497849,0.019273853,0.003346251,100,195,3999.132419,12700,117.8113726,0.015701243,0.002840346
"'market group for transport, freight, light commercial vehicle' (ton kilometer, GLO, None)",,0.026815551,,0.00164871,100,195,3999.132419,12700,117.8113726,0.022761428,0.001399449
"'market for electricity, high voltage' (kilowatt hour, DE, None)",,0.144467143,,0.049017817,100,195,3999.132419,12700,117.8113726,0.122625804,0.041607033
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-0.200682383,0.200682383,0.187203814,0.037031101,100,195,3999.132419,12700,117.8113726,0.170342114,0.031432535
"'market for electricity, high voltage' (kilowatt hour, CH, None)",,5.96850317,,1.542892024,100,195,3999.132419,12700,117.8113726,5.066151967,1.309629105
"'market for diesel, low-sulfur' (kilogram, CH, None)",0.673334669,2.402642783,4.06852597,0.627914601,100,195,3999.132419,12700,117.8113726,2.039398005,0.532983011
"'market group for diesel' (kilogram, RER, None)",0.092615974,0.146230744,0.19697031,0.032708943,100,195,3999.132419,12700,117.8113726,0.124122774,0.027763825
"'market for transport, freight train' (ton kilometer, CH, None)",0.612692685,0.612692685,0.035279874,0.006782206,100,195,3999.132419,12700,117.8113726,0.520062429,0.005756835
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",0.002128877,0.003371699,0.003512025,0.000450503,100,195,3999.132419,12700,117.8113726,0.002861947,0.000382393
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,11.65512965,,4.42663948,100,195,3999.132419,12700,117.8113726,9.893042918,3.757395727
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, Europe without Switzerland, None)",,2.855313478,,0.606441844,100,195,3999.132419,12700,117.8113726,2.42363145,0.514756624
"'market for electricity, high voltage' (kilowatt hour, US-TRE, None)",,0.045214905,,0.020168594,100,195,3999.132419,12700,117.8113726,0.038379066,0.017119395
"'market for electricity, high voltage' (kilowatt hour, JP, None)",,0.031506019,,0.01228372,100,195,3999.132419,12700,117.8113726,0.026742765,0.010426599
"'market for pipeline, petroleum' (kilometer, GLO, None)",-0.001678215,0.002951201,0.004098795,0.0006629,100,195,3999.132419,12700,117.8113726,0.002505022,0.000562679
"'market for electricity, high voltage' (kilowatt hour, CN-CSG, None)",,0.115322129,,0.024154597,100,195,3999.132419,12700,117.8113726,0.097887094,0.020502772
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,0.019291556,,0.006537577,100,195,3999.132419,12700,117.8113726,0.016374953,0.00554919
"'market group for electricity, high voltage' (kilowatt hour, CN, None)",-0.00219163,0.005796288,0.007096189,0.000870957,100,195,3999.132419,12700,117.8113726,0.004919973,0.000739281
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-0.07114542,0.07114542,0.108565318,0.023466779,100,195,3999.132419,12700,117.8113726,0.060389263,0.019918942
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.175920731,0.175920731,0.238509849,0.046536425,100,195,3999.132419,12700,117.8113726,0.149324065,0.039500792
"'market for kerosene' (kilogram, RoW, None)",,0.017345849,,0.002978502,100,195,3999.132419,12700,117.8113726,0.014723408,0.002528196
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",,0.151603721,,0.026091114,100,195,3999.132419,12700,117.8113726,0.128683435,0.022146515
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",,0.804546434,,0.20063448,100,195,3999.132419,12700,117.8113726,0.68291067,0.170301453
"'market for heat, district or industrial, natural gas' (megajoule, Europe without Switzerland, None)",,0.029054761,,0.008143893,100,195,3999.132419,12700,117.8113726,0.024662102,0.006912655
"'market for electricity, high voltage' (kilowatt hour, UA, None)",,0.067896998,,0.015478546,100,195,3999.132419,12700,117.8113726,0.057631956,0.013138414
"'market for heavy fuel oil, burned in refinery furnace' (megajoule, GLO, None)",-0.000778695,0.006803368,0.010699482,0.001671983,100,195,3999.132419,12700,117.8113726,0.005774797,0.001419204
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.350297042,,0.10299366,100,195,3999.132419,12700,117.8113726,0.297337205,0.087422511
"'market group for electricity, high voltage' (kilowatt hour, UCTE, None)",,0.021539826,,0.016403332,100,195,3999.132419,12700,117.8113726,0.018283317,0.013923386
"'market for electricity, high voltage' (kilowatt hour, KZ, None)",,0.13662207,,0.029464419,100,195,3999.132419,12700,117.8113726,0.115966792,0.025009825
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",,0.143572835,,0.060367658,100,195,3999.132419,12700,117.8113726,0.121866703,0.051240943
"'market for coke' (megajoule, GLO, None)",,0.161572709,,0.020587446,100,195,3999.132419,12700,117.8113726,0.137145257,0.017474922
"'market for electricity, medium voltage' (kilowatt hour, US-RFC, None)",-0.070105137,0.070105137,0.123716315,0.025809364,100,195,3999.132419,12700,117.8113726,0.059506256,0.021907362
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.029315666,,0.005103464,100,195,3999.132419,12700,117.8113726,0.024883562,0.004331894
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",,0.080033228,,0.018203291,100,195,3999.132419,12700,117.8113726,0.067933363,0.015451217
"'market for electricity, high voltage' (kilowatt hour, US-RFC, None)",,0.023441521,,0.008842485,100,195,3999.132419,12700,117.8113726,0.019897502,0.007505629
"'market for electricity, high voltage' (kilowatt hour, SA, None)",,0.092011583,,0.016616306,100,195,3999.132419,12700,117.8113726,0.078100765,0.014104161
"'market for electricity, high voltage' (kilowatt hour, IR, None)",,0.050539712,,0.012195417,100,195,3999.132419,12700,117.8113726,0.04289884,0.010351646
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,58.44660544,,10.67672857,100,195,3999.132419,12700,117.8113726,49.61032551,9.062561899
"'market for waste wood, untreated' (kilogram, CH, None)",,0.047988544,,0.005597374,100,195,3999.132419,12700,117.8113726,0.040733372,0.004751132
"'market for railway track' (meter-year, GLO, None)",0.063324868,0.063324868,0.033247482,0.006634663,100,195,3999.132419,12700,117.8113726,0.053751065,0.005631598
"'market for electricity, medium voltage' (kilowatt hour, JP, None)",-0.057428504,0.057428504,0.062067379,0.011680485,100,195,3999.132419,12700,117.8113726,0.048746147,0.009914565
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",6.526828946,7.237552511,6.503837828,1.187750596,100,195,3999.132419,12700,117.8113726,6.143339435,1.008179915
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",-0.129216704,0.129216704,0.143344219,0.027722286,100,195,3999.132419,12700,117.8113726,0.109681011,0.023531078
"'market for natural gas, high pressure' (cubic meter, DE, None)",,0.25573377,,0.074899675,100,195,3999.132419,12700,117.8113726,0.21707053,0.063575929
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.030665958,,0.013663065,100,195,3999.132419,12700,117.8113726,0.026029709,0.011597408
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,20.8816242,,7.748174707,100,195,3999.132419,12700,117.8113726,17.72462517,6.576762952
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,0.137947485,,0.04771221,100,195,3999.132419,12700,117.8113726,0.117091824,0.040498815
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,0.016866275,,0.007849277,100,195,3999.132419,12700,117.8113726,0.014316338,0.00666258
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,0.008498819,,0.002655105,100,195,3999.132419,12700,117.8113726,0.007213921,0.002253691
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.0148524,,0.00342472,100,195,3999.132419,12700,117.8113726,0.012606933,0.002906952
"'market for petrol, unleaded' (kilogram, IN, None)",-0.000720007,0.000841361,0.001339507,0.000239138,100,195,3999.132419,12700,117.8113726,0.000714159,0.000202984
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.152428493,,0.043744491,100,195,3999.132419,12700,117.8113726,0.129383513,0.037130958
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",,0.027811392,,0.015046269,100,195,3999.132419,12700,117.8113726,0.023606713,0.012771491
