names,mu_star,mu_star_conf,score,mu_star_local_relative,mu_star_local_relative_conf
"'market for conveyor belt' (meter, GLO, None)",2.2543694903509605e-06,5.355656000763397e-12,4.742176167859339,4.7538712408666243e-05,1.1293667318945235e-10
"'market for concrete, 30-32MPa' (cubic meter, RNA, None)",8.104824950625478e-05,1.535110716914363e-11,4.742176167859339,0.001709094024291398,3.237144008522412e-10
"'market for electricity, high voltage' (kilowatt hour, BE, None)",0.002233720179943987,0.0005467163403625817,4.742176167859339,0.04710327286200986,0.011528807049978794
"'market for sludge from steel rolling' (kilogram, GLO, None)",0.00017781956446145665,6.507541926741883e-08,4.742176167859339,0.0037497460694659516,1.3722691221063274e-06
"'market for diesel' (kilogram, RoW, None)",0.019042789158369367,0.008599647440828282,4.742176167859339,0.4015622466207419,0.181343904916764
"'market for electricity, high voltage' (kilowatt hour, JP, None)",0.002548737914631105,0.0007937803405545574,4.742176167859339,0.05374616683170648,0.01673873581362282
"'concrete, all types to generic market for concrete, normal strength' (cubic meter, BR, None)",0.0004641005697576972,0.00012536218806767066,4.742176167859339,0.009786658136051415,0.0026435582236975456
"'market for hard coal' (kilogram, RLA, None)",0.015461404107008294,0.007046907395157621,4.742176167859339,0.32604027264528457,0.1486007087404064
"'market for electricity, high voltage' (kilowatt hour, AE, None)",0.0013017588764596022,0.0006562457871969515,4.742176167859339,0.02745066463963164,0.013838494479490981
"'market for electricity, high voltage' (kilowatt hour, TW, None)",0.005898564111200087,0.005851890456922362,4.742176167859339,0.12438517470477592,0.12340095031863732
"'market for methanol' (kilogram, GLO, None)",0.018416752128571568,7.958417522624087e-08,4.742176167859339,0.38836077523634166,1.6782205554831988e-06
"'market for electricity, high voltage' (kilowatt hour, IT, None)",0.001982813867562339,0.000981413482375607,4.742176167859339,0.04181231985857243,0.020695424371351977
"'market for hot rolling, steel' (kilogram, GLO, None)",0.003317284686394273,1.312706048798751e-08,4.742176167859339,0.06995279316862084,2.7681511659051636e-07
"'market for sodium chloride, powder' (kilogram, GLO, None)",0.0031416648799679424,0.0015627853941311848,4.742176167859339,0.06624943419987113,0.03295502610643502
"'market for residual material landfill' (unit, GLO, None)",0.000363592941978097,1.0103621998916333e-06,4.742176167859339,0.007667217098394431,2.130587654544517e-05
"'market for steel, low-alloyed' (kilogram, GLO, None)",0.90401730814615,0.3909415952174014,4.742176167859339,19.063342991625547,8.243928132975203
"'market for refractory, basic, packed' (kilogram, GLO, None)",0.00038432542537956136,2.637552770873323e-10,4.742176167859339,0.008104410544348236,5.561903812746666e-09
"'market for polymer foaming' (kilogram, GLO, None)",0.0015733849055087124,0.0003871958335668243,4.742176167859339,0.03317854187224244,0.008164939889645811
"'market for clay brick' (kilogram, GLO, None)",0.010496025702178401,3.277606675933655e-08,4.742176167859339,0.22133352559351255,6.911608847743834e-07
"'market for waste polyethylene' (kilogram, RoW, None)",0.0025775078227436854,0.0015425129319460542,4.742176167859339,0.054352848386634185,0.032527533295802435
"'market for electricity, high voltage' (kilowatt hour, TR, None)",0.003861728249411155,0.001081893320775136,4.742176167859339,0.08143367333302537,0.022814279404206793
"'market for iron pellet' (kilogram, GLO, None)",0.005652247404078614,1.472772085835871e-07,4.742176167859339,0.11919100438291161,3.1056882614732e-06
"'market group for transport, freight, light commercial vehicle' (ton kilometer, GLO, None)",0.008957204838863263,0.0008680286800723921,4.742176167859339,0.18888384829673308,0.018304437653656976
"'market for electric arc furnace slag' (kilogram, RER, None)",0.011887292017981999,0.0030298539100659123,4.742176167859339,0.2506716662816015,0.06389163546055303
"'market for electricity, high voltage' (kilowatt hour, NL, None)",0.003592017865622266,0.0014800810044036715,4.742176167859339,0.07574619201133001,0.03121100844871804
"'market for electricity, low voltage' (kilowatt hour, CN-NCGC, None)",0.0002008331133539487,0.00010787494256265113,4.742176167859339,0.004235041176140164,0.002274798293951759
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",0.005918717095087378,5.323559638749842e-07,4.742176167859339,0.124810148032926,1.1225984548678092e-05
"'market for building, hall' (square meter, GLO, None)",0.0347122986479419,2.495445384690313e-07,4.742176167859339,0.7319909134377719,5.2622367798216574e-06
"'market for clay pit infrastructure' (unit, GLO, None)",0.00011208233673356549,7.398900994761209e-09,4.742176167859339,0.0023635211507581017,1.5602332627176818e-07
"'market for petroleum' (kilogram, RNA, None)",0.006955856853924353,0.002948320444174568,4.742176167859339,0.14668069273909512,0.06217230950121928
"'market for electricity, medium voltage' (kilowatt hour, BE, None)",0.005170669317562071,8.551701717694958e-08,4.742176167859339,0.10903579147073648,1.803328559502941e-06
"'market for chlorine, liquid' (kilogram, RoW, None)",0.0004411304742642175,0.0002153970943893797,4.742176167859339,0.009302279347064995,0.0045421571608676
"'market for stone wool, packed' (kilogram, GLO, None)",0.014014123813759527,2.1548517314321984e-08,4.742176167859339,0.29552094476670676,4.544014509703291e-07
"'market for diesel, low-sulfur' (kilogram, RoW, None)",0.039071538162621364,0.010025562522046304,4.742176167859339,0.8239157884397746,0.21141269676980248
"'market for concrete, 35MPa' (cubic meter, RNA, None)",0.00034016529446068144,1.6947248161360425e-06,4.742176167859339,0.007173189742848274,3.573728086320877e-05
"'market for chemical factory, organics' (unit, GLO, None)",0.0004992434008149749,4.6015460819449126e-09,4.742176167859339,0.010527727843572246,9.703448204080728e-08
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",0.0033403349700418016,0.0012616438263470995,4.742176167859339,0.07043886291448466,0.02660474393376695
"'market for waste wood, untreated' (kilogram, FR, None)",0.0002579311572242782,7.258850543409944e-05,4.742176167859339,0.005439088471078683,0.001530700312782065
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.02965835564475916,1.735551750877082e-06,4.742176167859339,0.6254165723697104,3.659821334011144e-05
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",0.004778603206902554,0.0018958245322794882,4.742176167859339,0.10076815027012502,0.039977943989695355
"'market for basic oxygen furnace slag' (kilogram, RoW, None)",0.014460277754257733,8.571976537126646e-08,4.742176167859339,0.3049291557800822,1.8076039846904537e-06
"'market for electricity, high voltage' (kilowatt hour, DZ, None)",0.0007598554730324558,0.0003136206541889168,4.742176167859339,0.01602334974779019,0.006613433223221819
"'market for building machine' (unit, GLO, None)",0.0010440118958995105,1.7111151083863897e-10,4.742176167859339,0.022015459969105006,3.6082908939226578e-09
"'market group for electricity, high voltage' (kilowatt hour, RLA, None)",0.001330893627261042,0.0004359691891520886,4.742176167859339,0.028065039765526455,0.009193441443759966
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.004107866730598086,1.1867466369706276e-07,4.742176167859339,0.08662408533954602,2.502535955989876e-06
"'market for magnesium oxide' (kilogram, GLO, None)",0.002424113863233268,5.291753828866453e-07,4.742176167859339,0.051118173965425145,1.1158914476294538e-05
"'market for cumene' (kilogram, GLO, None)",0.0003379400117694331,1.8297590060740484e-09,4.742176167859339,0.007126264394390526,3.8584796121144914e-08
"'market for aluminium, cast alloy' (kilogram, GLO, None)",0.05287017810423746,0.013176242138180671,4.742176167859339,1.1148927461314357,0.27785222800207665
"'market group for electricity, medium voltage' (kilowatt hour, BR, None)",0.0014506511736369187,0.00040698717164210996,4.742176167859339,0.03059041086387467,0.008582287060538023
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",0.006416682113841074,0.002386318124574793,4.742176167859339,0.1353109181672941,0.050321161426864464
"'market group for heavy fuel oil' (kilogram, RER, None)",0.0014061116980959242,1.540586002941591e-08,4.742176167859339,0.029651190683847074,3.2486899440453e-07
"'market for cast iron' (kilogram, GLO, None)",0.0007223255389154249,1.517265801595718e-08,4.742176167859339,0.015231942326627843,3.199513784154977e-07
"'market group for cement, unspecified' (kilogram, GLO, None)",0.0021543053112047738,0.0008559001113696168,4.742176167859339,0.045428622534224555,0.01804867809784422
"'market for electricity, high voltage' (kilowatt hour, PL, None)",0.006255296051171323,0.003094853678361654,4.742176167859339,0.1319077113492184,0.06526230930300296
"'market for wastewater, average' (cubic meter, RoW, None)",0.00242345707895657,6.504640610198233e-08,4.742176167859339,0.05110432411562096,1.3716573108954083e-06
"'market for electricity, high voltage' (kilowatt hour, KR, None)",0.007494621882321109,0.0022562973006554645,4.742176167859339,0.15804182757099575,0.04757936484831135
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",0.015526582630390195,8.228130689169995e-07,4.742176167859339,0.32741471596149146,1.7350959555102837e-05
"'market for waste mineral oil' (kilogram, RoW, None)",0.0027080620886468453,0.0009963550481688834,4.742176167859339,0.057105893851035254,0.021010502623706767
"'market for electricity, high voltage' (kilowatt hour, IN-Eastern grid, None)",0.008580830926939039,0.004582835948177774,4.742176167859339,0.18094711421934592,0.09663993461985845
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",0.004022290580541599,0.001527898308616585,4.742176167859339,0.08481950982342559,0.03221934939853346
"'cement, all types to generic market for cement, unspecified' (kilogram, RoW, None)",0.0050344442644852045,0.0019492976420383548,4.742176167859339,0.10616316404706236,0.041105550975730314
"'market for electricity, medium voltage' (kilowatt hour, US-NPCC, None)",0.003163222686914913,7.863119360268003e-08,4.742176167859339,0.06670403154471632,1.6581246840978256e-06
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",0.019417563579740706,0.00984026804525001,4.742176167859339,0.4094652516569407,0.20750532449518835
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",0.00018119013222381853,6.000598582737123e-05,4.742176167859339,0.003820822462308679,0.0012653681285412575
"'market group for electricity, high voltage' (kilowatt hour, RER, None)",0.002852606947163627,8.895599850400437e-07,4.742176167859339,0.06015396404919558,1.875847614158964e-05
"'market for building, multi-storey' (cubic meter, GLO, None)",0.00018967263061404617,1.4829187298782852e-08,4.742176167859339,0.003999696002429748,3.127084860172304e-07
"'market for petroleum' (kilogram, RoW, None)",0.034311720859353086,0.015102458248674866,4.742176167859339,0.723543783377447,0.31847105029613976
"'market for explosive, tovex' (kilogram, GLO, None)",0.0025391767083687176,1.7133943216648052e-07,4.742176167859339,0.05354454618489902,3.6130971541663478e-06
"'market for anode, prebake, for aluminium electrolysis' (kilogram, GLO, None)",0.0001758344441406656,0.00011641143281524252,4.742176167859339,0.003707885112586167,0.0024548103801844143
"'market for natural gas, high pressure' (cubic meter, CN, None)",0.0002047369669534005,1.2124749197104428e-09,4.742176167859339,0.004317363162107506,2.556790125023476e-08
"'market for electricity, high voltage' (kilowatt hour, US-RFC, None)",0.0017499899933303142,0.0008131764232226239,4.742176167859339,0.036902677829454736,0.017147748089453605
"'market for diesel' (kilogram, BR, None)",0.022595834988449793,1.3392180769984157e-06,4.742176167859339,0.47648662109172035,2.8240580476008566e-05
"'market for sulfate pulp, unbleached' (kilogram, RoW, None)",9.346456283834125e-05,5.967885176898374e-11,4.742176167859339,0.001970921356144641,1.2584697332305836e-09
"'market for aluminium oxide, metallurgical' (kilogram, IAI Area, EU27 & EFTA, None)",0.00030686668821919836,0.0001511143771872863,4.742176167859339,0.006471009877258962,0.003186604036591511
"'market for concrete, 35MPa' (cubic meter, RoW, None)",0.009574428892322562,0.0031022852916373195,4.742176167859339,0.2018994772318749,0.06541902244508388
"'market for electricity, high voltage' (kilowatt hour, FI, None)",0.0016696416070767432,0.0010019926418772427,4.742176167859339,0.03520834207706026,0.021129384620258665
"'market for packaging film, low density polyethylene' (kilogram, GLO, None)",0.00016177068814102747,2.558242714317141e-12,4.742176167859339,0.0034113175557974307,5.394659801244699e-11
"'market for waste wood, untreated' (kilogram, BR, None)",0.0036977263644017316,0.0015911862242923424,4.742176167859339,0.07797530571435769,0.03355392477986786
"'market for sodium hydroxide, without water, in 50% solution state' (kilogram, GLO, None)",0.0022520283950334895,0.0005017165093897767,4.742176167859339,0.04748934487708152,0.010579879186906211
"'market for basic oxygen furnace slag' (kilogram, RER, None)",0.006418776393015158,2.5289258271505038e-08,4.742176167859339,0.1353550809967621,5.332838211052972e-07
"'market for electricity, high voltage' (kilowatt hour, KZ, None)",0.008580174229962113,0.003811219941140448,4.742176167859339,0.1809332662104639,0.08036858619828262
"'market for nitrogen, liquid' (kilogram, RoW, None)",0.008464871863984303,1.6598686662243496e-08,4.742176167859339,0.17850184312754924,3.500225650565887e-07
"'market for building, hall, steel construction' (square meter, GLO, None)",0.07136683596241786,7.26021275457581e-06,4.742176167859339,1.5049385226579106,0.00015309875672234118
