scenario,method,iteration,score,category,runtime,runs
fu,climate change,0,10.049647855220055,M0,2.698827028274536,1500
fu,climate change,1,10.012014183931765,M0,2.698827028274536,1500
fu,climate change,2,10.011952546570225,M0,2.698827028274536,1500
fu,climate change,3,10.033547347520573,M0,2.698827028274536,1500
fu,climate change,4,10.002627443687343,M0,2.698827028274536,1500
fu,climate change,5,10.002613895992036,M0,2.698827028274536,1500
fu,climate change,6,10.043068451978515,M0,2.698827028274536,1500
fu,climate change,7,10.043291228815166,M0,2.698827028274536,1500
fu,climate change,8,10.005802206389408,M0,2.698827028274536,1500
fu,climate change,9,10.043179839479166,M0,2.698827028274536,1500
fu,climate change,10,10.043402619986466,M0,2.698827028274536,1500
fu,climate change,11,10.005817164985341,M0,2.698827028274536,1500
fu,climate change,12,10.049647855220055,M0,2.698827028274536,1500
fu,climate change,13,10.012014183931765,M0,2.698827028274536,1500
fu,climate change,14,10.011952546570225,M0,2.698827028274536,1500
fu,climate change,15,10.01196795522284,M0,2.698827028274536,1500
fu,climate change,16,10.01190632337455,M0,2.698827028274536,1500
fu,climate change,17,10.049202593133952,M0,2.698827028274536,1500
fu,climate change,18,10.002630831758989,M0,2.698827028274536,1500
fu,climate change,19,10.033590401014113,M0,2.698827028274536,1500
fu,climate change,20,10.033418189791611,M0,2.698827028274536,1500
fu,climate change,21,10.021854046368116,M0,2.698827028274536,1500
fu,climate change,22,10.021741839725362,M0,2.698827028274536,1500
fu,climate change,23,10.052503081862845,M0,2.698827028274536,1500
fu,climate change,24,10.002617282225799,M0,2.698827028274536,1500
fu,climate change,25,10.002630831758989,M0,2.698827028274536,1500
fu,climate change,26,10.033590401014113,M0,2.698827028274536,1500
fu,climate change,27,10.033289036194992,M0,2.698827028274536,1500
fu,climate change,28,10.002607124900702,M0,2.698827028274536,1500
fu,climate change,29,10.002620668924779,M0,2.698827028274536,1500
fu,climate change,30,10.033547347520573,M0,2.698827028274536,1500
fu,climate change,31,10.002627443687343,M0,2.698827028274536,1500
fu,climate change,32,10.002613895992036,M0,2.698827028274536,1500
fu,climate change,33,10.00577977193637,M0,2.698827028274536,1500
fu,climate change,34,10.0431241454993,M0,2.698827028274536,1500
fu,climate change,35,10.043346924171267,M0,2.698827028274536,1500
fu,climate change,36,10.043179839479166,M0,2.698827028274536,1500
fu,climate change,37,10.043402619986466,M0,2.698827028274536,1500
fu,climate change,38,10.005817164985341,M0,2.698827028274536,1500
fu,climate change,39,10.021797942129067,M0,2.698827028274536,1500
fu,climate change,40,10.0526385151147,M0,2.698827028274536,1500
fu,climate change,41,10.052367650446673,M0,2.698827028274536,1500
fu,climate change,42,10.01193713838218,M0,2.698827028274536,1500
fu,climate change,43,10.011998773902532,M0,2.698827028274536,1500
fu,climate change,44,10.049647855220055,M0,2.698827028274536,1500
fu,climate change,45,10.01190632337455,M0,2.698827028274536,1500
fu,climate change,46,10.049202593133952,M0,2.698827028274536,1500
fu,climate change,47,10.049457028614594,M0,2.698827028274536,1500
fu,climate change,48,10.002627443687343,M0,2.698827028274536,1500
fu,climate change,49,10.033547347520573,M0,2.698827028274536,1500
fu,climate change,50,10.033375138132621,M0,2.698827028274536,1500
fu,climate change,51,10.033590401014113,M0,2.698827028274536,1500
fu,climate change,52,10.002630831758989,M0,2.698827028274536,1500
fu,climate change,53,10.002617282225799,M0,2.698827028274536,1500
fu,climate change,54,10.043179839479166,M0,2.698827028274536,1500
fu,climate change,55,10.005787249628606,M0,2.698827028274536,1500
fu,climate change,56,10.005817164985341,M0,2.698827028274536,1500
fu,climate change,57,10.049393419745138,M0,2.698827028274536,1500
fu,climate change,58,10.011952546570225,M0,2.698827028274536,1500
fu,climate change,59,10.012014183931765,M0,2.698827028274536,1500
fu,climate change,60,10.052706232428783,M0,2.698827028274536,1500
fu,climate change,61,10.052435365925204,M0,2.698827028274536,1500
fu,climate change,62,10.021713789210093,M0,2.698827028274536,1500
fu,climate change,63,10.01190632337455,M0,2.698827028274536,1500
fu,climate change,64,10.01196795522284,M0,2.698827028274536,1500
fu,climate change,65,10.049457028614594,M0,2.698827028274536,1500
fu,climate change,66,10.005802206389408,M0,2.698827028274536,1500
fu,climate change,67,10.043291228815166,M0,2.698827028274536,1500
fu,climate change,68,10.043068451978515,M0,2.698827028274536,1500
fu,climate change,69,10.01193713838218,M0,2.698827028274536,1500
fu,climate change,70,10.049329810875207,M0,2.698827028274536,1500
fu,climate change,71,10.049647855220055,M0,2.698827028274536,1500
fu,climate change,72,10.052503081862845,M0,2.698827028274536,1500
fu,climate change,73,10.052773950201967,M0,2.698827028274536,1500
fu,climate change,74,10.021854046368116,M0,2.698827028274536,1500
fu,climate change,75,10.011983364333657,M0,2.698827028274536,1500
fu,climate change,76,10.049647855220055,M0,2.698827028274536,1500
fu,climate change,77,10.049266202004809,M0,2.698827028274536,1500
fu,climate change,78,10.021854046368116,M0,2.698827028274536,1500
fu,climate change,79,10.021741839725362,M0,2.698827028274536,1500
fu,climate change,80,10.052503081862845,M0,2.698827028274536,1500
fu,climate change,81,10.043458316261074,M0,2.698827028274536,1500
fu,climate change,82,10.005824644972785,M0,2.698827028274536,1500
fu,climate change,83,10.005794727778767,M0,2.698827028274536,1500
fu,climate change,84,10.033375138132621,M0,2.698827028274536,1500
