names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu
Civil engineering,,0.0008137489513800333,,0.00030421238149850466,10,241,39.38881278038025,190,1.1379437127026928,0.07151047475338872,0.0267335174932317,17,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of chemicals and chemical products,,0.6456628125797377,,0.14511514916572502,10,241,39.38881278038025,190,1.1379437127026928,56.73943318745047,12.752401331087526,11,_market_for_oxygen__liquid___kilogram__RoW__None_
Mining of metal ores,,0.00013680989884595483,,7.64793622209609e-05,10,241,39.38881278038025,190,1.1379437127026928,0.012022554131523968,0.0067208387697241445,10,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of coke and refined petroleum products,,0.040303182060417816,,0.015411886503853727,10,241,39.38881278038025,190,1.1379437127026928,3.5417553267810624,1.3543628152968534,9,_market_for_oxygen__liquid___kilogram__RoW__None_
Land transport and transport via pipelines,,0.014176824692871176,,0.00816234847311712,10,241,39.38881278038025,190,1.1379437127026928,1.2458282896260542,0.7172892984074752,7,_market_for_oxygen__liquid___kilogram__RoW__None_
"Waste collection, treatment, and disposal activities",,0.010260037151016269,,0.005880157985595601,10,241,39.38881278038025,190,1.1379437127026928,0.9016295829472962,0.5167353991200347,7,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of basic metals,,0.003005337238729144,,0.0016895065682480269,10,241,39.38881278038025,190,1.1379437127026928,0.264102451218019,0.14847013515592394,6,_market_for_oxygen__liquid___kilogram__RoW__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.0065330706883677155,,0.00261525189301528,10,241,39.38881278038025,190,1.1379437127026928,0.5741119367715679,0.22982260579513913,2,_market_for_oxygen__liquid___kilogram__RoW__None_
Extraction of crude petroleum and natural gas,,7.320446893781391e-05,,4.983446015227925e-05,10,241,39.38881278038025,190,1.1379437127026928,0.00643304832397627,0.004379343160473118,2,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of other non-metallic mineral products,,0.00018543844673791094,,9.673975200643906e-05,10,241,39.38881278038025,190,1.1379437127026928,0.01629592436496548,0.008501277429326944,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Mining of coal and lignite,,0.00391378948977349,,0.0018869719564839405,10,241,39.38881278038025,190,1.1379437127026928,0.343935244431201,0.1658229607861935,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Unknown,6.215389454013176e-05,6.215389454013176e-05,2.839825036673303e-05,1.77807593996994e-05,10,241,39.38881278038025,190,1.1379437127026928,0.005461948060024172,0.001562534174688562,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Construction of buildings,2.0700935177975222e-07,1.6528298377477268e-06,2.9847560157014106e-06,1.5251667034488902e-06,10,241,39.38881278038025,190,1.1379437127026928,0.00014524706444593336,0.00013402830794033888,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of other transport equipment,-1.5367897232171356e-05,1.5367897232171356e-05,6.2875182420789336e-06,3.4201825151360742e-06,10,241,39.38881278038025,190,1.1379437127026928,0.001350497134491087,0.00030055814509602686,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Forestry and logging,,0.00047303041838782367,,0.0003747843520335215,10,241,39.38881278038025,190,1.1379437127026928,0.041568876659491764,0.032935227625923914,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Specialized construction activities,3.253116810486567e-07,3.806847937104507e-07,1.0870923083351857e-06,6.543299059196986e-07,10,241,39.38881278038025,190,1.1379437127026928,3.345374551139254e-05,5.750107835875477e-05,1,_market_for_oxygen__liquid___kilogram__RoW__None_
Manufacture of food products,1.2412970912925591e-05,1.2412970912925591e-05,1.9010862060764606e-05,1.042976157986462e-05,10,241,39.38881278038025,190,1.1379437127026928,0.0010908246844164157,0.000916544593852822,1,_market_for_oxygen__liquid___kilogram__RoW__None_
"Crop and animal production, hunting and related service activities",,77.74294615853705,,38.37157638474682,10,214,65.10870862007141,200,33261.90457350254,0.23372968913051803,0.11536193395045333,110,_market_for_lorry__28_metric_ton___unit__RER__None_
"Electricity, gas, steam and air conditioning supply",,3315.9019345463553,,1370.3936183367177,10,214,65.10870862007141,200,33261.90457350254,9.96906814887535,4.120009470018188,26,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of food products,,34.18191828298141,,13.990349252176912,10,214,65.10870862007141,200,33261.90457350254,0.10276596821882465,0.04206117909231829,13,_market_for_lorry__28_metric_ton___unit__RER__None_
Mining of metal ores,,664.0260170741019,,347.91292366664777,10,214,65.10870862007141,200,33261.90457350254,1.996355968151882,1.0459801629754115,11,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of coke and refined petroleum products,,325.6038686181434,,78.53636450949139,10,214,65.10870862007141,200,33261.90457350254,0.9789092741175425,0.23611505569664787,9,_market_for_lorry__28_metric_ton___unit__RER__None_
Civil engineering,,60.77516083959536,,31.581253570093175,10,214,65.10870862007141,200,33261.90457350254,0.18271702002299267,0.09494721957458736,7,_market_for_lorry__28_metric_ton___unit__RER__None_
Land transport and transport via pipelines,,375.0655691214801,,154.181820313853,10,214,65.10870862007141,200,33261.90457350254,1.1276130273678582,0.46353876090631013,7,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of basic metals,,5419.477008526984,,2017.8742986130962,10,214,65.10870862007141,200,33261.90457350254,16.293345429306253,6.066622836205829,5,_market_for_lorry__28_metric_ton___unit__RER__None_
"Waste collection, treatment, and disposal activities",,610.6001627527229,,232.89942625742708,10,214,65.10870862007141,200,33261.90457350254,1.8357342148084501,0.700198708533852,5,_market_for_lorry__28_metric_ton___unit__RER__None_
"Wholesale trade, except of motor vehicles and motorcycles",,353.3953202484257,,144.1723956922252,10,214,65.10870862007141,200,33261.90457350254,1.0624626724771236,0.433446002388803,5,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of electrical equipment,,9.10240226460601,,2.064525437822043,10,214,65.10870862007141,200,33261.90457350254,0.027365848051459037,0.006206876798831019,4,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of chemicals and chemical products,,1115.645566066185,,457.620674150818,10,214,65.10870862007141,200,33261.90457350254,3.3541241259977115,1.3758101949320507,3,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of other non-metallic mineral products,,29.911079292677538,,10.153176518301676,10,214,65.10870862007141,200,33261.90457350254,0.08992593682234788,0.03052494031382078,2,_market_for_lorry__28_metric_ton___unit__RER__None_
Water transport,-15.58087705210528,15.58087705210528,3.801357354643487,1.9212467635783774,10,214,65.10870862007141,200,33261.90457350254,0.04684300929814309,0.005776117718493191,2,_market_for_lorry__28_metric_ton___unit__RER__None_
Mining of coal and lignite,,460.2328502149788,,313.9697922479804,10,214,65.10870862007141,200,33261.90457350254,1.3836635517907607,0.9439320937084836,1,_market_for_lorry__28_metric_ton___unit__RER__None_
Manufacture of rubber and plastic products,,67.10248682934562,,38.44778671188395,10,214,65.10870862007141,200,33261.90457350254,0.20173976111639,0.11559105590878473,1,_market_for_lorry__28_metric_ton___unit__RER__None_
Construction of buildings,,4.223508272286926,,2.6308986806486563,10,214,65.10870862007141,200,33261.90457350254,0.01269773431931346,0.007909645326637463,1,_market_for_lorry__28_metric_ton___unit__RER__None_
Specialized construction activities,-2.196493369410746e-08,2.6984253054251894e-08,7.564288548876965e-08,4.229388317720587e-08,10,214,65.10870862007141,200,33261.90457350254,8.112660234058991e-11,1.271541233718122e-10,1,_market_for_lorry__28_metric_ton___unit__RER__None_
Other mining and quarrying,,76.98668679085495,,30.720970056738967,10,214,65.10870862007141,200,33261.90457350254,0.23145603890699906,0.09236082674956694,1,_market_for_lorry__28_metric_ton___unit__RER__None_
"Electricity, gas, steam and air conditioning supply",,0.0003839485439640248,,0.00011041007292270888,10,234,40.42175006866455,220,0.09600239417173351,0.3999364258324641,0.11500762441945173,112,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.003717747276432604,,0.0012823231965561018,10,234,40.42175006866455,220,0.09600239417173351,3.872556834136997,1.3357200178385376,19,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Mining of metal ores,,2.3471473945858165e-05,,1.2671224260121266e-05,10,234,40.42175006866455,220,0.09600239417173351,0.024448842290194672,0.013198862767374734,18,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of coke and refined petroleum products,,0.022040409031897773,,0.009547653116538246,10,234,40.42175006866455,220,0.09600239417173351,22.95818684737265,9.945223969580347,17,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Land transport and transport via pipelines,,0.0002413251483604615,,9.204958356092898e-05,10,234,40.42175006866455,220,0.09600239417173351,0.2513740937843362,0.09588259163231537,17,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
"Waste collection, treatment, and disposal activities",,0.0006687902367746521,,0.0006310254158300258,10,234,40.42175006866455,220,0.09600239417173351,0.6966391229559228,0.6573017488514072,10,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,-8.01963424461663e-07,8.949333020504685e-07,1.601113842801585e-06,8.185511580907619e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0009321989412572051,0.0008526361922042276,9,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of chemicals and chemical products,,0.0003737224759361203,,0.00012989873457642089,10,234,40.42175006866455,220,0.09600239417173351,0.3892845372872559,0.13530780736994125,8,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
"Manufacture of motor vehicles, trailers, and semi-trailers",6.650634861160576e-07,6.650634861160576e-07,2.3384922717815876e-07,1.256545464472181e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0006927571878325881,0.00013088688832326562,4,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Civil engineering,,2.4796634058820226e-05,,1.0773632212694407e-05,10,234,40.42175006866455,220,0.09600239417173351,0.025829182983148173,0.011222253679863481,4,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Extraction of crude petroleum and natural gas,,8.537346710447979e-07,,4.180778584452555e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0008892847708751909,0.0004354869084799891,4,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Water transport,-1.185130276307525e-06,1.185130276307525e-06,3.928375322091199e-07,2.1259052060174418e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0012344799174357146,0.0002214429363307882,3,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of basic metals,,0.0003202858508934334,,0.0001180283805881215,10,234,40.42175006866455,220,0.09600239417173351,0.3336227743659094,0.12294316366421747,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of other non-metallic mineral products,,7.138277317068897e-06,,3.588650232071992e-06,10,234,40.42175006866455,220,0.09600239417173351,0.007435520102029558,0.003738084099915726,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of machinery and equipment,8.964780675194822e-07,8.964780675194822e-07,5.303339996991392e-07,2.929593931977752e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0009338080318245199,0.00030515842414691863,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Construction of buildings,,1.8567556074888108e-06,,8.84785104322806e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0019340721900824275,0.000921628165585185,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of other transport equipment,-7.459768843712244e-07,7.459768843712244e-07,8.24609583018643e-07,4.064657531355102e-07,10,234,40.42175006866455,220,0.09600239417173351,0.0007770398757314184,0.000423391267105699,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Mining of coal and lignite,,1.3065940208190421e-05,,4.941913196117233e-06,10,234,40.42175006866455,220,0.09600239417173351,0.013610014959436808,0.005147697866031248,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Specialized construction activities,3.0892489712164294e-10,3.089748731172071e-10,9.735974386646772e-10,5.344550594620091e-10,10,234,40.42175006866455,220,0.09600239417173351,3.2184079968307724e-07,5.567101363180082e-07,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of electrical equipment,-7.299132495641736e-09,7.417313674373816e-09,2.3288573759701406e-08,1.3335149052986281e-08,10,234,40.42175006866455,220,0.09600239417173351,7.72617572547762e-06,1.3890433845984873e-05,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
Manufacture of fabricated metal products,-2.827318466475798e-07,2.284223133299998e-06,3.1229808953042824e-06,1.2801553060668075e-06,10,234,40.42175006866455,220,0.09600239417173351,0.0023793397581459005,0.001333461854895834,1,_market_for_diesel__burned_in_diesel_electric_generating_set__10MW__for_oil_and_gas_extraction___megajoule__GLO__None_
"Electricity, gas, steam and air conditioning supply",,0.0005603403300346941,,0.0002977390587711895,10,227,39.74982213973999,240,0.01274837804943293,4.395385262830506,2.3355054079560613,111,_market_for_gravel__round___kilogram__RoW__None_
Mining of metal ores,,1.7969337654165275e-05,,9.620539993039014e-06,10,227,39.74982213973999,240,0.01274837804943293,0.14095391260352985,0.07546481564740663,23,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of coke and refined petroleum products,,0.0012342741238472361,,0.0004977490525681779,10,227,39.74982213973999,240,0.01274837804943293,9.681813004456194,3.904410824954463,20,_market_for_gravel__round___kilogram__RoW__None_
Land transport and transport via pipelines,,0.005257566992281288,,0.0020881628692922464,10,227,39.74982213973999,240,0.01274837804943293,41.24106589790969,16.379831702473957,18,_market_for_gravel__round___kilogram__RoW__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,5.519308117779478e-05,,2.911044210213744e-05,10,227,39.74982213973999,240,0.01274837804943293,0.43294198653176796,0.22834624129641592,14,_market_for_gravel__round___kilogram__RoW__None_
"Waste collection, treatment, and disposal activities",,2.4013245312972872e-05,,1.0116527440276705e-05,10,227,39.74982213973999,240,0.01274837804943293,0.18836314094121978,0.07935540820211796,6,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of other non-metallic mineral products,,3.129284414124677e-05,,1.588574724039555e-05,10,227,39.74982213973999,240,0.01274837804943293,0.24546529778067516,0.1246099478600117,6,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of basic metals,,0.00035405839680082937,,0.0001133783985706466,10,227,39.74982213973999,240,0.01274837804943293,2.7772819054152422,0.8893554782499558,5,_market_for_gravel__round___kilogram__RoW__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.00044755486311178063,,0.0002940263833477295,10,227,39.74982213973999,240,0.01274837804943293,3.5106808205431963,2.3063826802720864,3,_market_for_gravel__round___kilogram__RoW__None_
"Manufacture of motor vehicles, trailers, and semi-trailers",1.5888440568607564e-05,1.5888440568607564e-05,1.3939363366990871e-05,8.68731305588214e-06,10,227,39.74982213973999,240,0.01274837804943293,0.12463107469043334,0.06814445745330376,3,_market_for_gravel__round___kilogram__RoW__None_
Civil engineering,,0.0003786094513093388,,9.587436187720997e-05,10,227,39.74982213973999,240,0.01274837804943293,2.969863694355848,0.7520514492545554,2,_market_for_gravel__round___kilogram__RoW__None_
Extraction of crude petroleum and natural gas,,1.5017048139710084e-06,,8.290219468551349e-07,10,227,39.74982213973999,240,0.01274837804943293,0.011779575473429007,0.006502960169839106,2,_market_for_gravel__round___kilogram__RoW__None_
Mining of coal and lignite,,4.3445245751644656e-05,,2.746312832556172e-05,10,227,39.74982213973999,240,0.01274837804943293,0.3407903780636406,0.21542448944541087,2,_market_for_gravel__round___kilogram__RoW__None_
Unknown,1.0726036535519714e-05,1.0726036535519714e-05,3.880933176479584e-06,2.0886620653813007e-06,10,227,39.74982213973999,240,0.01274837804943293,0.08413647990300088,0.016383747464048637,2,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of machinery and equipment,,8.377535558006052e-06,,4.265929826866755e-06,10,227,39.74982213973999,240,0.01274837804943293,0.06571452090235667,0.03346252998087479,2,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of rubber and plastic products,,1.0300935459752608e-05,,2.850288103713051e-06,10,227,39.74982213973999,240,0.01274837804943293,0.08080192962437925,0.022358045020792562,1,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of chemicals and chemical products,,8.978550891561799e-05,,4.109232093517347e-05,10,227,39.74982213973999,240,0.01274837804943293,0.704289663888747,0.32233371787245774,1,_market_for_gravel__round___kilogram__RoW__None_
Construction of buildings,,2.4708303764715616e-05,,5.066746486734413e-06,10,227,39.74982213973999,240,0.01274837804943293,0.19381527335404589,0.03974424406844281,1,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of other transport equipment,-2.8274886255465723e-06,2.8274886255465723e-06,8.576671675052112e-07,5.592611046140445e-07,10,227,39.74982213973999,240,0.01274837804943293,0.02217920283335451,0.004386919672804349,1,_market_for_gravel__round___kilogram__RoW__None_
Specialized construction activities,-1.760404808037741e-11,1.7670253281421022e-11,5.567135628152436e-11,3.0644891230579494e-11,10,227,39.74982213973999,240,0.01274837804943293,1.3860785437098822e-07,2.4038266759701743e-07,1,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of electrical equipment,-8.560283817219197e-08,1.1386809672152622e-07,1.1267778064001642e-07,4.6793112489193916e-08,10,227,39.74982213973999,240,0.01274837804943293,0.0008931967367142151,0.0003670514971218269,1,_market_for_gravel__round___kilogram__RoW__None_
"Crop and animal production, hunting and related service activities",,2.2164773649508385e-05,,9.301159003595524e-06,10,227,39.74982213973999,240,0.01274837804943293,0.17386347944469935,0.07295954801096642,1,_market_for_gravel__round___kilogram__RoW__None_
Manufacture of fabricated metal products,,2.138669415749535e-06,,9.851781647024375e-07,10,227,39.74982213973999,240,0.01274837804943293,0.01677601187740637,0.00772787064269921,1,_market_for_gravel__round___kilogram__RoW__None_
"Electricity, gas, steam and air conditioning supply",,0.006211518086670371,,0.002813191918544815,10,216,39.49751281738281,210,0.15171542356328005,4.0941902548751505,1.854255719341179,107,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Construction of buildings,,2.848642207659638e-05,,1.0972683337874352e-05,10,216,39.49751281738281,210,0.15171542356328005,0.018776220246793023,0.0072324112342458564,26,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Mining of metal ores,,0.0003380901753648345,,0.00020105334259214357,10,216,39.49751281738281,210,0.15171542356328005,0.22284496027117381,0.13252004171367904,16,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of coke and refined petroleum products,,0.05055125330083521,,0.016784661535734356,10,216,39.49751281738281,210,0.15171542356328005,33.31978523577758,11.063253255021579,11,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Land transport and transport via pipelines,,0.38668946537785054,,0.1446048351855589,10,216,39.49751281738281,210,0.15171542356328005,254.87815035269867,95.31320665314206,10,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of basic metals,,0.004574881603573162,,0.0017212490932549398,10,216,39.49751281738281,210,0.15171542356328005,3.015436068479216,1.134524791763846,10,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
"Waste collection, treatment, and disposal activities",,0.0003318023272726915,,0.0001710151592336554,10,216,39.49751281738281,210,0.15171542356328005,0.21870045871394067,0.11272101096717138,6,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of chemicals and chemical products,,0.003725278100260941,,0.002210029811927276,10,216,39.49751281738281,210,0.15171542356328005,2.4554379592837763,1.4566942239761662,5,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Specialized construction activities,,5.519790495042351e-05,,2.081190281153204e-05,10,216,39.49751281738281,210,0.15171542356328005,0.036382527006162055,0.01371772382974066,5,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.011327157645661518,,0.005907170065396606,10,216,39.49751281738281,210,0.15171542356328005,7.466055447511567,3.893585719010792,3,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Civil engineering,,0.009586643770585745,,0.0021346689393469437,10,216,39.49751281738281,210,0.15171542356328005,6.318832683868285,1.4070217049860982,3,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Extraction of crude petroleum and natural gas,,8.844937585929248e-06,,4.434174426998134e-06,10,216,39.49751281738281,210,0.15171542356328005,0.005829952801232533,0.0029226919207384697,3,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of other non-metallic mineral products,,0.00047978354472976424,,0.00025562771140297724,10,216,39.49751281738281,210,0.15171542356328005,0.3162391360491097,0.16849157811325338,2,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Mining of coal and lignite,,0.0008108748782491296,,0.000531332051943606,10,216,39.49751281738281,210,0.15171542356328005,0.5344709583273951,0.35021624002650525,2,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of machinery and equipment,5.0964525092317414e-05,5.0964525092317414e-05,1.7330585620868153e-05,1.1023738009638835e-05,10,216,39.49751281738281,210,0.15171542356328005,0.03359218456194749,0.007266062837072638,2,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of rubber and plastic products,,0.00010422962961353436,,7.228905849604884e-05,10,216,39.49751281738281,210,0.15171542356328005,0.06870074720521772,0.04764779796162075,1,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Other mining and quarrying,,0.0006616808232905412,,0.0002717065168425394,10,216,39.49751281738281,210,0.15171542356328005,0.43613286490582553,0.1790895813102426,1,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.0005255795641111651,,0.0004808009856396689,10,216,39.49751281738281,210,0.15171542356328005,0.3464246098169099,0.31690976062109355,1,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of electrical equipment,-5.896667965862856e-06,5.896667965862856e-06,3.827233889110437e-06,2.0716400955415108e-06,10,216,39.49751281738281,210,0.15171542356328005,0.0038866634830989175,0.0013654775809114992,1,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
Manufacture of wood and products of wood and cork,,2.877388730364375e-05,,2.5558089370884047e-05,10,216,39.49751281738281,210,0.15171542356328005,0.018965696847323008,0.016846071922426428,1,_transport__freight__lorry__all_sizes__EURO4_to_generic_market_for_transport__freight__lorry__unspecified___ton_kilometer__RoW__None_
"Electricity, gas, steam and air conditioning supply",,0.00423906348569679,,0.0012950659682403555,10,254,36.279454469680786,210,0.02192902724949104,19.330832314028775,5.905715531774959,154,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Mining of metal ores,,9.417589959361268e-05,,6.181057226772211e-05,10,254,36.279454469680786,210,0.02192902724949104,0.4294577161228091,0.28186645747889566,18,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Manufacture of coke and refined petroleum products,,0.0009245983085988109,,0.00040427639101421137,10,254,36.279454469680786,210,0.02192902724949104,4.216321581798711,1.8435673703839024,13,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Land transport and transport via pipelines,,0.00014636963185701404,,5.186206921524297e-05,10,254,36.279454469680786,210,0.02192902724949104,0.6674697887495725,0.23649963413879502,12,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
"Waste collection, treatment, and disposal activities",,0.0002661920900381674,,0.00013651115443574888,10,254,36.279454469680786,210,0.02192902724949104,1.2138800641252592,0.6225134972136861,11,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Manufacture of basic metals,,0.0007669210431612748,,0.0003784698372037304,10,254,36.279454469680786,210,0.02192902724949104,3.497287109162923,1.7258852063878687,9,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
"Wholesale trade, except of motor vehicles and motorcycles",,0.0003928364071273673,,0.00015014898044431326,10,254,36.279454469680786,210,0.02192902724949104,1.7913991471577235,0.6847042449080732,9,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Manufacture of chemicals and chemical products,,8.349366149380032e-05,,4.900323249031884e-05,10,254,36.279454469680786,210,0.02192902724949104,0.3807449393166228,0.22346286468979681,9,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Civil engineering,,7.215945457023213e-05,,3.735642214198104e-05,10,254,36.279454469680786,210,0.02192902724949104,0.32905907658036637,0.17035147850823187,6,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Extraction of crude petroleum and natural gas,,5.178773498340028e-06,,3.3498061637066077e-06,10,254,36.279454469680786,210,0.02192902724949104,0.023616065771728315,0.015275671490555308,3,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Water transport,-2.1635403783797514e-06,2.1635403783797514e-06,9.92583801533383e-07,6.163300411384571e-07,10,254,36.279454469680786,210,0.02192902724949104,0.009866102831487731,0.002810567172571514,1,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Manufacture of other non-metallic mineral products,,1.088542679088807e-05,,3.920069899291696e-06,10,254,36.279454469680786,210,0.02192902724949104,0.04963935092533899,0.017876168672199898,1,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
Mining of coal and lignite,,0.0002479222164338756,,0.0002951868370147742,10,254,36.279454469680786,210,0.02192902724949104,1.1305664114199583,1.3461009175481111,1,_market_for_transport__pipeline__onshore__petroleum___ton_kilometer__RoW__None_
