names,mu,mu_star,sigma,mu_star_conf
"'market for electricity, high voltage' (kilowatt hour, RS, None)",,31.18786640495601,,24.010513020493587
"'market for electricity, high voltage' (kilowatt hour, BD, None)",,74.90515143772518,,58.68468601988243
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-223.03581571029935,223.03581571029935,505.92258870528485,294.0648164784609
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",,1186.6447471028287,,1121.7926023888203
"'market for aluminium, primary, ingot' (kilogram, IAI Area, EU27 & EFTA, None)",,124.9808661365216,,135.07617508970688
"'market for electricity, medium voltage' (kilowatt hour, CZ, None)",-32.06476561905438,32.06476561905438,27.009721810021897,15.204073571470554
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",31.684877579974636,31.684877579974636,31.68586590569535,18.167376318645378
"'market for pig iron' (kilogram, RoW, None)",,1217.166014647721,,788.2175429464584
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-210.57503304943512,210.57503304943512,256.8979799928059,152.49868465216113
"'market for electricity, medium voltage' (kilowatt hour, FR, None)",-144.37199323266287,144.37199323266287,188.58495609853676,119.65236361743331
