names,mu,mu_star,sigma,mu_star_conf,index
M1 mix,,6.84779213412028,,3.9893134250060127,10
M0 mix,,3.2715694177988026,,2.111779492504006,10
M1 mix,,6.177140261449426,,1.0554614932162059,110
M0 mix,,2.766022418259596,,0.6968530238628087,110
M1 mix,,7.13718076735622,,0.8505695351924546,210
M0 mix,,3.524273946784725,,0.536020326016634,210
M1 mix,,7.008114010142118,,0.7740863618625478,310
M0 mix,,3.48769789769445,,0.4027044225627544,310
M1 mix,,7.37863903017903,,0.6800135683329089,410
M0 mix,,3.415568778489171,,0.3384303126326196,410
M1 mix,,7.290144477914049,,0.5140579008841177,510
M0 mix,,3.020481498057436,,0.2618002579342929,510
M1 mix,,6.907307375068422,,0.49367880705349815,610
M0 mix,,2.933221352172593,,0.26787722150281923,610
M1 mix,,6.892980818206477,,0.5085790729028264,710
M0 mix,,3.2571675185850792,,0.2989230682990589,710
M1 mix,,6.839670037128156,,0.44344704773343224,810
M0 mix,,3.410824134383228,,0.26315791947559997,810
M1 mix,,7.390498738528963,,0.44483689932276005,910
M0 mix,,3.210547216447981,,0.21752680282046527,910
