names,mu_star,mu_star_conf,score,mu_star_local_relative,mu_star_local_relative_conf
"'market for aluminium oxide, non-metallurgical' (kilogram, RoW, None)",0.004701807298064153,0.0024511871197229083,21.88585854558912,0.021483312104344,0.011199867323536736
"'market for transport, freight train' (ton kilometer, RoW, None)",0.07451918885835847,0.012569725955070258,21.88585854558912,0.34049013294649605,0.057433095114304125
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",0.004959978920348629,3.494303358204009e-07,21.88585854558912,0.022662939678682447,1.5966032819435596e-06
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",0.002181628017568382,0.0008674441252086238,21.88585854558912,0.00996820852617668,0.003963491417993509
"'market for aluminium fluoride' (kilogram, GLO, None)",0.0003166640963410572,6.459244395126013e-07,21.88585854558912,0.0014468890753425697,2.9513324239353683e-06
"'market for light fuel oil' (kilogram, RoW, None)",0.10694535858002992,0.0321168656133838,21.88585854558912,0.48865050624931367,0.14674711319404304
"'market for sodium hydroxide, without water, in 50% solution state' (kilogram, GLO, None)",0.057173122029274735,0.017425985934495746,21.88585854558912,0.26123316985797396,0.07962212630679633
"'market for road' (meter-year, GLO, None)",0.0026397762141911587,2.913240821599276e-06,21.88585854558912,0.012061561161479679,1.3311064839110052e-05
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",0.006642414638122853,0.003248675150064995,21.88585854558912,0.030350258475290964,0.014843718117330764
"'market for coke' (megajoule, GLO, None)",0.0009853929630033952,0.00045665551552194814,21.88585854558912,0.004502418586644806,0.0020865323358035806
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",0.00545114687375916,0.0024873982556563425,21.88585854558912,0.02490716488185375,0.011365321814883306
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",0.0036993041792211284,0.0015172953870722023,21.88585854558912,0.016902714469781158,0.006932766123438179
"'market for heavy fuel oil' (kilogram, RoW, None)",0.3378479914826877,0.11481870207486783,21.88585854558912,1.543681691896787,0.5246250762139208
"'market for hard coal power plant' (unit, GLO, None)",0.0,0.0,21.88585854558912,0.0,0.0
"'market for electricity, high voltage' (kilowatt hour, SA, None)",0.00490103358187941,0.00088425109018865,21.88585854558912,0.0223936089675,0.00404028513821708
"'market for blasting' (kilogram, GLO, None)",4.7961634663806766e-15,4.5728551369132015e-15,21.88585854558912,2.1914440579930076e-14,2.08941089854335e-14
"'market for aluminium, wrought alloy' (kilogram, GLO, None)",0.013011134350758092,0.005448203439090621,21.88585854558912,0.05944996091268422,0.02489371585648237
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",0.029843492049306426,0.039013893036115,21.88585854558912,0.13635970454227891,0.17826073834319772
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",0.010240945126554823,0.002502567726099357,21.88585854558912,0.04679252177940621,0.011434633559777464
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",0.04162238780248778,0.018705569757581902,21.88585854558912,0.19017936954945897,0.08546875014575028
"'market for transport, freight train' (ton kilometer, CN, None)",0.07259181067451692,0.016491737670704217,21.88585854558912,0.33168363271335816,0.0753533960586982
"'market for ferronickel' (kilogram, GLO, None)",0.0006993697250081254,2.441845515589007e-07,21.88585854558912,0.003195532510416762,1.115718403508158e-06
"'market group for electricity, high voltage' (kilowatt hour, RME, None)",0.0012362153879667658,0.0005223743341588731,21.88585854558912,0.005648466499002905,0.002386812164899752
"'market for railway track' (meter-year, GLO, None)",0.0204548450603963,2.2167778637542978e-05,21.88585854558912,0.09346146973301521,0.00010128813814348021
"'market for electricity, high voltage' (kilowatt hour, RU, None)",0.08408255978742796,0.03187362067776901,21.88585854558912,0.3841867094785458,0.14563568804657576
