names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Mining of metal ores,,0.0017668586436933775,,0.00020695918007161885,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.0014997352163040477,0.00017566995062038592,38
Manufacture of basic metals,,0.05313903674570076,,0.004080073403338017,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.04510518430688479,0.003463225419833549,8
"Electricity, gas, steam and air conditioning supply",,0.02173668385935337,,0.0016575813642019147,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.018450412196753717,0.0014069790781827414,6
Manufacture of chemicals and chemical products,,0.002034402491648298,,0.00013582627706186902,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.00172683031081865,0.00011529131192031373,5
"Wholesale trade, except of motor vehicles and motorcycles",,0.13935725780991948,,0.01310718455585155,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.11828845953868419,0.011125568157459487,3
Manufacture of coke and refined petroleum products,,0.13356365110005125,,0.011489037022945235,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.1133707622213471,0.009752061086626568,3
Land transport and transport via pipelines,,0.006137479402141558,,0.0006948722845277044,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.0052095814408171645,0.0005898176629237443,2
Manufacture of other non-metallic mineral products,,0.00041850833995603603,,3.6022282930619656e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.00035523594260885135,3.057623566862649e-05,2
"Waste collection, treatment, and disposal activities",,0.027356750487656224,,0.0021613366339892554,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.023220806178482826,0.0018345738499521186,2
Civil engineering,,0.0006573671050717527,,2.993017071036855e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.0005579827231991291,2.5405162549110773e-05,2
Mining of coal and lignite,,0.001161743552453677,,0.00010957234080842717,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.0009861047595108633,9.30065904422093e-05,1
Manufacture of machinery and equipment,0.014230423310543848,0.0144840629274979,0.008392730066936489,0.0008834206557141016,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,3,73,812.8583636283875,3900,117.8113726,0.012294282468531311,0.0007498602522131227,1
