names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of chemicals and chemical products,,0.0019324185531045953,,0.00016597250389752903,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.0016402648661650475,0.00014087986603895065,102
"Electricity, gas, steam and air conditioning supply",,0.03437314539527173,,0.0029109762691299592,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.02917642383471537,0.0024708788335855098,24
"Wholesale trade, except of motor vehicles and motorcycles",,0.03424255885558098,,0.0036522244413300046,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.029065580087792798,0.0031000610218932336,14
Manufacture of coke and refined petroleum products,,0.0009298538526110282,,0.00011380188057755741,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.0007892734224972677,9.659668507890503e-05,12
Mining of coal and lignite,,0.0018106362417500083,,0.0002627639682246696,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.001536894275816296,0.00022303786334518065,12
Manufacture of basic metals,,0.02427147330421948,,0.002162168350212507,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.020601978203434904,0.001835279822732926,11
Manufacture of other non-metallic mineral products,,0.0006012014265306293,,2.1332562824050266e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.0005103084814840951,1.8107388406788043e-05,7
Civil engineering,,0.0002941247826876687,,2.5874031127634104e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.0002496573770397347,2.196225250297619e-05,6
Land transport and transport via pipelines,,0.5282461212654862,,0.006751437997230779,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.44838296134535166,0.005730718391808958,4
"Waste collection, treatment, and disposal activities",,0.0032904263053143297,,0.00028759849901907006,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.00279296152204777,0.0002441177729042689,4
Specialized construction activities,1.941983476130066e-07,2.0803837507772807e-07,3.126907945756525e-06,3.374614123918123e-07,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,1.7658598697773603e-07,2.8644213622532086e-07,4
Mining of metal ores,,0.001046878749059516,,0.00012356938421825974,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.0008886058501448239,0.00010488748368785218,3
Unknown,1.8109499427881543e-05,1.830438172437034e-05,1.0709921746841484e-05,1.1320371489925272e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,1.5537024414882626e-05,9.608895338449925e-07,2
Manufacture of food products,,7.612997688655319e-05,,6.993304814394994e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,6.4620227407955e-05,5.936018450560853e-06,2
Water transport,-3.376302253359066e-07,5.322306033825145e-06,7.441398216433077e-06,5.208158888091132e-07,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,4.517650474963692e-06,4.420760723817534e-07,2
Manufacture of other transport equipment,,0.002245041308288565,,0.00015362510369269132,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.001905623590271764,0.00013039921384694174,2
Manufacture of wood and products of wood and cork,,3.660040017695306e-05,,3.394192888618168e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,3.106694996349874e-05,2.881040101402034e-06,1
Construction of buildings,,2.4956254866995733e-05,,1.7217290989685623e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,2.118323071553428e-05,1.4614286048718547e-06,1
Wholesale and retail trade and repair of motor vehicles and motorcycles,,2.910546773258343e-05,,2.3800835894387825e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,2.4705142712668324e-05,2.020249435103163e-06,1
"Crop and animal production, hunting and related service activities",,7.275757873395592e-05,,7.6066897485620614e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,6.175768699426554e-05,6.4566684698503044e-06,1
Forestry and logging,,0.00013968943572111882,,1.5084562960357176e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,0.00011857041696254614,1.280399559690486e-05,1
Manufacture of machinery and equipment,,1.5882661561446373e-05,,1.1062127963209138e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,1,217,1458.6286730766296,6900,117.8113726,1.3481433252944184e-05,9.389694491352643e-07,1
