names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Mining of metal ores,,0.0011610695558285677,,0.00012648807897247815,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.0009855326614101156,0.0001073649140834118,2
Unknown,1.5194174733736717e-05,1.8629632068276632e-05,2.3542794205101477e-05,2.46558025710529e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,1.581310161925457e-05,2.092820245356593e-06,2
Manufacture of food products,,6.60095396621636e-05,,6.597785035864027e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,5.602985365961486e-05,5.600295531964651e-06,2
Water transport,-1.2357799649287242e-06,5.309584064305397e-06,1.0170408378886911e-05,8.69025795630581e-07,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,4.506851882910153e-06,7.376416864109951e-07,2
Manufacture of other transport equipment,,0.0020713595182162616,,0.00014894096843850454,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.001758199970429902,0.00012642325197601895,2
Manufacture of wood and products of wood and cork,,3.3624115418687684e-05,,2.9224368331100053e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,2.8540636338098047e-05,2.4806067263407856e-06,1
Manufacture of electrical equipment,,7.42484468675922e-06,,1.2626427141536712e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,6.302315746688126e-06,1.0717494298624878e-06,1
Construction of buildings,,1.6627686338692523e-05,,1.1445490394813183e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,1.4113821078333249e-05,9.715098077732763e-07,1
Wholesale and retail trade and repair of motor vehicles and motorcycles,,2.904637174401089e-05,,2.2838202422230843e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,2.4654981181342156e-05,1.9385397112528714e-06,1
"Crop and animal production, hunting and related service activities",,7.365800418631031e-05,,7.4624304215265335e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,6.252198116424484e-05,6.3342190629281696e-06,1
Manufacture of machinery and equipment,,1.581666787701173e-05,,2.849144617605825e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,1.342541685743141e-05,2.418395231909746e-06,1
