names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Manufacture of chemicals and chemical products,,0.0011513675971988257,,8.778826641793145e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.0009772974983561357,7.451595247599334e-05,104
"Electricity, gas, steam and air conditioning supply",,0.02973258172261295,,0.0028937877748396647,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.025237446153490405,0.0024562889905924623,25
"Waste collection, treatment, and disposal activities",,0.00292356278821887,,0.0002189248776791929,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.002481562453350849,0.00018582660811745173,15
"Wholesale trade, except of motor vehicles and motorcycles",,0.004052783073174581,,0.0003366532678932105,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.0034400609921886103,0.00028575617146592053,13
Manufacture of coke and refined petroleum products,,0.0008397069994350875,,9.836443762769031e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.0007127554674081503,8.34931598341214e-05,13
Mining of coal and lignite,,0.0018965546201367817,,0.00031712781291778387,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.0016098230402391404,0.0002691826823837412,12
Manufacture of basic metals,,0.022000286961725287,,0.0017614779493152937,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.01867416232932107,0.0014951680049565042,8
Manufacture of other non-metallic mineral products,,0.0005660151496662664,,1.7816867685937342e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.00048044185987717317,1.5123215435601623e-05,6
Civil engineering,,0.00030936490422883787,,2.7980642654011668e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.000262593413013879,2.3750374888690215e-05,4
Land transport and transport via pipelines,,0.0065129525987082035,,0.000635185087242076,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.005528288530192546,0.0005391543050760415,4
Forestry and logging,,0.00024477657902625255,,2.0303467560076497e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,0.00020776990677914616,1.723387743644411e-05,4
Specialized construction activities,2.560902844066698e-08,7.213840873492489e-08,8.229675156481579e-07,9.428602011312973e-08,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,2,227,1406.4376232624054,7200,117.8113726,6.123212652810132e-08,8.003133995667387e-08,3
