names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Land transport and transport via pipelines,,53.14868281745904,,5.0565074512337205,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,45.11337203235254,4.292036786976303,76
"Electricity, gas, steam and air conditioning supply",,8.277860364701468,,0.8739432102279736,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,7.0263678132389975,0.7418156591683522,20
"Wholesale trade, except of motor vehicles and motorcycles",,6.403445001633628,,0.5909827841910357,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,5.4353368951696845,0.5016347498111025,15
Manufacture of food products,,1.2251553395321204,,0.0976981499406445,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,1.0399296031392817,0.0829276051916948,11
Manufacture of basic metals,,1.7969709027610181,,0.16285804563838951,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,1.52529493808904,0.1382362687440495,11
Manufacture of rubber and plastic products,,0.06191389342215459,,0.006882131309874029,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.05255340979038435,0.005841652769160614,8
"Crop and animal production, hunting and related service activities",,0.5037827618188845,,0.051658000182948506,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.42761810740407624,0.043848059014082404,6
Construction of buildings,,0.0048229928254413966,,0.0005460332383564889,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.004093826189273511,0.0004634809240449244,6
Mining of coal and lignite,,0.12246770248521627,,0.012385294702260873,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.10395236027087615,0.010512817590464837,6
Manufacture of coke and refined petroleum products,,2.50941366003016,,0.3631528927465518,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,2.130026672849545,0.30824943698733537,5
Manufacture of chemicals and chemical products,,0.8473781031361748,,0.08098997554448252,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.7192668113741804,0.06874546468401177,4
"Waste collection, treatment, and disposal activities",,0.46126700382904945,,0.06704217445309199,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.39153011602298354,0.05690636903172113,4
Manufacture of other transport equipment,-0.003549388106804517,0.00355037346211611,0.0015753921442189923,0.00017776439953872533,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.003013608435045183,0.00015088899790878537,2
Civil engineering,,1.492695027206842,,0.14570645739392013,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,1.267021166347774,0.12367775213741983,2
Sewerage,0.003766013831804599,0.003766013831804599,0.0010594388175929727,0.00011738475481051287,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.0031966471051917775,9.963788063913354e-05,2
Manufacture of machinery and equipment,,0.01940305770723075,,0.0015534217911776973,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.016469596507553762,0.0013185669234598981,2
Other mining and quarrying,,0.15274439359722153,,0.016650435889260542,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.12965165435753656,0.014133131226467472,2
Unknown,,0.025340419813450206,,0.008733146620692467,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.02150931548814686,0.007412821383843606,1
Manufacture of other non-metallic mineral products,,0.19302957191892633,,0.017564182995823806,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.1638462973980547,0.014908733009553109,1
Mining of metal ores,,0.16094783328253806,,0.017141058478815592,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.13661485281985253,0.014549578788979826,1
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.1972694609963382,,0.016661311391932734,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.1674451766775682,0.014142362510707844,1
Manufacture of electrical equipment,-0.0008849619329862679,0.0009007187394886062,0.0006899804646791317,7.482629309006374e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,0.0007645431163481803,6.351364171277276e-05,1
Forestry and logging,,88.38403177116754,,3.313356296606437,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2097.5792288780212,7200,117.8113726,75.02164673970324,2.812424830882954,1
