names,mu,mu_star,sigma,mu_star_conf,index
M0,-2.0528734893714558,5.325795987056589,6.105679579370762,1.636236854688766,10
M1,10.809592322206035,10.809592322206035,8.079012320536656,4.083008009386106,10
M0,0.44800748585268135,7.073538169320071,7.5969978683352775,0.5536418852687623,110
M1,10.196127180944243,10.196127180944243,7.661982306592733,1.531732990787694,110
M0,0.22631244268762965,6.761504757333498,7.455414319951851,0.41064427679021903,210
M1,11.553537679311804,11.553537679311804,7.2696526543594,1.0210242738734214,210
M0,-0.07019275025427585,6.395356493260603,7.102711907675034,0.3485979979793157,310
M1,10.80342149163072,10.80342149163072,7.27533390914175,0.8832838925510283,310
M0,-0.20074978678670913,6.627539302906642,7.301392360079064,0.2942129710799699,410
M1,11.907862495451816,11.907862495451816,7.481490389657155,0.7192328607038123,410
M0,0.357590365761426,6.478586828201633,7.188896487840608,0.28049472378970053,510
M1,10.985293645478501,10.985293645478501,7.328285569494199,0.6100760703461141,510
M0,-0.574698586453832,6.5821607446522945,7.214350974358212,0.21298018497912102,610
M1,11.273153534940935,11.273153534940935,7.463438638559445,0.5917927853404441,610
M0,0.28032744874210813,6.691642815637217,7.346530172672981,0.2382009947293222,710
M1,11.112282530659337,11.112282530659337,7.297806717457147,0.4986559641130861,710
M0,-0.028205290193015112,6.538228634171068,7.220813377912923,0.23277241694723758,810
M1,11.275674294195632,11.275674294195632,7.5636921209705195,0.5588674787268785,810
M0,0.24902089013648407,6.728249140860618,7.405371826975538,0.18399263686765202,910
M1,11.237974414701252,11.237974414701252,7.294656981787463,0.4657841994775655,910
