names,mu,mu_star,sigma,mu_star_conf,index
M1 mix,,6.905469556920688,,3.147384634693723,10
M0 mix,,7.574277623240208,,4.2331793843201195,10
M1 mix,,6.135292702273968,,1.1493703419692558,110
M0 mix,,4.002658037935486,,0.7193872016534577,110
M1 mix,,5.5943654600151875,,0.6409359473441936,210
M0 mix,,4.764962874886969,,0.6229633181172864,210
M1 mix,,6.4124690692367174,,0.56281917037452,310
M0 mix,,3.993863797469231,,0.479636356196501,310
M1 mix,,6.775152950467426,,0.5546161299472334,410
M0 mix,,4.77047128299514,,0.44666005218502586,410
M1 mix,,6.544917860760694,,0.4665961827003521,510
M0 mix,,4.477094632370877,,0.39774614328585506,510
M1 mix,,6.159302274508246,,0.43282693967870156,610
M0 mix,,4.259908637585196,,0.34359637649227404,610
M1 mix,,6.2382425205315615,,0.42307907236273656,710
M0 mix,,4.529208530513901,,0.34619178820337926,710
M1 mix,,6.579080834625621,,0.39394490846332003,810
M0 mix,,4.513917401734088,,0.29048453305317445,810
M1 mix,,6.474418728161998,,0.3667990266242718,910
M0 mix,,4.392267036381856,,0.3109472258077066,910
