names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
Land transport and transport via pipelines,,48.00468132534911,,5.707961740807414,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,40.74706903580301,4.845000626711494,76
"Electricity, gas, steam and air conditioning supply",,8.22365098129739,,0.8655198814726879,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,6.9803541031805185,0.7346658156775332,20
"Wholesale trade, except of motor vehicles and motorcycles",,5.515173942465453,,0.5686726096376539,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,4.68135955022856,0.48269755040410584,15
Manufacture of food products,,1.1514515590511272,,0.10686597274736345,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.9773687663928696,0.09070938602014339,11
Manufacture of basic metals,,1.739744248638263,,0.17542485653855422,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,1.4767201249281285,0.14890315991323425,11
Manufacture of rubber and plastic products,,0.05762691200470733,,0.007406585451020859,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.04891455785034061,0.006286817042840276,8
"Crop and animal production, hunting and related service activities",,0.4877252578921278,,0.05647033739628996,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.41398826541821293,0.0479328405654192,6
Construction of buildings,,0.004378570951871506,,0.0004337059273897226,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.003716594463879038,0.00036813587501629923,6
Mining of coal and lignite,,0.13484390760426684,,0.01529346951422512,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.11445746249141557,0.012981318506618537,6
Manufacture of coke and refined petroleum products,,2.2860440478747788,,0.3068673738783368,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,1.9404273097101483,0.2604734730663318,5
Manufacture of chemicals and chemical products,,0.9227939116050569,,0.0969722874258932,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.783280842281823,0.0823114825723482,4
"Waste collection, treatment, and disposal activities",,0.48880898162727693,,0.07938884211431921,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.41490814582638763,0.06738639943009984,4
Manufacture of other transport equipment,-0.0034651963141094726,0.0035027382303389784,0.0016920560537915716,0.00019012735782399513,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.0029731749601387618,0.00016138285602488187,2
Civil engineering,,1.413396232550402,,0.1350058692088018,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,1.1997112005045953,0.11459493784796275,2
Sewerage,0.0036121208186525844,0.0036121208186525844,0.0009813623885046488,0.00011582705777539128,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.0030660204859140946,9.831568482667121e-05,2
Manufacture of machinery and equipment,,0.019838972934704033,,0.0017423682041187109,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.01683960766849094,0.001478947376357714,2
Other mining and quarrying,,0.13464859832506343,,0.017653953801108273,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.11429168114544438,0.014984931769743488,2
Unknown,,0.018878111194983973,,0.002307017856891301,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.016024014302150634,0.0019582301826872196,1
Manufacture of other non-metallic mineral products,,0.19484306330915427,,0.02126096184430314,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.16538561516526654,0.01804661245777145,1
Mining of metal ores,,0.15348652011593344,,0.018517125110446564,250,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1735.5495674610138,6000,117.8113726,0.1302815820990897,0.01571760408336552,1
