names,mu,mu_star,sigma,mu_star_conf,index
M0,-0.05971040751409482,0.05971040751409482,0.005830697331704569,0.00045548637683369024,M0
M1,10.810136896224682,10.810136896224682,1.0468056519714122,0.08545514618571433,M1
