names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count,fu,levels
Manufacture of other non-metallic mineral products,,0.18942727685527203,,0.021801342435679633,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,0.34630876129210836,0.03985696262304245,76,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Electricity, gas, steam and air conditioning supply",,9.58760084170184,,1.286133269593879,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,17.52794120452739,2.351293999701656,20,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of machinery and equipment,,0.021692565243160003,,0.002187917428657129,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,0.039658097415118415,0.003999925391455457,15,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of food products,,1.2095090250583056,,0.11562658382883285,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,2.2112104401922617,0.21138718606399476,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of chemicals and chemical products,,0.9102091655487459,,0.10919027111521298,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,1.6640338913742716,0.1996203934449712,11,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of basic metals,,2.0934516908906646,,0.5231489199086276,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,3.827224219937038,0.9564148175095247,8,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Waste collection, treatment, and disposal activities",,0.5548693578027207,,0.09408701724783856,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,1.014405755969457,0.17200879903722996,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Land transport and transport via pipelines,,54.05214792988151,,7.596430663028134,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,98.81751300831253,13.887706864754236,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Manufacture of coke and refined petroleum products,,2.37805507481258,,0.35822954259876744,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,4.347532841703501,0.6549111153110314,6,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Civil engineering,,1.5299730872806858,,0.18505359589953357,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,2.7970791401454433,0.3383128482471993,5,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.20923739910265113,,0.024352175129705583,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,0.38252539814835507,0.044520365514097375,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
"Crop and animal production, hunting and related service activities",,0.5626465833139741,,0.07281737560624112,200,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,1466.417676448822,4800,54.698955968801435,1.0286239898891125,0.1331238856693606,4,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4
