names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Crop and animal production, hunting and related service activities",,0.3252347619655916,,0.03294220398771862,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.2760639781949129,0.027961820035461177,63
Mining of metal ores,,0.005279389970176566,,0.0005544591173204252,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.004481222698339537,0.00047063293218979537,18
Manufacture of basic metals,,0.13048210116684006,,0.009958604499639546,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.11075509799029373,0.008453007786821717,13
"Electricity, gas, steam and air conditioning supply",,0.18307661586107707,,0.017033850768676962,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.15539808409046332,0.014458579331310636,12
Manufacture of food products,,0.9030244330437062,,0.06592573911642288,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.7665002224443196,0.055958722542226697,11
Manufacture of electrical equipment,-7.370410636205311e-05,7.374312857377873e-05,3.385028661944666e-05,4.085232952521045e-06,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,6.259423597767226e-05,3.4676049199354164e-06,9
Manufacture of other non-metallic mineral products,,0.003018144510202385,,0.0002645601683795986,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.0025618447893394508,0.00022456250406134275,6
Manufacture of chemicals and chemical products,,0.049848839178996664,,0.004128458565545656,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.042312416941483515,0.0035042954465549247,5
Sewerage,0.0023220497584356147,0.0023220497584356147,0.00036430641043909726,3.709517785794567e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.0019709894785111897,3.1486924427825294e-05,4
"Wholesale trade, except of motor vehicles and motorcycles",,0.5075919867083004,,0.04483371461263649,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.43085143268104187,0.0380555065467733,4
Manufacture of coke and refined petroleum products,,0.22842180619195407,,0.02570466087941636,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.19388773863751255,0.02181848858232924,3
Land transport and transport via pipelines,,0.1577481948119998,,0.015022234392345922,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.13389895332736307,0.012751090205315138,2
Unknown,,0.06533115307370577,,0.00708441655862015,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.055454029294372015,0.006013355419152591,2
Civil engineering,,0.024374933842757414,,0.0007715619707402104,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.02068979700755767,0.000654912979717045,2
Wholesale and retail trade and repair of motor vehicles and motorcycles,-0.007481678223191692,0.007481678223191692,0.0009844787375693066,0.00010722141553342201,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.006350556875857749,9.101109100686432e-05,1
"Waste collection, treatment, and disposal activities",,0.08729370504986375,,0.0045912468125527675,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.07409616162121156,0.003897116815828328,1
Mining of coal and lignite,,0.009519100901747337,,0.0010592912982265207,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.008079950765082026,0.0008991418017198458,1
Construction of buildings,,0.00033239004827643505,,1.9722910869655515e-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.0002821374888865653,1.6741092506085882e-05,1
Manufacture of machinery and equipment,,0.0024140464493323157,,0.00017152230949967634,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,4,159,1633.4065408706665,6000,117.8113726,0.0020490776026594873,0.00014559062144368595,1
