names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market group for diesel' (kilogram, GLO, None)",,1.457055265,,0.205373602,150,195,5860.105347,19050,117.8113726,1.23676962,0.174324089
"'market for biogas' (cubic meter, CH, None)",,0.197518693,,0.066274756,150,195,5860.105347,19050,117.8113726,0.167656728,0.056254973
"'market for road' (meter-year, GLO, None)",-2.133776818,2.134900216,1.125146655,0.179142711,150,195,5860.105347,19050,117.8113726,1.812134235,0.152058929
"'market for natural gas, high pressure' (cubic meter, US, None)",,0.019780418,,0.003709384,150,195,5860.105347,19050,117.8113726,0.016789905,0.003148579
"'market for electricity, high voltage' (kilowatt hour, PL, None)",,0.117477257,,0.030716676,150,195,5860.105347,19050,117.8113726,0.099716398,0.02607276
"'market for petroleum' (kilogram, CH, None)",,2.761644644,,0.611541483,150,195,5860.105347,19050,117.8113726,2.344123986,0.519085271
"'market group for electricity, medium voltage' (kilowatt hour, RME, None)",,0.055421235,,0.01360567,150,195,5860.105347,19050,117.8113726,0.047042347,0.01154869
"'market for transport, freight train' (ton kilometer, RoW, None)",,0.166077242,,0.016087971,150,195,5860.105347,19050,117.8113726,0.14096877,0.013655703
"'market for petrol, unleaded' (kilogram, ZA, None)",,0.043077283,,0.007337538,150,195,5860.105347,19050,117.8113726,0.036564622,0.006228209
"'market group for electricity, medium voltage' (kilowatt hour, CN, None)",0.067256788,0.112074899,0.141680603,0.01520678,150,195,5860.105347,19050,117.8113726,0.095130798,0.012907735
"'market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,1.07881246,,0.200689944,150,195,5860.105347,19050,117.8113726,0.915711647,0.170348532
"'market for electricity, high voltage' (kilowatt hour, IN-Northern grid, None)",,0.015652218,,0.004025637,150,195,5860.105347,19050,117.8113726,0.013285829,0.003417019
"'market group for electricity, high voltage' (kilowatt hour, CN-SGCC, None)",,0.012197563,,0.00226667,150,195,5860.105347,19050,117.8113726,0.010353469,0.001923982
"'market for road maintenance' (meter-year, RER, None)",1.122241308,1.158825894,0.873260649,0.128113516,150,195,5860.105347,19050,117.8113726,0.983628209,0.108744609
"'market group for electricity, high voltage' (kilowatt hour, GLO, None)",,0.105250412,,0.028187383,150,195,5860.105347,19050,117.8113726,0.089338075,0.023925859
"'market group for electricity, high voltage' (kilowatt hour, ENTSO-E, None)",,0.280688971,,0.137979688,150,195,5860.105347,19050,117.8113726,0.238252865,0.117119159
"'market for diesel' (kilogram, IN, None)",-0.013054208,0.017426153,0.03598212,0.005635239,150,195,5860.105347,19050,117.8113726,0.014791571,0.004783272
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, CH, None)",-97.83506369,97.83506369,32.25189367,4.922658391,150,195,5860.105347,19050,117.8113726,83.04381957,4.178423765
"'market for electricity, high voltage' (kilowatt hour, AU, None)",,0.362141883,,0.33439874,150,195,5860.105347,19050,117.8113726,0.307391277,0.283842495
"'market for petrol, unleaded' (kilogram, RoW, None)",,0.40547977,,0.073113423,150,195,5860.105347,19050,117.8113726,0.344177104,0.062059733
"'market group for natural gas, high pressure' (cubic meter, Europe without Switzerland, None)",,0.016223013,,0.002093786,150,195,5860.105347,19050,117.8113726,0.013770328,0.001777236
"'market group for electricity, medium voltage' (kilowatt hour, RAS, None)",,0.441988561,,0.065427732,150,195,5860.105347,19050,117.8113726,0.375166295,0.055536007
"'market for waste mineral oil' (kilogram, CH, None)",,0.056170974,,0.004116074,150,195,5860.105347,19050,117.8113726,0.047678736,0.003493783
"'market group for electricity, medium voltage' (kilowatt hour, RNA, None)",0.403913086,0.403913086,0.283886703,0.045086876,150,195,5860.105347,19050,117.8113726,0.34284728,0.038270393
"'market for electricity, high voltage' (kilowatt hour, RU, None)",,0.245301449,,0.03404814,150,195,5860.105347,19050,117.8113726,0.208215424,0.028900554
"'market for chemical factory, organics' (unit, GLO, None)",-0.010524827,0.01110553,0.008621098,0.001127458,150,195,5860.105347,19050,117.8113726,0.009426534,0.000957003
"'market for electricity, high voltage' (kilowatt hour, IQ, None)",,0.056490929,,0.01705268,150,195,5860.105347,19050,117.8113726,0.047950319,0.014474562
"'market group for electricity, medium voltage' (kilowatt hour, RER, None)",-1.348890214,1.367086875,0.861115986,0.123032068,150,195,5860.105347,19050,117.8113726,1.160403147,0.104431402
"'market group for transport, freight, lorry, unspecified' (ton kilometer, GLO, None)",,0.561452286,,0.094717772,150,195,5860.105347,19050,117.8113726,0.476568835,0.080397817
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.487312763,,0.17975676,150,195,5860.105347,19050,117.8113726,0.413638134,0.152580142
"'transport, freight, lorry, all sizes, EURO6 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,27.74017375,,7.280956978,150,195,5860.105347,19050,117.8113726,23.5462614,6.180181775
"'market group for heat, district or industrial, other than natural gas' (megajoule, RER, None)",0.110907196,0.110907196,0.059978015,0.009702891,150,195,5860.105347,19050,117.8113726,0.094139634,0.008235955
"'market for electricity, medium voltage' (kilowatt hour, US-WECC, None)",0.021062809,0.021065275,0.038370087,0.006355851,150,195,5860.105347,19050,117.8113726,0.01788051,0.005394938
"'market group for transport, freight, light commercial vehicle' (ton kilometer, GLO, None)",,0.026660418,,0.001472399,150,195,5860.105347,19050,117.8113726,0.022629749,0.001249793
"'market for electricity, high voltage' (kilowatt hour, DE, None)",,0.11887737,,0.023695507,150,195,5860.105347,19050,117.8113726,0.100904834,0.02011309
"'market for electricity, medium voltage' (kilowatt hour, DE, None)",-0.216186456,0.216186456,0.180705923,0.029235182,150,195,5860.105347,19050,117.8113726,0.183502196,0.024815246
"'market for electricity, high voltage' (kilowatt hour, CH, None)",,6.391593373,,1.062999289,150,195,5860.105347,19050,117.8113726,5.425277061,0.902289198
"'market for diesel, low-sulfur' (kilogram, CH, None)",0.507309172,2.357629636,3.800572872,0.500228699,150,195,5860.105347,19050,117.8113726,2.001190194,0.424601368
"'market group for diesel' (kilogram, RER, None)",0.098521388,0.178459957,0.257744697,0.030733241,150,195,5860.105347,19050,117.8113726,0.151479397,0.026086821
"'market for transport, freight train' (ton kilometer, CH, None)",0.614779524,0.614779524,0.039402577,0.006455225,150,195,5860.105347,19050,117.8113726,0.521833768,0.005479289
"'market group for electricity, low voltage' (kilowatt hour, CN, None)",0.003462581,0.004374642,0.00481124,0.000679348,150,195,5860.105347,19050,117.8113726,0.00371326,0.00057664
"'transport, freight, lorry, all sizes, EURO3 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,13.32540026,,3.124814535,150,195,5860.105347,19050,117.8113726,11.31079281,2.652387852
"'market for sawlog and veneer log, softwood, measured as solid wood under bark' (cubic meter, Europe without Switzerland, None)",,3.104992374,,0.506017718,150,195,5860.105347,19050,117.8113726,2.635562514,0.429515171
"'market for electricity, high voltage' (kilowatt hour, US-TRE, None)",,0.042344765,,0.010989713,150,195,5860.105347,19050,117.8113726,0.03594285,0.009328227
"'market for electricity, high voltage' (kilowatt hour, JP, None)",,0.024977822,,0.005556864,150,195,5860.105347,19050,117.8113726,0.021201537,0.004716747
"'market for pipeline, petroleum' (kilometer, GLO, None)",-0.001878042,0.003146,0.003704365,0.000402279,150,195,5860.105347,19050,117.8113726,0.002670371,0.00034146
"'market for electricity, high voltage' (kilowatt hour, CN-CSG, None)",,0.078705308,,0.015991466,150,195,5860.105347,19050,117.8113726,0.066806206,0.013573788
"'market for electricity, high voltage' (kilowatt hour, IN-Western grid, None)",,0.019510454,,0.005099424,150,195,5860.105347,19050,117.8113726,0.016560756,0.004328465
"'market group for electricity, high voltage' (kilowatt hour, CN, None)",-0.003366636,0.006365307,0.007796427,0.001020578,150,195,5860.105347,19050,117.8113726,0.005402965,0.000866282
"'market for electricity, medium voltage' (kilowatt hour, US-SERC, None)",-0.093756697,0.093756697,0.158407656,0.027011884,150,195,5860.105347,19050,117.8113726,0.079582043,0.022928078
"'market for electricity, medium voltage' (kilowatt hour, PL, None)",0.17010811,0.17010811,0.220533444,0.035867526,150,195,5860.105347,19050,117.8113726,0.144390228,0.030444876
"'market for kerosene' (kilogram, RoW, None)",,0.015149865,,0.002301245,150,195,5860.105347,19050,117.8113726,0.012859425,0.00195333
"'market group for heat, district or industrial, other than natural gas' (megajoule, GLO, None)",,0.148083471,,0.018631363,150,195,5860.105347,19050,117.8113726,0.125695395,0.015814571
"'market group for electricity, medium voltage' (kilowatt hour, Europe without Switzerland, None)",,0.587645301,,0.106576781,150,195,5860.105347,19050,117.8113726,0.498801846,0.090463916
"'market for heat, district or industrial, natural gas' (megajoule, Europe without Switzerland, None)",,0.043584616,,0.00889028,150,195,5860.105347,19050,117.8113726,0.036995254,0.007546198
"'market for electricity, high voltage' (kilowatt hour, UA, None)",,0.104539266,,0.042397569,150,195,5860.105347,19050,117.8113726,0.088734443,0.035987671
"'market for heavy fuel oil, burned in refinery furnace' (megajoule, GLO, None)",-0.001350615,0.006877592,0.009593409,0.0010203,150,195,5860.105347,19050,117.8113726,0.005837799,0.000866045
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.546198973,,0.154067533,150,195,5860.105347,19050,117.8113726,0.463621602,0.130774754
"'market group for electricity, high voltage' (kilowatt hour, UCTE, None)",,0.013401246,,0.008806811,150,195,5860.105347,19050,117.8113726,0.011375172,0.007475348
"'market for electricity, high voltage' (kilowatt hour, KZ, None)",,0.12266199,,0.026229908,150,195,5860.105347,19050,117.8113726,0.104117274,0.022264326
"'market for electricity, high voltage' (kilowatt hour, ZA, None)",,0.3432922,,0.228757717,150,195,5860.105347,19050,117.8113726,0.291391393,0.194172865
"'market for coke' (megajoule, GLO, None)",,0.153602372,,0.018626496,150,195,5860.105347,19050,117.8113726,0.130379919,0.01581044
"'market for electricity, medium voltage' (kilowatt hour, US-RFC, None)",-0.087151029,0.087151029,0.157946477,0.024392724,150,195,5860.105347,19050,117.8113726,0.073975056,0.020704898
"'market group for electricity, low voltage' (kilowatt hour, RAS, None)",,0.028054768,,0.003868111,150,195,5860.105347,19050,117.8113726,0.023813294,0.003283309
"'market group for electricity, medium voltage' (kilowatt hour, RAF, None)",,0.088531124,,0.021207113,150,195,5860.105347,19050,117.8113726,0.075146501,0.018000905
"'market for electricity, high voltage' (kilowatt hour, US-RFC, None)",,0.022743893,,0.006976128,150,195,5860.105347,19050,117.8113726,0.019305346,0.005921438
"'market for electricity, high voltage' (kilowatt hour, SA, None)",,0.093223706,,0.017101509,150,195,5860.105347,19050,117.8113726,0.079129632,0.014516009
"'market for electricity, high voltage' (kilowatt hour, IR, None)",,0.055821,,0.010450104,150,195,5860.105347,19050,117.8113726,0.047381673,0.0088702
"'market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,52.86824239,,8.19824554,150,195,5860.105347,19050,117.8113726,44.87533014,6.958789597
"'market for waste wood, untreated' (kilogram, CH, None)",,0.052950454,,0.004480759,150,195,5860.105347,19050,117.8113726,0.044945113,0.003803333
"'market for railway track' (meter-year, GLO, None)",0.067213206,0.067213206,0.034077584,0.005495805,150,195,5860.105347,19050,117.8113726,0.057051543,0.004664919
"'market for electricity, medium voltage' (kilowatt hour, JP, None)",-0.061537319,0.061537319,0.070085174,0.011078579,150,195,5860.105347,19050,117.8113726,0.052233768,0.009403659
"'market for electricity, medium voltage' (kilowatt hour, CH, None)",5.490018321,6.04366096,5.887466533,0.834349608,150,195,5860.105347,19050,117.8113726,5.129946987,0.708208036
"'market for electricity, medium voltage' (kilowatt hour, GB, None)",-0.126954302,0.126954302,0.151406614,0.023055787,150,195,5860.105347,19050,117.8113726,0.107760651,0.019570086
"'market for natural gas, high pressure' (cubic meter, DE, None)",,0.242150857,,0.05496082,150,195,5860.105347,19050,117.8113726,0.205541156,0.046651541
"'market for electricity, high voltage' (kilowatt hour, CN-NECG, None)",,0.030437234,,0.008125849,150,195,5860.105347,19050,117.8113726,0.025835566,0.006897338
"'transport, freight, lorry, all sizes, EURO5 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,40.72318698,,10.07163903,150,195,5860.105347,19050,117.8113726,34.56643114,8.548953133
"'market for electricity, high voltage' (kilowatt hour, CZ, None)",,0.129092801,,0.034770699,150,195,5860.105347,19050,117.8113726,0.10957584,0.029513873
"'market for electricity, high voltage' (kilowatt hour, CN-ECGC, None)",,0.020671997,,0.006163929,150,195,5860.105347,19050,117.8113726,0.017546691,0.005232032
"'market group for electricity, high voltage' (kilowatt hour, RAS, None)",,0.008848099,,0.002518877,150,195,5860.105347,19050,117.8113726,0.007510394,0.002138059
"'market for electricity, high voltage' (kilowatt hour, US-WECC, None)",,0.01495312,,0.002762836,150,195,5860.105347,19050,117.8113726,0.012692425,0.002345135
"'market for petrol, unleaded' (kilogram, IN, None)",-0.000875627,0.000983786,0.001466628,0.000215934,150,195,5860.105347,19050,117.8113726,0.000835052,0.000183287
"'market for electricity, high voltage' (kilowatt hour, FR, None)",,0.162445916,,0.033923842,150,195,5860.105347,19050,117.8113726,0.137886447,0.028795048
"'market for electricity, high voltage' (kilowatt hour, US-MRO, None)",,0.02503989,,0.009144725,150,195,5860.105347,19050,117.8113726,0.021254221,0.007762175
