names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative
"'market group for heat, district or industrial, natural gas' (megajoule, RER, None)",-0.078285521,0.078743744,0.057894184,0.009606554,150,195,5860.105347,19050,117.8113726,0.066838831,0.008154183
"'market for diesel' (kilogram, BR, None)",-0.386985765,0.386985765,0.520770715,0.082010556,150,195,5860.105347,19050,117.8113726,0.328479124,0.069611748
"'market group for diesel, low-sulfur' (kilogram, RER, None)",-0.425099098,2.49768682,3.59761135,0.409161913,150,195,5860.105347,19050,117.8113726,2.120072761,0.34730256
"'market for waste mineral oil' (kilogram, Europe without Switzerland, None)",,0.349093854,,0.025658537,150,195,5860.105347,19050,117.8113726,0.296315921,0.021779338
"'market for heat, district or industrial, other than natural gas' (megajoule, RoW, None)",,0.038910861,,0.005442659,150,195,5860.105347,19050,117.8113726,0.033028102,0.004619808
"'market group for electricity, medium voltage' (kilowatt hour, US, None)",,0.331285598,,0.054549314,150,195,5860.105347,19050,117.8113726,0.281200015,0.046302248
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RoW, None)",,0.717384219,,0.161904115,150,195,5860.105347,19050,117.8113726,0.608926119,0.137426559
"'market for electricity, high voltage' (kilowatt hour, CN-NWG, None)",,0.012091098,,0.003323907,150,195,5860.105347,19050,117.8113726,0.010263099,0.00282138
"'transport, freight, lorry, all sizes, EURO4 to generic market for transport, freight, lorry, unspecified' (ton kilometer, RER, None)",,22.93021806,,5.186416801,150,195,5860.105347,19050,117.8113726,19.46350132,4.402305725
"'market for electricity, high voltage' (kilowatt hour, GB, None)",,0.132969947,,0.034982367,150,195,5860.105347,19050,117.8113726,0.112866818,0.02969354
"'market for electricity, medium voltage' (kilowatt hour, IT, None)",0.119605883,0.119605883,0.112395915,0.01663749,150,195,5860.105347,19050,117.8113726,0.101523207,0.014122142
"'market for electricity, high voltage' (kilowatt hour, KR, None)",,0.048357116,,0.010011569,150,195,5860.105347,19050,117.8113726,0.04104622,0.008497965
"'market group for electricity, medium voltage' (kilowatt hour, GLO, None)",,0.383675694,,0.051513428,150,195,5860.105347,19050,117.8113726,0.325669488,0.043725344
"'market for electricity, high voltage, aluminium industry' (kilowatt hour, CN, None)",-0.523446308,0.523446308,0.263262716,0.039005775,150,195,5860.105347,19050,117.8113726,0.44430881,0.033108667
"'market for heat, central or small-scale, other than natural gas' (megajoule, CH, None)",,0.048620306,,0.013820075,150,195,5860.105347,19050,117.8113726,0.04126962,0.01173068
"'market for petrol, unleaded' (kilogram, BR, None)",-0.015094617,0.015094617,0.014535583,0.002150096,150,195,5860.105347,19050,117.8113726,0.01281253,0.001825032
"'market group for transport, freight train' (ton kilometer, GLO, None)",,0.133796836,,0.020307396,150,195,5860.105347,19050,117.8113726,0.113568693,0.017237212
"'market for heat, district or industrial, natural gas' (megajoule, RoW, None)",,0.047527508,,0.006083323,150,195,5860.105347,19050,117.8113726,0.040342038,0.005163613
"'market for heavy fuel oil' (kilogram, RoW, None)",,0.439042168,,0.04049269,150,195,5860.105347,19050,117.8113726,0.372665354,0.034370782
"'market for petroleum' (kilogram, RoW, None)",,0.648641603,,0.080486602,150,195,5860.105347,19050,117.8113726,0.550576391,0.068318194
"'market for electricity, high voltage' (kilowatt hour, US-SERC, None)",,0.031740438,,0.009291005,150,195,5860.105347,19050,117.8113726,0.026941744,0.00788634
"'market for natural gas, high pressure' (cubic meter, RU, None)",-0.001799078,0.001799291,0.001665592,0.000266497,150,195,5860.105347,19050,117.8113726,0.001527264,0.000226206
"'market for electricity, medium voltage' (kilowatt hour, US-MRO, None)",-0.049247446,0.049247446,0.079057267,0.013323448,150,195,5860.105347,19050,117.8113726,0.041801946,0.011309136
"'market for transport, freight train' (ton kilometer, CN, None)",,0.127762345,,0.020819833,150,195,5860.105347,19050,117.8113726,0.10844653,0.017672176
"'market group for heat, district or industrial, natural gas' (megajoule, GLO, None)",,0.07528273,,0.008521474,150,195,5860.105347,19050,117.8113726,0.063901072,0.00723315
"'market for electricity, high voltage' (kilowatt hour, CN-CCG, None)",,0.027597864,,0.008037424,150,195,5860.105347,19050,117.8113726,0.023425466,0.006822282
"'market group for electricity, medium voltage' (kilowatt hour, RLA, None)",,0.140950658,,0.028362331,150,195,5860.105347,19050,117.8113726,0.119640961,0.024074357
"'market for petrol, two-stroke blend' (kilogram, GLO, None)",,1.711792194,,0.169352754,150,195,5860.105347,19050,117.8113726,1.452994016,0.143749071
"'market for diesel' (kilogram, RoW, None)",,0.216841629,,0.027870176,150,195,5860.105347,19050,117.8113726,0.184058316,0.023656609
"'market for petrol, unleaded' (kilogram, RER, None)",0.175188976,0.206354785,0.290039342,0.042152574,150,195,5860.105347,19050,117.8113726,0.175156931,0.035779715
"'market group for electricity, medium voltage' (kilowatt hour, CN-SGCC, None)",,0.099759795,,0.020267559,150,195,5860.105347,19050,117.8113726,0.084677559,0.017203398
"'market for heat, district or industrial, other than natural gas' (megajoule, Europe without Switzerland, None)",,0.132416266,,0.023715502,150,195,5860.105347,19050,117.8113726,0.112396845,0.020130062
"'market for basic oxygen furnace slag' (kilogram, RoW, None)",0.078326646,0.078326646,0.026306903,0.003928089,150,195,5860.105347,19050,117.8113726,0.066484792,0.003334219
"'market for electricity, high voltage' (kilowatt hour, CN-NCGC, None)",,0.023296,,0.009256756,150,195,5860.105347,19050,117.8113726,0.019773983,0.007857269
"'market group for electricity, medium voltage' (kilowatt hour, IN, None)",,0.057230484,,0.009513595,150,195,5860.105347,19050,117.8113726,0.048578064,0.008075277
"'market for waste mineral oil' (kilogram, RoW, None)",,0.072054435,,0.008582513,150,195,5860.105347,19050,117.8113726,0.061160848,0.007284962
"'market for electricity, high voltage' (kilowatt hour, ID, None)",,0.082940125,,0.017661068,150,195,5860.105347,19050,117.8113726,0.07040078,0.01499097
"'market for petroleum' (kilogram, RNA, None)",,0.244082932,,0.03662216,150,195,5860.105347,19050,117.8113726,0.207181129,0.03108542
"'market for diesel, low-sulfur' (kilogram, RoW, None)",,0.242812011,,0.031893564,150,195,5860.105347,19050,117.8113726,0.206102353,0.027071719
"'market for petroleum' (kilogram, Europe without Switzerland, None)",,4.375161888,,0.725310352,150,195,5860.105347,19050,117.8113726,3.713700801,0.615653936
"'market for pitch' (kilogram, RoW, None)",0.18041262,0.18041262,0.114995068,0.020444342,150,195,5860.105347,19050,117.8113726,0.153136845,0.017353454
"'market for electricity, medium voltage' (kilowatt hour, ES, None)",-0.066543842,0.066543842,0.079562861,0.011707862,150,195,5860.105347,19050,117.8113726,0.056483378,0.009937803
