names,mu,mu_star,sigma,mu_star_conf,trajectories,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,1.2433681034533712,,0.512215752404324,10,6,10.78256368637085,40,1539.877050079285,0.08074463499468044,0.033263418815024946,4
Manufacture of basic metals,,149.33354557811262,,26.93299853854267,10,6,10.78256368637085,40,1539.877050079285,9.69775772490562,1.7490356478236977,1
Mining of coal and lignite,,6.186876697575809,,2.7785555109941193,10,6,10.78256368637085,40,1539.877050079285,0.4017773170434133,0.18044008843764878,1
