names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,0.7696959183289788,,0.05720094984650136,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,26.81580035543721,1.9928509619165626,163
Manufacture of basic metals,,0.050884080929027825,,0.0047106731682846825,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,1.772774576257419,0.16411737182481173,22
"Crop and animal production, hunting and related service activities",,0.15925310086461364,,0.022930139515611365,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,5.548294147175811,0.7988739822187071,19
Manufacture of coke and refined petroleum products,,0.0688046648754592,,0.006373125253744135,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,2.397118281241133,0.22203632678165328,18
"Wholesale trade, except of motor vehicles and motorcycles",,0.02814675367064909,,0.00269107961456883,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,0.9806180715163841,0.09375579623902983,17
Mining of metal ores,,0.004028247666132579,,0.003210868340874566,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,0.14034202679907884,0.11186496166358138,8
Manufacture of other non-metallic mineral products,,0.0012269509113457253,,0.00012415455555551779,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,0.04274632345199222,0.00432547931684862,8
Land transport and transport via pipelines,,0.14381549075816571,,0.01488924184038117,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,5.010455942864782,0.518733342775545,7
"Waste collection, treatment, and disposal activities",,0.010309699627316453,,0.0011772160334102924,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,0.3591845043570562,0.04101358650268625,6
Mining of coal and lignite,,0.012775225160727046,,0.002009021251994279,300,_market_for_ascorbic_acid___kilogram__GLO__None_,0,304,2129.8071296215057,8400,2.870307461,0.44508211521967844,0.0699932421627872,5
