names,mu,mu_star,sigma,mu_star_conf,trajectories,reference_product,tier,number of variables,runtime,number of runs,score,mu_star_relative,mu_star_conf_relative,count
"Electricity, gas, steam and air conditioning supply",,8.474572954,,0.745099532,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,9.984010719,0.877811985,76
"Crop and animal production, hunting and related service activities",,0.508445343,,0.05311252,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.599006437,0.062572589,20
Other mining and quarrying,,0.150228879,,0.016631403,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.176986705,0.019593684,15
Manufacture of coke and refined petroleum products,,2.418672751,,0.294598316,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,2.849471567,0.34707032,11
Manufacture of other non-metallic mineral products,,0.188611221,,0.017436061,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.222205468,0.020541663,11
Land transport and transport via pipelines,,48.39975994,,4.533215575,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,57.02042152,5.340643492,8
Manufacture of basic metals,,1.708121416,,0.159790606,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,2.012361286,0.188251506,6
Mining of coal and lignite,,0.129374787,,0.013929529,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.152418212,0.016410569,6
Manufacture of electrical equipment,-0.000857839,0.000873993,0.000778787,8.83E-05,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.001029663,0.000104005,6
Manufacture of chemicals and chemical products,,0.976465959,,0.088504671,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,1.150387949,0.104268568,5
Mining of metal ores,,0.143167772,,0.015438586,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.168667917,0.018188411,4
Construction of buildings,,0.004911197,,0.000440843,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.005785949,0.000519363,4
Manufacture of rubber and plastic products,,0.058404076,,0.006518234,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.068806644,0.007679221,2
Manufacture of machinery and equipment,,0.018909674,,0.001430471,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.022277747,0.001685258,2
"Waste collection, treatment, and disposal activities",,0.498585074,,0.065845832,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.58738992,0.077573878,2
"Wholesale trade, except of motor vehicles and motorcycles",,5.730186493,,0.551110383,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,6.75081136,0.649270707,2
Civil engineering,,1.627319145,,0.134637941,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,1.917167021,0.158618806,2
Wholesale and retail trade and repair of motor vehicles and motorcycles,,0.179325947,,0.014988369,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.21126636,0.017658003,1
Manufacture of other transport equipment,-0.00350801,0.003508066,0.00160568,0.000176291,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.004132901,0.000207691,1
Manufacture of food products,,1.26378311,,0.097469297,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,1.488880228,0.114829916,1
Forestry and logging,,90.51100727,,3.186142188,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,106.63226,3.753637844,1
Sewerage,0.003581777,0.003581777,0.0010756,0.000124142,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.004219741,0.000146254,1
Unknown,,0.030230891,,0.021460448,300,_market_for_sawnwood__board__softwood__raw__dried__u_20_____cubic_meter__CH__None_,0,188,2160.870587,7200,117.8113726,0.035615428,0.025282848,1
